material_id,material_name,material_type,supplier_id,unit_of_measure,unit_cost,currency,min_order_quantity,lead_time_days,storage_condition,shelf_life_months,gmp_certified,cas_number,status
MAT-00467,Sertraline HCl,active_ingredient,SUP-0197,g,3305.57,INR,406,62,cold,24,false,64308-74-4,discontinued
MAT-00468,Blister Alu-Alu,packaging,SUP-0111,kg,4762.93,USD,197,60,ambient,60,false,,active
MAT-00469,Shipping Label,label,SUP-0169,kg,164.78,GBP,453,24,ambient,33,true,,active
MAT-00470,Barcode Label Roll,label,SUP-0173,pcs,3820.17,INR,338,73,controlled,40,false,,active
MAT-00471,Acetone AR Grade,raw_chemical,SUP-0068,L,2533.67,INR,303,51,controlled,49,false,37331-51-0,active
MAT-00472,Methanol AR Grade,raw_chemical,SUP-0090,kg,641.43,JPY,14,83,ambient,30,true,56168-54-5,active
MAT-00473,HDPE Bottle 120cc,packaging,SUP-0061,kg,3306.37,GBP,304,13,controlled,10,false,,active
MAT-00474,Glass Vial 20ml,packaging,SUP-0010,L,99.05,INR,337,57,controlled,38,false,,active
MAT-00475,Ibuprofen,active_ingredient,SUP-0097,pcs,2940.15,JPY,200,44,controlled,12,false,13164-98-3,active
MAT-00476,Leaflet Insert A4,label,SUP-0094,rolls,833.55,INR,104,66,controlled,60,true,,discontinued
MAT-00477,Starch 1500,excipient,SUP-0147,units,1326.14,INR,412,31,controlled,53,true,94121-84-1,discontinued
MAT-00478,Child-Resistant Cap,packaging,SUP-0136,units,336.82,INR,219,29,ambient,56,true,,pending_approval
MAT-00479,Carton Box Small,packaging,SUP-0081,units,2164.84,EUR,213,54,ambient,45,false,,pending_approval
MAT-00480,Glycerin USP,raw_chemical,SUP-0181,L,4404.54,JPY,442,26,controlled,37,true,86663-69-4,pending_approval
MAT-00481,Propylene Glycol,raw_chemical,SUP-0161,sheets,4673.21,USD,268,28,ambient,35,true,31556-29-4,active
MAT-00482,Primary Label A5,label,SUP-0163,rolls,4301.0,EUR,434,55,ambient,58,false,,pending_approval
MAT-00483,Silicon Dioxide,excipient,SUP-0104,units,3434.43,EUR,59,22,cold,7,true,40753-69-7,discontinued
MAT-00484,Primary Label A4,label,SUP-0052,sheets,3234.79,EUR,140,20,cold,22,false,,pending_approval
MAT-00485,Ethanol 96%,raw_chemical,SUP-0185,L,3221.65,INR,401,5,cold,11,false,78902-48-1,active
MAT-00486,Dropper Assembly,packaging,SUP-0186,g,1984.78,EUR,121,17,controlled,53,true,,discontinued
MAT-00487,Purified Water USP,raw_chemical,SUP-0061,units,2482.51,JPY,63,43,ambient,59,false,98140-40-6,active
MAT-00488,Stearic Acid,excipient,SUP-0113,g,876.18,INR,131,78,cold,37,false,91750-24-5,discontinued
MAT-00489,Leaflet Insert A4,label,SUP-0038,pcs,3413.85,GBP,244,50,ambient,7,true,,pending_approval
MAT-00490,Aspirin Fine Powder,active_ingredient,SUP-0080,mL,1265.29,GBP,463,90,cold,40,true,58036-59-0,active
MAT-00491,Dropper Assembly,packaging,SUP-0194,units,451.71,EUR,153,29,cold,34,false,,pending_approval
MAT-00492,Primary Label A5,label,SUP-0200,kg,1370.55,INR,242,55,ambient,51,false,,active
MAT-00493,Sodium Lauryl Sulfate,excipient,SUP-0108,units,2531.92,JPY,374,73,controlled,26,false,91172-13-0,pending_approval
MAT-00494,Povidone K30,excipient,SUP-0001,pcs,3955.2,INR,103,83,ambient,26,true,14576-30-3,discontinued
MAT-00495,Hydroxypropyl Cellulose,excipient,SUP-0116,sheets,3963.32,INR,448,20,ambient,17,false,36985-35-1,active
MAT-00496,Pre-filled Syringe 1ml,packaging,SUP-0147,L,1967.77,EUR,11,5,controlled,47,true,,active
MAT-00497,Carton Print Sheet,label,SUP-0013,mL,1309.28,INR,317,57,controlled,22,true,,active
MAT-00498,Blister PVC/Alu,packaging,SUP-0004,L,4736.24,JPY,223,61,controlled,37,true,,active
MAT-00499,Stearic Acid,excipient,SUP-0074,mL,4730.29,INR,196,19,ambient,60,true,78704-37-4,pending_approval
MAT-00500,Povidone K30,excipient,SUP-0008,sheets,902.26,GBP,500,36,cold,45,false,32597-57-9,pending_approval
MAT-00501,Carton Print Sheet,label,SUP-0083,g,52.1,INR,352,30,controlled,30,false,,pending_approval
MAT-00502,Sodium Chloride,raw_chemical,SUP-0016,units,365.74,USD,171,33,ambient,28,true,752-42-8,discontinued
MAT-00503,Serialization Label,label,SUP-0034,units,4887.63,JPY,22,77,cold,22,true,,discontinued
MAT-00504,Carton Print Sheet,label,SUP-0023,rolls,4389.54,GBP,364,70,ambient,15,false,,active
MAT-00505,Ampoule 5ml,packaging,SUP-0072,kg,4892.59,GBP,475,58,ambient,22,false,,discontinued
MAT-00506,Glass Vial 20ml,packaging,SUP-0189,sheets,4463.41,INR,392,22,controlled,60,false,,active
MAT-00507,Hypromellose,excipient,SUP-0010,L,273.31,INR,134,23,controlled,35,false,15257-73-0,active
MAT-00508,Blister PVC/Alu,packaging,SUP-0185,pcs,2289.07,EUR,64,47,cold,19,false,,active
MAT-00509,Coating Opadry Blue,excipient,SUP-0055,units,2816.46,JPY,498,3,controlled,55,true,54630-19-3,active
MAT-00510,Omeprazole Magnesium,active_ingredient,SUP-0101,rolls,130.3,GBP,303,16,ambient,15,true,10675-68-7,active
MAT-00511,Blister Alu-Alu,packaging,SUP-0168,kg,1647.47,JPY,487,60,ambient,52,true,,active
MAT-00512,Metformin HCl,active_ingredient,SUP-0191,units,1616.19,USD,281,80,ambient,11,false,33494-32-3,active
MAT-00513,Amlodipine Besylate,active_ingredient,SUP-0100,kg,4261.8,INR,146,85,controlled,15,true,39181-72-6,pending_approval
MAT-00514,Blister PVC/Alu,packaging,SUP-0095,L,1795.54,JPY,103,65,ambient,30,false,,active
MAT-00515,Acetone AR Grade,raw_chemical,SUP-0095,sheets,451.57,JPY,96,58,controlled,33,true,5350-75-5,active
MAT-00516,HPMC Capsule Shell,excipient,SUP-0162,L,4653.37,JPY,43,40,ambient,33,true,62651-48-2,active
MAT-00517,Glass Vial 10ml,packaging,SUP-0146,mL,2615.7,USD,283,12,cold,38,true,,discontinued
MAT-00518,Barcode Label Roll,label,SUP-0065,sheets,472.87,GBP,131,77,cold,55,true,,active
MAT-00519,Tamper Evident Seal,label,SUP-0012,L,3930.99,USD,214,41,ambient,43,false,,pending_approval
MAT-00520,Carton Print Sheet,label,SUP-0055,units,1707.0,EUR,41,80,ambient,49,true,,active
MAT-00521,Purified Water USP,raw_chemical,SUP-0004,kg,29.73,EUR,336,64,ambient,50,false,86258-87-7,active
MAT-00522,Propylene Glycol,raw_chemical,SUP-0173,rolls,3453.47,INR,412,41,cold,14,true,1868-34-1,active
MAT-00523,Povidone K30,excipient,SUP-0167,kg,1046.54,EUR,224,83,controlled,18,true,39491-69-2,active
MAT-00524,Carton Print Sheet,label,SUP-0190,kg,582.74,INR,494,65,ambient,7,false,,discontinued
MAT-00525,Titanium Dioxide,excipient,SUP-0014,mL,1474.51,GBP,5,16,controlled,60,false,54534-73-9,discontinued
MAT-00526,Acetone AR Grade,raw_chemical,SUP-0125,units,185.57,JPY,303,81,controlled,58,false,30446-17-8,active
MAT-00527,Leaflet Insert A4,label,SUP-0166,rolls,2766.5,INR,456,63,cold,37,false,,active
MAT-00528,Leaflet Insert A5,label,SUP-0121,kg,807.09,GBP,225,32,controlled,20,false,,discontinued
MAT-00529,Tamper Evident Seal,label,SUP-0107,L,4415.93,GBP,408,63,cold,45,true,,active
MAT-00530,Losartan Potassium,active_ingredient,SUP-0041,pcs,645.92,JPY,252,15,ambient,37,false,30815-36-8,active
MAT-00531,Paracetamol DC,active_ingredient,SUP-0174,rolls,4404.59,EUR,90,67,cold,57,true,44317-65-1,discontinued
MAT-00532,Gelatin Capsule Shell,excipient,SUP-0067,g,2810.13,GBP,402,48,cold,55,false,19865-98-8,discontinued
MAT-00533,Gabapentin,active_ingredient,SUP-0118,kg,4633.2,USD,500,16,controlled,45,true,73774-15-8,active
MAT-00534,Sodium Lauryl Sulfate,excipient,SUP-0041,g,4354.41,GBP,363,59,controlled,37,true,20273-92-5,active
MAT-00535,Iron Oxide Red,excipient,SUP-0107,g,4243.05,USD,126,63,ambient,24,true,11221-44-5,pending_approval
MAT-00536,Leaflet Insert A5,label,SUP-0039,rolls,3147.39,JPY,216,32,cold,57,false,,active
MAT-00537,Shipping Label,label,SUP-0175,pcs,4759.23,GBP,484,6,ambient,15,true,,pending_approval
MAT-00538,Methanol AR Grade,raw_chemical,SUP-0103,g,424.35,EUR,223,10,ambient,54,true,86580-92-2,discontinued
MAT-00539,Escitalopram Oxalate,active_ingredient,SUP-0078,units,2096.82,GBP,466,47,cold,58,false,69228-88-2,pending_approval
MAT-00540,Shipping Label,label,SUP-0160,pcs,3219.57,JPY,334,59,controlled,28,false,,active
MAT-00541,Glass Vial 20ml,packaging,SUP-0100,g,185.33,EUR,267,72,ambient,19,true,,discontinued
MAT-00542,Tween 80,raw_chemical,SUP-0163,units,2606.92,EUR,12,6,controlled,43,false,31682-48-6,discontinued
MAT-00543,Ciprofloxacin HCl,active_ingredient,SUP-0161,kg,4208.0,JPY,182,18,cold,54,true,58866-48-9,pending_approval
MAT-00544,Simvastatin,active_ingredient,SUP-0191,pcs,1695.23,JPY,290,83,controlled,40,true,45969-48-4,pending_approval
MAT-00545,Sodium Chloride,raw_chemical,SUP-0189,L,3571.9,EUR,54,44,controlled,43,true,47402-68-1,active
MAT-00546,Primary Label A4,label,SUP-0109,sheets,410.19,EUR,244,30,ambient,10,false,,pending_approval
MAT-00547,Sodium Chloride,raw_chemical,SUP-0200,sheets,2941.4,INR,447,36,controlled,37,false,57732-98-7,pending_approval
MAT-00548,Carton Print Sheet,label,SUP-0125,L,722.16,INR,67,68,controlled,13,true,,active
MAT-00549,Shipping Label,label,SUP-0095,kg,3732.61,USD,309,55,cold,13,false,,discontinued
MAT-00550,Blister PVC/Alu,packaging,SUP-0096,kg,2614.13,GBP,192,41,ambient,37,true,,active
MAT-00551,Starch 1500,excipient,SUP-0073,sheets,243.73,EUR,94,65,cold,13,false,8905-15-6,active
MAT-00552,Benzyl Alcohol,raw_chemical,SUP-0087,units,2829.04,INR,244,80,cold,54,true,66210-91-7,active
MAT-00553,Serialization Label,label,SUP-0023,L,4331.79,JPY,341,82,ambient,30,true,,active
MAT-00554,Nasal Spray Pump,packaging,SUP-0114,kg,4790.42,GBP,331,14,cold,51,true,,discontinued
MAT-00555,Blister PVC/Alu,packaging,SUP-0050,g,3219.75,JPY,278,76,cold,42,true,,active
MAT-00556,Benzyl Alcohol,raw_chemical,SUP-0137,kg,601.86,EUR,493,5,ambient,56,true,32200-84-7,active
MAT-00557,Ethanol 96%,raw_chemical,SUP-0126,rolls,2009.29,USD,175,58,cold,32,true,69243-50-6,active
MAT-00558,Escitalopram Oxalate,active_ingredient,SUP-0044,g,4898.94,GBP,74,26,ambient,55,true,20264-49-6,pending_approval
MAT-00559,Hydroxypropyl Cellulose,excipient,SUP-0047,kg,3072.57,USD,366,10,ambient,30,true,41998-28-6,active
MAT-00560,Nasal Spray Pump,packaging,SUP-0031,sheets,4707.92,USD,104,33,controlled,43,true,,active
MAT-00561,Isopropyl Alcohol,raw_chemical,SUP-0016,sheets,4746.81,GBP,238,73,ambient,10,false,3838-62-3,active
MAT-00562,Carton Box Small,packaging,SUP-0167,g,1231.96,EUR,156,75,ambient,34,true,,pending_approval
MAT-00563,Hydrochloric Acid,raw_chemical,SUP-0096,mL,3914.52,JPY,87,34,controlled,33,false,5527-10-7,discontinued
MAT-00564,Nasal Spray Pump,packaging,SUP-0124,L,3.21,GBP,307,35,controlled,30,false,,pending_approval
MAT-00565,Coating Opadry White,excipient,SUP-0145,units,227.9,USD,154,14,ambient,50,true,18354-81-4,active
MAT-00566,Hydroxypropyl Cellulose,excipient,SUP-0163,rolls,4419.72,GBP,386,60,ambient,21,false,44828-36-7,discontinued
MAT-00567,HDPE Bottle 60cc,packaging,SUP-0166,kg,4570.13,USD,312,63,cold,6,true,,active
MAT-00568,Sodium Chloride,raw_chemical,SUP-0021,pcs,3812.44,USD,276,6,controlled,34,true,46317-58-9,active
MAT-00569,Primary Label A4,label,SUP-0032,L,4195.81,INR,190,27,ambient,6,true,,pending_approval
MAT-00570,Paracetamol DC,active_ingredient,SUP-0050,units,3402.93,USD,418,81,controlled,25,true,30754-73-5,active
MAT-00571,Shrink Wrap Film,packaging,SUP-0156,pcs,4522.59,EUR,4,28,controlled,31,true,,active
MAT-00572,Sodium Hydroxide,raw_chemical,SUP-0169,pcs,852.8,JPY,345,90,controlled,42,true,8616-85-2,pending_approval
MAT-00573,Fluoxetine HCl,active_ingredient,SUP-0059,L,1298.49,JPY,374,38,cold,60,true,90881-96-8,discontinued
MAT-00574,Pre-filled Syringe 1ml,packaging,SUP-0165,pcs,10.27,USD,438,44,ambient,60,false,,active
MAT-00575,Sertraline HCl,active_ingredient,SUP-0195,pcs,2478.13,USD,453,31,cold,23,false,69834-67-5,active
MAT-00576,Barcode Label Roll,label,SUP-0007,mL,1673.86,EUR,354,57,cold,21,true,,active
MAT-00577,Carton Box Large,packaging,SUP-0025,units,314.69,USD,246,58,cold,43,false,,active
MAT-00578,Hydroxypropyl Cellulose,excipient,SUP-0014,g,2368.15,GBP,267,33,cold,55,false,12589-90-7,discontinued
MAT-00579,Metformin HCl,active_ingredient,SUP-0097,g,4872.64,GBP,456,11,cold,9,false,7231-48-9,pending_approval
MAT-00580,Primary Label A4,label,SUP-0144,g,509.59,USD,151,51,ambient,12,false,,active
MAT-00581,Phosphoric Acid,raw_chemical,SUP-0110,kg,2267.33,JPY,318,15,ambient,47,true,59566-76-5,discontinued
MAT-00582,PEG 6000,excipient,SUP-0183,g,513.9,USD,304,27,controlled,14,false,46631-63-7,pending_approval
MAT-00583,Hydrochloric Acid,raw_chemical,SUP-0012,pcs,930.02,USD,66,42,controlled,33,false,40838-84-8,active
MAT-00584,Hydroxypropyl Cellulose,excipient,SUP-0075,pcs,1543.72,GBP,497,4,controlled,43,true,7562-40-8,discontinued
MAT-00585,Losartan Potassium,active_ingredient,SUP-0164,sheets,1719.41,EUR,403,11,ambient,18,false,91116-98-7,discontinued
MAT-00586,Pre-filled Syringe 1ml,packaging,SUP-0085,rolls,3080.71,EUR,54,61,cold,37,true,,active
MAT-00587,Talc Powder,excipient,SUP-0062,mL,2332.95,INR,377,45,controlled,30,true,52519-33-0,active
MAT-00588,Escitalopram Oxalate,active_ingredient,SUP-0030,g,1789.75,EUR,149,59,cold,46,false,5804-13-3,active
MAT-00589,Glass Vial 10ml,packaging,SUP-0185,L,1095.12,EUR,174,73,cold,17,true,,active
MAT-00590,Microcrystalline Cellulose,excipient,SUP-0174,units,4553.29,EUR,195,86,cold,27,true,40036-68-3,active
MAT-00591,Child-Resistant Cap,packaging,SUP-0160,L,4705.84,INR,450,11,cold,15,true,,active
MAT-00592,Hydroxypropyl Cellulose,excipient,SUP-0154,sheets,3471.92,INR,326,34,cold,54,true,70234-47-2,active
MAT-00593,Stearic Acid,excipient,SUP-0033,kg,3147.48,JPY,496,77,ambient,19,true,61741-94-9,active
MAT-00594,HPMC Capsule Shell,excipient,SUP-0096,sheets,3756.66,INR,266,62,cold,26,false,68925-98-7,pending_approval
MAT-00595,Tamper Evident Seal,label,SUP-0164,pcs,1342.04,JPY,333,7,cold,20,true,,active
MAT-00596,Iron Oxide Yellow,excipient,SUP-0097,sheets,1093.36,JPY,81,50,ambient,41,true,17656-20-4,active
MAT-00597,Ethanol 96%,raw_chemical,SUP-0120,rolls,1151.27,JPY,319,46,ambient,34,false,56739-62-5,active
MAT-00598,HDPE Bottle 60cc,packaging,SUP-0114,units,1912.16,EUR,136,85,cold,28,true,,active
MAT-00599,Benzyl Alcohol,raw_chemical,SUP-0059,g,3929.47,USD,61,12,ambient,8,true,43796-35-5,active
MAT-00600,Carton Box Medium,packaging,SUP-0036,units,953.62,JPY,468,36,cold,55,false,,active
MAT-00601,Dropper Assembly,packaging,SUP-0149,sheets,4729.1,USD,242,86,controlled,54,true,,active
MAT-00602,Talc Powder,excipient,SUP-0122,mL,3616.82,EUR,265,78,controlled,54,false,94750-69-5,active
MAT-00603,Shrink Wrap Film,packaging,SUP-0107,mL,2144.25,EUR,225,60,controlled,7,false,,active
MAT-00604,Propylene Glycol,raw_chemical,SUP-0003,L,1528.21,INR,415,87,ambient,27,true,54988-64-6,pending_approval
MAT-00605,Ethanol 96%,raw_chemical,SUP-0146,units,1630.73,USD,473,20,cold,27,false,50030-36-6,active
MAT-00606,Purified Water USP,raw_chemical,SUP-0085,sheets,942.1,JPY,493,60,controlled,25,true,22518-23-8,active
MAT-00607,Losartan Potassium,active_ingredient,SUP-0018,pcs,134.68,INR,146,29,cold,24,true,59643-17-5,discontinued
MAT-00608,Cetirizine HCl,active_ingredient,SUP-0101,L,1634.2,EUR,57,19,controlled,32,false,97455-18-6,active
MAT-00609,Gelatin Capsule Shell,excipient,SUP-0041,mL,1549.13,JPY,295,42,controlled,18,false,36152-35-0,active
MAT-00610,Barcode Label Roll,label,SUP-0064,g,4123.0,JPY,169,75,ambient,35,false,,discontinued
MAT-00611,Gabapentin,active_ingredient,SUP-0089,g,1439.91,GBP,201,81,cold,32,true,23587-89-6,active
MAT-00612,Primary Label A5,label,SUP-0101,L,3492.76,USD,123,23,ambient,46,false,,pending_approval
MAT-00613,Cetirizine HCl,active_ingredient,SUP-0196,mL,4543.73,JPY,63,50,cold,54,true,66162-51-6,active
MAT-00614,Lactose Monohydrate,excipient,SUP-0119,units,1037.26,USD,38,84,controlled,49,false,50008-53-6,active
MAT-00615,Primary Label A5,label,SUP-0182,kg,54.18,EUR,168,88,controlled,35,false,,active
MAT-00616,Simvastatin,active_ingredient,SUP-0183,g,2742.37,INR,72,63,ambient,59,true,22409-12-9,active
MAT-00617,Titanium Dioxide,excipient,SUP-0044,units,621.19,USD,344,4,controlled,23,true,57807-55-2,active
MAT-00618,Metformin HCl,active_ingredient,SUP-0163,mL,2210.57,JPY,329,87,controlled,48,true,51249-98-4,active
MAT-00619,Aspirin Fine Powder,active_ingredient,SUP-0197,kg,243.8,EUR,476,34,ambient,21,true,12028-12-6,active
MAT-00620,Atorvastatin Calcium,active_ingredient,SUP-0057,rolls,4102.72,USD,409,88,cold,52,true,5818-63-8,active
MAT-00621,HDPE Bottle 120cc,packaging,SUP-0160,rolls,2810.49,EUR,479,72,ambient,33,true,,active
MAT-00622,Hypromellose,excipient,SUP-0004,g,1783.2,INR,335,43,cold,30,true,60182-38-1,pending_approval
MAT-00623,Nasal Spray Pump,packaging,SUP-0056,rolls,220.17,INR,155,79,ambient,12,true,,active
MAT-00624,Aspirin Fine Powder,active_ingredient,SUP-0174,rolls,4907.09,EUR,171,25,controlled,54,false,87392-71-1,active
MAT-00625,Simvastatin,active_ingredient,SUP-0129,pcs,1912.17,JPY,361,4,cold,7,true,40531-40-6,active
MAT-00626,Methanol AR Grade,raw_chemical,SUP-0128,g,300.09,GBP,104,22,ambient,19,true,31253-86-7,pending_approval
MAT-00627,Carton Box Large,packaging,SUP-0195,L,1390.99,USD,267,56,controlled,58,false,,active
MAT-00628,Talc Powder,excipient,SUP-0139,rolls,1713.97,USD,465,88,cold,57,true,79750-58-8,active
MAT-00629,Magnesium Stearate,excipient,SUP-0126,pcs,3149.1,USD,489,27,cold,46,true,26817-26-1,active
MAT-00630,Purified Water USP,raw_chemical,SUP-0110,mL,1181.93,INR,160,24,controlled,18,true,55626-32-9,active
MAT-00631,Carton Box Large,packaging,SUP-0052,units,2882.32,GBP,442,64,cold,29,false,,active
MAT-00632,HPMC Capsule Shell,excipient,SUP-0157,pcs,2207.16,INR,390,22,ambient,7,false,56069-20-4,discontinued
MAT-00633,Hydrochloric Acid,raw_chemical,SUP-0066,L,2764.48,INR,238,42,ambient,24,false,73731-87-7,active
MAT-00634,HDPE Bottle 120cc,packaging,SUP-0040,L,3574.46,EUR,3,4,controlled,52,false,,active
MAT-00635,Serialization Label,label,SUP-0099,sheets,4701.45,INR,158,85,controlled,10,false,,active
MAT-00636,Amlodipine Besylate,active_ingredient,SUP-0050,sheets,4660.68,INR,491,35,controlled,28,false,83278-98-5,pending_approval
MAT-00637,Simvastatin,active_ingredient,SUP-0063,sheets,4632.63,INR,18,49,controlled,51,true,91468-95-2,active
MAT-00638,Hydrochloric Acid,raw_chemical,SUP-0066,pcs,4721.35,EUR,309,77,controlled,59,true,1667-24-1,pending_approval
MAT-00639,Primary Label A5,label,SUP-0133,sheets,3530.5,EUR,449,57,cold,59,false,,active
MAT-00640,Shrink Wrap Film,packaging,SUP-0106,sheets,2930.61,USD,56,84,controlled,55,false,,active
MAT-00641,Pre-filled Syringe 1ml,packaging,SUP-0179,mL,4650.12,GBP,4,24,ambient,6,true,,active
MAT-00642,Tamper Evident Seal,label,SUP-0044,sheets,3272.78,EUR,192,26,controlled,14,true,,active
MAT-00643,Talc Powder,excipient,SUP-0048,g,2253.58,EUR,31,26,cold,22,false,57817-90-9,active
MAT-00644,Titanium Dioxide,excipient,SUP-0032,g,1465.98,GBP,33,46,cold,43,true,62688-72-1,active
MAT-00645,Amoxicillin Trihydrate,active_ingredient,SUP-0171,units,3759.12,JPY,405,8,cold,19,true,49289-87-8,active
MAT-00646,Barcode Label Roll,label,SUP-0110,pcs,3784.68,GBP,190,90,ambient,26,true,,active
MAT-00647,Serialization Label,label,SUP-0085,sheets,3054.24,USD,2,61,controlled,31,true,,active
MAT-00648,Isopropyl Alcohol,raw_chemical,SUP-0180,g,4345.09,EUR,189,60,controlled,49,false,67540-62-3,active
MAT-00649,Dropper Assembly,packaging,SUP-0012,kg,3169.07,GBP,348,59,cold,44,false,,active
MAT-00650,Benzyl Alcohol,raw_chemical,SUP-0122,g,1742.0,USD,376,52,ambient,44,true,93365-28-8,discontinued
MAT-00651,Tween 80,raw_chemical,SUP-0023,kg,639.74,GBP,427,89,controlled,35,true,58545-24-7,pending_approval
MAT-00652,Hydrochloric Acid,raw_chemical,SUP-0193,mL,1217.16,USD,55,58,controlled,7,true,42845-59-4,active
MAT-00653,Carton Box Large,packaging,SUP-0032,pcs,4757.54,EUR,473,71,controlled,52,false,,active
MAT-00654,Child-Resistant Cap,packaging,SUP-0154,mL,4658.93,USD,330,46,ambient,51,false,,pending_approval
MAT-00655,Sodium Hydroxide,raw_chemical,SUP-0067,sheets,4042.33,USD,149,14,cold,11,false,97119-85-3,pending_approval
MAT-00656,Ibuprofen,active_ingredient,SUP-0098,rolls,637.52,JPY,378,3,ambient,9,true,50925-64-5,active
MAT-00657,Microcrystalline Cellulose,excipient,SUP-0138,mL,533.38,INR,162,21,ambient,59,true,65564-97-7,active
MAT-00658,Glycerin USP,raw_chemical,SUP-0180,units,729.78,USD,307,43,ambient,38,true,35891-83-7,pending_approval
MAT-00659,Titanium Dioxide,excipient,SUP-0016,pcs,1457.83,GBP,79,29,controlled,57,true,91853-16-2,active
MAT-00660,Carton Print Sheet,label,SUP-0006,units,4921.96,JPY,201,46,ambient,49,false,,active
MAT-00661,Leaflet Insert A4,label,SUP-0073,sheets,359.58,EUR,359,73,ambient,12,true,,active
MAT-00662,Propylene Glycol,raw_chemical,SUP-0078,kg,4249.12,INR,336,23,controlled,14,false,91270-71-4,active
MAT-00663,Talc Powder,excipient,SUP-0189,mL,4021.89,USD,186,76,cold,49,true,49405-64-2,active
MAT-00664,Amlodipine Besylate,active_ingredient,SUP-0014,rolls,4870.81,USD,264,86,ambient,43,false,19523-90-6,active
MAT-00665,Clopidogrel Bisulfate,active_ingredient,SUP-0078,g,1204.66,JPY,489,25,controlled,53,false,90724-95-1,active
MAT-00666,Hologram Sticker,label,SUP-0095,units,3161.85,USD,62,17,cold,13,false,,pending_approval
MAT-00667,Potassium Chloride,raw_chemical,SUP-0147,mL,115.62,INR,141,15,controlled,17,false,63513-92-6,active
MAT-00668,Purified Water USP,raw_chemical,SUP-0183,L,497.66,JPY,95,54,controlled,7,false,72933-78-8,active
MAT-00669,Losartan Potassium,active_ingredient,SUP-0169,g,3767.66,USD,93,79,controlled,17,true,72758-67-5,active
MAT-00670,Amlodipine Besylate,active_ingredient,SUP-0023,L,2875.62,JPY,132,7,cold,13,false,47702-79-2,active
MAT-00671,Sertraline HCl,active_ingredient,SUP-0076,mL,1503.35,JPY,228,20,controlled,37,false,68556-55-9,discontinued
MAT-00672,Glycerin USP,raw_chemical,SUP-0012,mL,3439.81,EUR,19,27,cold,25,true,17640-87-8,active
MAT-00673,Propylene Glycol,raw_chemical,SUP-0160,rolls,1387.34,INR,39,73,ambient,22,false,85216-30-6,active
MAT-00674,Lisinopril Dihydrate,active_ingredient,SUP-0138,units,3382.79,EUR,37,83,controlled,23,true,93693-57-9,pending_approval
MAT-00675,Hydrochloric Acid,raw_chemical,SUP-0081,L,2098.72,INR,195,6,controlled,21,true,35455-25-8,active
MAT-00676,Glycerin USP,raw_chemical,SUP-0023,sheets,330.26,GBP,466,45,ambient,15,true,35917-11-1,active
MAT-00677,Croscarmellose Sodium,excipient,SUP-0045,sheets,4758.94,JPY,373,42,controlled,58,false,12572-77-5,pending_approval
MAT-00678,Potassium Chloride,raw_chemical,SUP-0026,units,2757.94,USD,88,43,ambient,17,false,97213-96-8,discontinued
MAT-00679,Hydrochloric Acid,raw_chemical,SUP-0067,sheets,2384.57,USD,352,68,controlled,15,true,18750-58-9,pending_approval
MAT-00680,Carton Box Large,packaging,SUP-0095,kg,4592.25,EUR,348,80,ambient,51,false,,active
MAT-00681,Shipping Label,label,SUP-0074,rolls,3992.45,GBP,488,57,controlled,51,true,,active
MAT-00682,Ibuprofen,active_ingredient,SUP-0024,units,2032.87,USD,40,33,cold,16,true,11136-46-8,active
MAT-00683,Lisinopril Dihydrate,active_ingredient,SUP-0123,sheets,3385.33,INR,264,90,controlled,40,true,53195-11-9,active
MAT-00684,Paracetamol DC,active_ingredient,SUP-0063,sheets,3513.11,JPY,351,80,cold,44,false,22139-96-8,active
MAT-00685,Povidone K30,excipient,SUP-0132,g,1835.57,GBP,488,9,ambient,37,false,22395-57-1,active
MAT-00686,Gelatin Capsule Shell,excipient,SUP-0076,g,1450.68,GBP,110,3,controlled,46,false,28553-49-8,active
MAT-00687,Primary Label A4,label,SUP-0158,pcs,287.95,INR,169,41,ambient,12,true,,active
MAT-00688,Croscarmellose Sodium,excipient,SUP-0111,sheets,1772.98,INR,102,13,controlled,38,true,53883-25-7,active
MAT-00689,Titanium Dioxide,excipient,SUP-0096,units,1130.86,GBP,187,57,cold,40,false,14296-66-7,active
MAT-00690,Microcrystalline Cellulose,excipient,SUP-0092,rolls,3735.58,EUR,57,27,ambient,8,true,51763-63-5,active
MAT-00691,Stearic Acid,excipient,SUP-0031,mL,4741.91,INR,251,73,ambient,57,true,42633-61-8,pending_approval
MAT-00692,Primary Label A5,label,SUP-0006,L,549.11,EUR,80,47,controlled,6,true,,active
MAT-00693,Shrink Wrap Film,packaging,SUP-0003,sheets,4882.2,INR,246,40,ambient,37,true,,active
MAT-00694,Hypromellose,excipient,SUP-0064,L,3646.38,GBP,393,17,ambient,50,true,87387-64-3,active
MAT-00695,Fluoxetine HCl,active_ingredient,SUP-0162,L,943.75,EUR,118,18,cold,31,true,35945-34-2,active
MAT-00696,Metformin HCl,active_ingredient,SUP-0098,mL,455.13,INR,269,42,controlled,46,true,29118-53-6,active
MAT-00697,Azithromycin Dihydrate,active_ingredient,SUP-0029,sheets,3219.54,GBP,187,38,ambient,51,false,32420-50-0,active
MAT-00698,Ibuprofen,active_ingredient,SUP-0055,kg,261.13,GBP,242,38,controlled,12,false,24277-42-7,active
MAT-00699,Carton Box Large,packaging,SUP-0004,units,558.09,JPY,395,19,ambient,29,false,,pending_approval
