transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,channel,status,reference_number
TXN-705126,ACC-603359,2023-07-09 00:22:00,deposit,6250.92,64635.8,Wire Transfer In,,,mobile,pending,REF-489025230066
TXN-705127,ACC-604496,2024-12-04 17:03:38,payment,3922.88,13729.73,Payment to Walgreens,Walgreens,Healthcare,branch,completed,REF-088989734303
TXN-705128,ACC-603572,2023-12-23 20:42:58,deposit,3311.13,51628.2,Direct Deposit,,,mobile,completed,REF-407087127805
TXN-705129,ACC-600375,2025-01-16 07:18:06,deposit,1825.61,89783.59,Mobile Deposit,,,branch,completed,REF-738496649417
TXN-705130,ACC-603793,2023-11-02 09:11:48,fee,19.69,66819.96,ATM Fee,,,mobile,completed,REF-449776041809
TXN-705131,ACC-604011,2023-03-16 05:00:49,payment,2996.28,35445.22,Payment to Micro Center,Micro Center,Electronics,atm,completed,REF-110747091034
TXN-705132,ACC-604540,2024-02-25 17:09:28,deposit,19665.59,76875.48,Cash Deposit,,,online,completed,REF-167624703562
TXN-705133,ACC-604940,2023-09-12 14:56:52,withdrawal,7606.26,76046.2,Cash Withdrawal,,,mobile,completed,REF-225283741355
TXN-705134,ACC-602704,2023-07-09 20:48:07,transfer,2101.23,99469.26,ACH Transfer,,,mobile,failed,REF-952364761442
TXN-705135,ACC-600856,2023-10-04 14:44:17,withdrawal,33.4,82908.31,Wire Transfer Out,,,mobile,pending,REF-420926384609
TXN-705136,ACC-601742,2023-08-26 10:38:47,deposit,8675.89,29499.28,Direct Deposit,,,online,completed,REF-504128345362
TXN-705137,ACC-602459,2024-03-13 23:27:54,payment,5822.25,14460.9,Payment to Best Buy Online,Best Buy Online,Online Shopping,atm,completed,REF-386126801852
TXN-705138,ACC-601936,2023-04-01 10:51:59,transfer,638.13,33098.87,External Transfer,,,mobile,completed,REF-476438271752
TXN-705139,ACC-602003,2023-07-12 16:28:04,payment,5795.8,25476.67,Payment to Enterprise,Enterprise,Travel,atm,completed,REF-544270714375
TXN-705140,ACC-601745,2024-05-05 11:28:16,payment,447.14,30601.16,Payment to Gap,Gap,Clothing,online,completed,REF-262226539144
TXN-705141,ACC-604583,2025-08-26 00:16:21,transfer,631.58,48167.16,Internal Transfer,,,online,completed,REF-256823251755
TXN-705142,ACC-602700,2023-08-24 17:52:01,deposit,3605.35,69507.24,Cash Deposit,,,branch,completed,REF-415890900615
TXN-705143,ACC-601837,2023-12-12 01:22:44,deposit,16434.72,24302.49,Check Deposit,,,mobile,completed,REF-302116860530
TXN-705144,ACC-604764,2023-12-08 07:01:21,deposit,1561.35,66794.36,Cash Deposit,,,mobile,completed,REF-399780218881
TXN-705145,ACC-601976,2024-11-16 14:33:20,fee,20.69,50387.42,Overdraft Fee,,,online,completed,REF-944880260642
TXN-705146,ACC-600297,2023-09-12 18:56:18,payment,7118.8,9695.69,Payment to Progressive,Progressive,Insurance,online,completed,REF-500263555801
TXN-705147,ACC-602805,2023-08-28 21:37:34,deposit,8706.85,62583.37,Direct Deposit,,,online,completed,REF-803188348097
TXN-705148,ACC-602002,2023-10-08 05:55:20,transfer,7762.38,83480.96,Zelle Transfer,,,online,completed,REF-066531104074
TXN-705149,ACC-604961,2025-02-20 00:00:56,withdrawal,6700.04,45087.7,Wire Transfer Out,,,branch,pending,REF-164244121617
TXN-705150,ACC-601710,2025-12-03 02:11:37,payment,9439.95,23144.0,Payment to B&H Photo,B&H Photo,Electronics,online,pending,REF-271455986256
TXN-705151,ACC-601365,2024-04-29 01:21:57,payment,3702.66,79287.19,Payment to UnitedHealth,UnitedHealth,Healthcare,online,failed,REF-072371084995
TXN-705152,ACC-603103,2025-05-28 23:55:40,payment,9457.88,48585.78,Payment to Marathon,Marathon,Gas Stations,atm,completed,REF-249511542800
TXN-705153,ACC-603112,2023-05-25 13:58:44,transfer,1794.44,63685.62,Zelle Transfer,,,atm,completed,REF-414697423709
TXN-705154,ACC-600400,2023-05-04 13:10:13,payment,9958.76,50864.37,Payment to Marathon,Marathon,Gas Stations,mobile,completed,REF-655587394146
TXN-705155,ACC-603343,2024-04-27 02:46:38,withdrawal,5831.39,83161.12,Wire Transfer Out,,,atm,pending,REF-769541338536
TXN-705156,ACC-603338,2024-04-21 06:43:57,transfer,2067.95,1327.1,ACH Transfer,,,online,pending,REF-167643198741
TXN-705157,ACC-602996,2024-12-17 12:20:49,withdrawal,7829.02,20126.04,Cash Withdrawal,,,atm,completed,REF-472809428025
TXN-705158,ACC-600310,2024-04-28 07:21:08,payment,3887.38,25712.14,Payment to Shell,Shell,Gas Stations,online,completed,REF-994595521488
TXN-705159,ACC-600891,2023-11-07 06:42:29,withdrawal,1449.02,99245.59,Wire Transfer Out,,,online,completed,REF-683196835773
TXN-705160,ACC-602550,2024-11-16 00:14:25,deposit,14032.95,17070.13,Direct Deposit,,,mobile,completed,REF-194318785625
TXN-705161,ACC-601863,2024-04-22 16:26:06,deposit,12181.87,45853.84,Cash Deposit,,,mobile,completed,REF-258394317510
TXN-705162,ACC-603063,2024-07-01 22:27:30,fee,4.95,18717.18,Monthly Maintenance Fee,,,online,completed,REF-432126538658
TXN-705163,ACC-601695,2024-02-17 22:12:20,payment,2368.99,54867.72,Payment to Citgo,Citgo,Gas Stations,mobile,completed,REF-920585858876
TXN-705164,ACC-602964,2023-03-25 16:14:36,transfer,5968.13,82971.05,Zelle Transfer,,,online,completed,REF-040903458733
TXN-705165,ACC-604592,2023-05-09 19:27:27,payment,5522.87,93668.51,Payment to Ace Hardware,Ace Hardware,Home Improvement,online,completed,REF-714471430936
TXN-705166,ACC-603118,2023-10-19 11:35:06,transfer,1165.7,75524.39,External Transfer,,,mobile,completed,REF-307068560671
TXN-705167,ACC-603617,2024-09-05 04:39:18,withdrawal,8706.92,35195.93,Wire Transfer Out,,,online,completed,REF-216737014486
TXN-705168,ACC-600390,2023-12-04 07:14:12,payment,1013.93,62105.24,Payment to Meineke,Meineke,Automotive,online,completed,REF-021356873897
TXN-705169,ACC-604444,2023-05-20 05:11:22,payment,8412.99,66293.0,Payment to Scholastic,Scholastic,Education,mobile,completed,REF-182562741424
TXN-705170,ACC-604915,2024-04-26 07:51:52,payment,1331.3,63127.96,Payment to Walgreens,Walgreens,Healthcare,branch,failed,REF-580219522011
TXN-705171,ACC-604680,2024-06-30 14:40:24,withdrawal,2788.68,55710.7,Wire Transfer Out,,,branch,failed,REF-228412565649
TXN-705172,ACC-603758,2023-12-15 16:01:24,payment,9298.74,54855.11,Payment to Comcast,Comcast,Utilities,mobile,pending,REF-876359209343
TXN-705173,ACC-604663,2024-02-11 12:10:04,payment,9618.0,76832.82,Payment to ExxonMobil,ExxonMobil,Gas Stations,mobile,completed,REF-876425423808
TXN-705174,ACC-603501,2024-01-08 11:14:59,deposit,788.94,22708.13,Direct Deposit,,,atm,completed,REF-818265638815
TXN-705175,ACC-604712,2024-07-16 15:09:03,payment,9024.81,69311.24,Payment to AutoZone,AutoZone,Automotive,branch,completed,REF-531374786716
TXN-705176,ACC-603524,2023-09-15 00:39:42,payment,9932.22,41776.02,Payment to H&M,H&M,Clothing,online,completed,REF-913114900701
TXN-705177,ACC-602294,2024-08-26 13:06:01,deposit,18144.77,81235.1,Check Deposit,,,online,completed,REF-817903344685
TXN-705178,ACC-602921,2024-03-26 06:22:10,fee,47.73,90634.48,Wire Transfer Fee,,,mobile,completed,REF-043564928247
TXN-705179,ACC-601548,2023-10-28 07:31:20,fee,38.72,85903.15,ATM Fee,,,mobile,completed,REF-497233379497
TXN-705180,ACC-604305,2024-03-01 04:51:53,transfer,4421.16,99513.17,Zelle Transfer,,,atm,completed,REF-977448724401
TXN-705181,ACC-603851,2023-12-13 06:05:59,payment,8086.02,17982.62,Payment to Airbnb,Airbnb,Travel,branch,completed,REF-727497312368
TXN-705182,ACC-600284,2023-10-27 03:35:33,payment,9006.59,56201.45,Payment to Duke Energy,Duke Energy,Utilities,online,completed,REF-846042219558
TXN-705183,ACC-601477,2023-11-13 08:19:31,transfer,8366.34,20552.33,External Transfer,,,atm,completed,REF-449986860745
TXN-705184,ACC-600366,2023-03-13 05:53:21,deposit,6155.64,71860.42,Direct Deposit,,,branch,completed,REF-682482773133
TXN-705185,ACC-603896,2025-08-13 04:56:03,withdrawal,1245.38,40485.54,ATM Withdrawal,,,mobile,failed,REF-707146152446
TXN-705186,ACC-601205,2025-07-17 19:36:20,withdrawal,6136.72,83682.84,Cash Withdrawal,,,mobile,completed,REF-660271865175
TXN-705187,ACC-601318,2023-10-07 06:32:27,payment,6111.24,38560.69,Payment to GEICO,GEICO,Insurance,branch,pending,REF-009261985198
TXN-705188,ACC-601641,2024-04-01 00:43:28,deposit,10460.13,78131.95,Cash Deposit,,,atm,completed,REF-179874079808
TXN-705189,ACC-604085,2023-09-11 18:23:48,transfer,6844.37,61414.25,ACH Transfer,,,mobile,completed,REF-731470590071
TXN-705190,ACC-603593,2024-01-27 05:10:00,deposit,803.46,55170.62,Wire Transfer In,,,online,completed,REF-808249937834
TXN-705191,ACC-600937,2024-04-02 07:09:06,deposit,1521.03,80351.29,Direct Deposit,,,mobile,completed,REF-472810243108
TXN-705192,ACC-601729,2025-09-16 07:17:22,transfer,8113.01,14077.6,Internal Transfer,,,online,completed,REF-684145916353
TXN-705193,ACC-600452,2025-09-17 19:56:24,payment,1529.62,67939.56,Payment to Aetna,Aetna,Healthcare,mobile,completed,REF-135800436890
TXN-705194,ACC-601613,2023-11-27 01:59:37,withdrawal,1423.95,62341.79,Wire Transfer Out,,,mobile,completed,REF-228455952037
TXN-705195,ACC-601613,2023-09-15 17:51:40,withdrawal,5815.33,60042.2,Wire Transfer Out,,,branch,completed,REF-092507536541
TXN-705196,ACC-601639,2025-07-27 01:39:09,fee,44.89,47891.52,Monthly Maintenance Fee,,,online,completed,REF-687869760266
TXN-705197,ACC-604234,2025-12-20 21:56:40,withdrawal,1604.74,87012.69,Wire Transfer Out,,,online,completed,REF-352829940395
TXN-705198,ACC-602662,2025-09-19 04:30:27,payment,7376.85,56846.02,Payment to Progressive,Progressive,Insurance,branch,pending,REF-570704038788
TXN-705199,ACC-601447,2023-11-28 19:39:20,transfer,4280.38,83217.5,External Transfer,,,online,completed,REF-736291254251
TXN-705200,ACC-601266,2024-03-07 17:35:49,payment,41.33,65490.12,Payment to Chipotle,Chipotle,Restaurants,mobile,completed,REF-976719439773
TXN-705201,ACC-601342,2023-06-26 10:17:02,payment,7132.74,66287.51,Payment to Adobe,Adobe,Subscription Services,mobile,completed,REF-402040647384
TXN-705202,ACC-600481,2023-09-09 03:07:46,withdrawal,1482.28,18368.94,ATM Withdrawal,,,mobile,completed,REF-141746494781
TXN-705203,ACC-603855,2023-03-09 12:46:27,transfer,2718.14,76363.92,Internal Transfer,,,branch,completed,REF-780343230694
TXN-705204,ACC-603321,2023-08-22 19:16:58,deposit,15216.81,55679.33,Check Deposit,,,mobile,completed,REF-864797833802
TXN-705205,ACC-600795,2024-08-23 10:07:52,payment,9517.72,21188.95,Payment to AutoZone,AutoZone,Automotive,online,completed,REF-601351259721
TXN-705206,ACC-601021,2024-10-15 10:52:45,withdrawal,1864.7,71437.5,Wire Transfer Out,,,online,completed,REF-402703350970
TXN-705207,ACC-603459,2024-09-14 17:04:27,deposit,2968.46,8293.52,Check Deposit,,,mobile,completed,REF-702820541266
TXN-705208,ACC-604613,2023-06-17 17:20:53,deposit,8971.65,44088.3,Cash Deposit,,,branch,completed,REF-476707268820
TXN-705209,ACC-602397,2024-07-13 05:53:35,withdrawal,717.6,92245.55,ATM Withdrawal,,,mobile,failed,REF-609351247016
TXN-705210,ACC-600695,2024-07-01 03:46:23,payment,8134.73,33592.49,Payment to Target.com,Target.com,Online Shopping,mobile,completed,REF-486332542337
TXN-705211,ACC-604139,2025-08-05 01:17:58,transfer,2204.1,82509.02,Internal Transfer,,,mobile,failed,REF-391478555046
TXN-705212,ACC-601546,2023-11-11 22:05:31,payment,4937.64,82301.84,Payment to Walgreens,Walgreens,Healthcare,branch,completed,REF-704891029613
TXN-705213,ACC-601711,2025-03-16 07:20:48,withdrawal,397.8,4643.04,ATM Withdrawal,,,mobile,completed,REF-611093962375
TXN-705214,ACC-602721,2025-02-24 09:39:19,payment,1243.62,76426.79,Payment to Safeway,Safeway,Groceries,branch,completed,REF-210153519729
TXN-705215,ACC-601169,2025-12-03 12:32:12,deposit,10528.69,93602.48,Direct Deposit,,,atm,completed,REF-927994490460
TXN-705216,ACC-600349,2024-08-18 17:49:36,payment,200.62,48949.14,Payment to AMC Theatres,AMC Theatres,Entertainment,online,completed,REF-527687251105
TXN-705217,ACC-601408,2024-09-21 05:04:54,payment,7502.95,57781.95,Payment to Grammarly,Grammarly,Subscription Services,mobile,completed,REF-529692292042
TXN-705218,ACC-601601,2023-07-28 16:22:45,transfer,7135.25,72628.73,ACH Transfer,,,mobile,pending,REF-220766605126
TXN-705219,ACC-603544,2024-07-21 10:22:56,payment,5763.38,52406.2,Payment to AMC Theatres,AMC Theatres,Entertainment,mobile,completed,REF-423762724587
TXN-705220,ACC-603002,2023-06-18 18:30:27,payment,1292.14,28258.64,Payment to Marriott,Marriott,Travel,mobile,completed,REF-081486889105
TXN-705221,ACC-600769,2023-02-10 14:57:10,deposit,2229.42,94822.4,Mobile Deposit,,,mobile,completed,REF-419637543813
TXN-705222,ACC-604974,2023-02-09 13:43:58,payment,8283.34,4904.88,Payment to Hulu,Hulu,Entertainment,mobile,pending,REF-107753654176
TXN-705223,ACC-603061,2024-06-25 18:45:48,withdrawal,7170.09,51323.24,Wire Transfer Out,,,online,completed,REF-698773934754
TXN-705224,ACC-600214,2023-04-12 23:10:54,payment,7380.63,54644.26,Payment to GameStop,GameStop,Electronics,atm,completed,REF-573859311101
TXN-705225,ACC-601523,2023-12-18 02:26:52,deposit,5017.61,82285.65,Check Deposit,,,atm,completed,REF-728917254253
TXN-705226,ACC-604490,2025-06-19 22:51:22,withdrawal,1487.02,14161.28,ATM Withdrawal,,,online,completed,REF-314070982350
TXN-705227,ACC-601134,2025-06-08 23:56:12,transfer,4472.91,17791.47,Internal Transfer,,,mobile,completed,REF-771934110224
TXN-705228,ACC-601073,2023-05-27 07:35:46,payment,7306.74,84078.94,Payment to CVS Pharmacy,CVS Pharmacy,Healthcare,online,completed,REF-025955905144
TXN-705229,ACC-604109,2025-02-02 19:22:15,deposit,10763.68,19306.08,Wire Transfer In,,,branch,completed,REF-796855818952
TXN-705230,ACC-602632,2025-12-14 02:41:41,transfer,8229.01,45204.91,ACH Transfer,,,mobile,completed,REF-217116078622
TXN-705231,ACC-603673,2023-08-04 03:25:01,withdrawal,8501.09,82030.12,Cash Withdrawal,,,online,completed,REF-607379490103
TXN-705232,ACC-602877,2025-07-08 07:16:16,deposit,3796.96,67533.28,Cash Deposit,,,online,completed,REF-836573357106
TXN-705233,ACC-601905,2023-10-03 05:19:20,payment,2290.38,52854.79,Payment to HBO Max,HBO Max,Entertainment,atm,completed,REF-987493743918
TXN-705234,ACC-604759,2024-07-01 19:38:15,payment,2627.89,20716.24,Payment to AT&T,AT&T,Utilities,online,completed,REF-648384989991
TXN-705235,ACC-602569,2025-09-16 10:21:05,deposit,16584.17,23706.99,Mobile Deposit,,,online,completed,REF-143690238252
TXN-705236,ACC-602121,2024-11-17 05:16:20,payment,3647.18,7813.48,Payment to YouTube Premium,YouTube Premium,Entertainment,online,completed,REF-070055861166
TXN-705237,ACC-601141,2023-02-27 02:57:17,withdrawal,65.58,87340.49,Cash Withdrawal,,,mobile,completed,REF-714086792001
TXN-705238,ACC-603335,2024-04-10 02:16:59,deposit,21557.12,22885.75,Cash Deposit,,,mobile,completed,REF-577264916582
TXN-705239,ACC-601574,2023-02-25 04:12:21,withdrawal,3889.31,71063.82,ATM Withdrawal,,,online,completed,REF-934188511630
TXN-705240,ACC-603398,2024-09-21 18:09:57,deposit,23867.33,98285.62,Wire Transfer In,,,online,completed,REF-063496017223
TXN-705241,ACC-604251,2023-03-16 10:27:28,payment,3632.35,63067.0,Payment to Duke Energy,Duke Energy,Utilities,branch,pending,REF-120444513008
TXN-705242,ACC-600036,2024-10-26 16:18:38,payment,2876.07,90921.62,Payment to Coursera,Coursera,Education,mobile,completed,REF-724997304902
TXN-705243,ACC-601248,2025-01-10 20:34:13,payment,4876.65,86923.09,Payment to BP,BP,Gas Stations,mobile,completed,REF-382939984526
TXN-705244,ACC-604662,2023-05-01 18:36:34,transfer,797.24,80386.58,Internal Transfer,,,online,pending,REF-691391709651
TXN-705245,ACC-602984,2023-11-06 03:02:25,withdrawal,1129.7,84493.62,Wire Transfer Out,,,branch,completed,REF-683003350110
TXN-705246,ACC-600081,2023-04-25 12:00:29,transfer,2673.21,25115.88,Internal Transfer,,,online,completed,REF-383447545876
TXN-705247,ACC-603668,2023-07-20 10:43:38,withdrawal,7707.17,55850.25,Cash Withdrawal,,,mobile,completed,REF-107947642897
TXN-705248,ACC-603541,2025-06-18 18:51:29,payment,8201.43,37319.78,Payment to Scholastic,Scholastic,Education,atm,completed,REF-260171320961
TXN-705249,ACC-602526,2025-04-12 16:27:26,transfer,5365.2,52053.63,ACH Transfer,,,online,completed,REF-411887326307
TXN-705250,ACC-604084,2024-02-05 21:06:06,payment,8092.77,2213.47,Payment to Wendys,Wendys,Restaurants,mobile,completed,REF-639589980686
TXN-705251,ACC-604072,2025-05-06 02:31:07,withdrawal,672.01,37589.17,Wire Transfer Out,,,mobile,completed,REF-297219094100
TXN-705252,ACC-604626,2025-12-27 03:51:46,withdrawal,8578.49,71039.76,ATM Withdrawal,,,branch,pending,REF-221299406866
TXN-705253,ACC-602949,2025-06-03 17:41:06,payment,1341.74,23811.33,Payment to University Tuition,University Tuition,Education,mobile,pending,REF-871152466108
TXN-705254,ACC-604765,2023-02-06 18:50:56,transfer,3158.96,14877.55,ACH Transfer,,,online,completed,REF-184479321752
TXN-705255,ACC-604911,2024-02-21 07:55:23,payment,3444.96,9213.71,Payment to Olive Garden,Olive Garden,Restaurants,mobile,completed,REF-707445458823
TXN-705256,ACC-600372,2024-12-13 22:45:04,payment,9593.49,3421.18,Payment to TJ Maxx,TJ Maxx,Clothing,atm,reversed,REF-758911907200
TXN-705257,ACC-600834,2023-01-29 17:20:50,deposit,3016.6,70719.97,Mobile Deposit,,,online,completed,REF-803416473749
TXN-705258,ACC-603244,2024-12-02 15:11:01,payment,7062.33,1383.47,Payment to Shell,Shell,Gas Stations,mobile,pending,REF-504635786160
TXN-705259,ACC-602819,2023-12-25 23:16:05,withdrawal,5879.81,67156.89,Wire Transfer Out,,,mobile,completed,REF-596976836845
TXN-705260,ACC-604085,2024-11-07 23:55:37,deposit,1959.05,83383.13,Direct Deposit,,,online,completed,REF-120671505101
TXN-705261,ACC-603045,2024-08-07 21:50:10,payment,3479.48,82390.25,Payment to AutoZone,AutoZone,Automotive,atm,completed,REF-185501353089
TXN-705262,ACC-602271,2025-08-02 11:26:21,withdrawal,3175.37,63044.65,Wire Transfer Out,,,branch,completed,REF-709062576669
TXN-705263,ACC-601054,2025-06-29 22:20:59,payment,5223.71,90100.07,Payment to Etsy,Etsy,Online Shopping,mobile,completed,REF-290442375584
TXN-705264,ACC-603445,2023-04-06 11:38:05,deposit,10874.3,74983.44,Check Deposit,,,online,completed,REF-299968480322
TXN-705265,ACC-600399,2023-03-10 03:49:50,deposit,8544.68,90429.66,Wire Transfer In,,,branch,completed,REF-181478804634
TXN-705266,ACC-602975,2024-09-30 05:05:26,deposit,11562.49,71204.89,Cash Deposit,,,branch,completed,REF-869589338457
TXN-705267,ACC-604831,2023-03-05 04:26:41,deposit,6091.05,3396.68,Wire Transfer In,,,online,completed,REF-506066024209
TXN-705268,ACC-600510,2024-07-17 14:31:54,payment,5471.33,45288.38,Payment to Firestone,Firestone,Automotive,branch,pending,REF-202837668959
TXN-705269,ACC-602162,2024-03-29 11:17:37,payment,4390.89,80710.43,Payment to Chipotle,Chipotle,Restaurants,atm,completed,REF-710278828092
TXN-705270,ACC-603115,2025-12-16 08:16:05,withdrawal,9792.3,42859.67,Cash Withdrawal,,,online,completed,REF-959592950418
TXN-705271,ACC-604563,2023-01-29 13:56:41,withdrawal,7021.96,46881.83,Cash Withdrawal,,,mobile,completed,REF-854974866319
TXN-705272,ACC-601100,2025-12-31 19:57:30,withdrawal,1527.96,25899.6,Cash Withdrawal,,,online,pending,REF-602031145218
TXN-705273,ACC-604603,2025-09-04 02:09:43,payment,7518.9,54607.44,Payment to Panera Bread,Panera Bread,Restaurants,online,completed,REF-399236761155
TXN-705274,ACC-600717,2024-11-04 13:08:27,withdrawal,5928.05,47613.31,Cash Withdrawal,,,branch,completed,REF-687223442744
TXN-705275,ACC-603479,2025-05-03 09:12:29,payment,8756.36,14315.31,Payment to Quest Diagnostics,Quest Diagnostics,Healthcare,online,completed,REF-286186125398
TXN-705276,ACC-604789,2023-09-14 15:14:47,payment,856.8,39065.55,Payment to Audible,Audible,Subscription Services,online,completed,REF-135109129502
TXN-705277,ACC-602561,2025-11-08 16:08:03,payment,1773.81,10959.92,Payment to Walgreens,Walgreens,Healthcare,online,completed,REF-423100779176
TXN-705278,ACC-600691,2025-02-28 21:41:51,payment,2205.27,90313.74,Payment to Expedia,Expedia,Travel,online,completed,REF-447257234456
TXN-705279,ACC-602280,2023-06-02 17:27:41,deposit,8465.75,88403.56,Check Deposit,,,atm,completed,REF-137158390978
TXN-705280,ACC-600083,2024-07-21 08:35:45,payment,2038.09,21627.11,Payment to Allstate,Allstate,Insurance,online,completed,REF-907082842691
TXN-705281,ACC-604994,2023-10-04 00:46:25,transfer,2794.1,37240.34,ACH Transfer,,,online,completed,REF-620998796759
TXN-705282,ACC-601881,2024-11-22 08:26:48,withdrawal,5300.65,58662.43,Wire Transfer Out,,,mobile,completed,REF-612608702092
TXN-705283,ACC-602137,2024-04-21 15:12:11,deposit,1683.23,60398.4,Check Deposit,,,mobile,completed,REF-893084716278
TXN-705284,ACC-602199,2024-06-15 22:26:05,withdrawal,7796.28,13567.31,Cash Withdrawal,,,branch,completed,REF-134286612856
TXN-705285,ACC-604171,2023-09-14 12:33:50,payment,2975.62,53996.7,Payment to AMC Theatres,AMC Theatres,Entertainment,branch,completed,REF-556792144620
TXN-705286,ACC-601747,2023-07-01 11:53:13,withdrawal,7871.25,76978.54,Wire Transfer Out,,,mobile,failed,REF-340768532174
TXN-705287,ACC-603919,2023-07-06 06:04:35,deposit,19324.94,13447.22,Mobile Deposit,,,branch,completed,REF-660585713505
TXN-705288,ACC-602997,2023-12-03 12:55:49,withdrawal,4434.23,25341.37,Wire Transfer Out,,,mobile,completed,REF-649081815728
TXN-705289,ACC-601585,2025-08-18 12:30:51,withdrawal,1250.51,14096.82,ATM Withdrawal,,,online,completed,REF-872495110864
TXN-705290,ACC-603246,2024-07-18 00:46:00,transfer,452.19,39573.01,External Transfer,,,atm,completed,REF-934861831908
TXN-705291,ACC-600291,2025-04-18 07:25:12,payment,8244.75,69986.89,Payment to Hulu,Hulu,Entertainment,mobile,completed,REF-872492758083
TXN-705292,ACC-603172,2024-10-18 06:26:37,deposit,12390.78,1734.61,Check Deposit,,,atm,completed,REF-674681527480
TXN-705293,ACC-604965,2024-04-07 14:45:25,payment,3906.7,73375.21,Payment to AT&T,AT&T,Utilities,mobile,failed,REF-682823007395
TXN-705294,ACC-604808,2024-03-24 23:46:27,fee,43.47,83971.65,Wire Transfer Fee,,,branch,completed,REF-141347594612
TXN-705295,ACC-601973,2025-06-01 10:18:41,deposit,13721.72,27185.92,Wire Transfer In,,,mobile,completed,REF-879720823614
TXN-705296,ACC-600560,2024-01-28 01:33:27,payment,636.31,15983.22,Payment to Starbucks,Starbucks,Restaurants,online,completed,REF-088866381597
TXN-705297,ACC-600529,2024-05-19 18:51:53,transfer,7199.13,55951.96,ACH Transfer,,,online,completed,REF-609914435127
TXN-705298,ACC-601872,2023-05-10 14:49:49,withdrawal,1387.45,29610.68,Wire Transfer Out,,,online,completed,REF-735496698795
TXN-705299,ACC-601816,2023-07-28 03:20:32,transfer,1013.99,72146.85,ACH Transfer,,,mobile,completed,REF-092646626463
TXN-705300,ACC-604229,2025-02-06 17:52:22,transfer,8778.48,98927.89,ACH Transfer,,,online,completed,REF-605252917359
TXN-705301,ACC-604187,2025-04-24 00:13:22,fee,46.15,61249.42,Overdraft Fee,,,atm,completed,REF-596268926113
TXN-705302,ACC-600124,2023-08-20 00:03:41,deposit,17658.58,86700.75,Check Deposit,,,mobile,completed,REF-976521084941
TXN-705303,ACC-604672,2023-07-30 14:10:06,transfer,526.8,27294.72,ACH Transfer,,,mobile,completed,REF-302286657794
TXN-705304,ACC-604376,2023-03-23 01:52:07,deposit,9924.06,88016.84,Check Deposit,,,mobile,completed,REF-451468970237
TXN-705305,ACC-602466,2023-01-08 08:18:13,payment,3114.63,83110.73,Payment to Airbnb,Airbnb,Travel,online,completed,REF-520442165629
TXN-705306,ACC-601596,2023-11-09 17:27:19,transfer,7100.75,81171.34,Internal Transfer,,,atm,completed,REF-541433001399
TXN-705307,ACC-601189,2024-02-29 05:24:58,transfer,3107.29,47803.24,External Transfer,,,mobile,completed,REF-209378055396
TXN-705308,ACC-602180,2023-06-23 08:22:05,deposit,4319.62,46681.57,Cash Deposit,,,atm,completed,REF-772013119121
TXN-705309,ACC-603222,2024-06-02 00:10:24,deposit,23802.57,40167.51,Direct Deposit,,,online,completed,REF-239074181157
TXN-705310,ACC-604609,2025-02-19 22:22:20,transfer,2448.55,48753.32,External Transfer,,,mobile,completed,REF-117094588355
TXN-705311,ACC-603870,2024-04-24 10:02:45,transfer,6957.42,39147.89,Internal Transfer,,,mobile,completed,REF-828437378637
TXN-705312,ACC-602103,2025-01-25 23:30:56,deposit,22006.29,32426.02,Wire Transfer In,,,online,completed,REF-491904285462
TXN-705313,ACC-600241,2025-09-05 20:15:44,payment,8666.74,59585.53,Payment to Aldi,Aldi,Groceries,online,completed,REF-786425014605
TXN-705314,ACC-600716,2023-01-06 09:43:41,withdrawal,6892.49,44102.27,Cash Withdrawal,,,mobile,completed,REF-844073069136
TXN-705315,ACC-604811,2025-12-20 06:31:52,withdrawal,3475.2,29458.3,ATM Withdrawal,,,online,completed,REF-970664302648
TXN-705316,ACC-600199,2025-01-21 23:19:06,deposit,15615.52,78365.48,Check Deposit,,,mobile,reversed,REF-847504786238
TXN-705317,ACC-603481,2023-04-23 10:01:40,payment,8373.34,35338.75,Payment to Sunoco,Sunoco,Gas Stations,atm,completed,REF-551316417584
TXN-705318,ACC-604347,2025-01-11 18:57:22,payment,6027.79,81462.42,Payment to ExxonMobil,ExxonMobil,Gas Stations,atm,completed,REF-664296954388
TXN-705319,ACC-601558,2024-08-01 00:50:20,deposit,5383.87,95747.91,Cash Deposit,,,online,completed,REF-895710601607
TXN-705320,ACC-602424,2025-05-08 11:29:49,payment,7362.97,93711.4,Payment to Airbnb,Airbnb,Travel,online,completed,REF-535478660793
TXN-705321,ACC-602608,2024-12-11 18:01:05,transfer,1429.83,60099.01,External Transfer,,,atm,completed,REF-016924514950
TXN-705322,ACC-604335,2025-06-10 12:13:59,payment,9892.2,60493.97,Payment to Citgo,Citgo,Gas Stations,mobile,completed,REF-563972455717
TXN-705323,ACC-604866,2023-08-30 04:41:52,withdrawal,7636.77,9136.52,ATM Withdrawal,,,mobile,completed,REF-451100373540
TXN-705324,ACC-600355,2025-08-15 09:40:34,deposit,11251.2,51894.01,Cash Deposit,,,mobile,completed,REF-929184392547
TXN-705325,ACC-603474,2023-09-01 18:09:20,payment,3456.55,35366.07,Payment to Zara,Zara,Clothing,mobile,completed,REF-663187047012
