batch_id,product_id,product_name,batch_number,manufacturing_date,expiry_date,quantity_produced,quantity_approved,quantity_rejected,unit_of_measure,facility_id,production_line,status,batch_cost,created_at
BAT-001428,PRD-0019,Escitalopram 10mg,BN-202409-6445,2024-09-15,2025-12-14,104096,103410,686,syringes,FAC-012,PL-07,qa_review,127421.75,2024-09-16 00:53:27
BAT-001429,PRD-0021,Fluoxetine 20mg,BN-202312-5863,2023-12-14,2025-01-21,100514,97997,2517,tablets,FAC-015,PL-15,in_production,80157.18,2023-12-15 22:04:53
BAT-001430,PRD-0046,Etanercept 50mg,BN-202306-6907,2023-06-05,2024-07-22,324296,78342,245954,bottles,FAC-011,PL-11,rejected,68764.47,2023-06-07 01:07:19
BAT-001431,PRD-0046,Etanercept 50mg,BN-202411-6333,2024-11-02,2026-07-03,393855,383847,10008,bottles,FAC-004,PL-26,recalled,83975.08,2024-11-02 20:03:07
BAT-001432,PRD-0039,Adalimumab 40mg,BN-202507-5372,2025-07-07,2026-10-15,75112,73855,1257,syringes,FAC-005,PL-02,approved,62837.92,2025-07-08 22:31:54
BAT-001433,PRD-0006,Lisinopril 10mg,BN-202508-7265,2025-08-18,2026-12-01,13010,12957,53,mL,FAC-020,PL-03,approved,3081.77,2025-08-20 02:19:11
BAT-001434,PRD-0047,Dexamethasone 4mg,BN-202503-5096,2025-03-28,2028-01-08,70423,67703,2720,vials,FAC-004,PL-13,qa_review,80564.31,2025-03-29 21:58:03
BAT-001435,PRD-0033,Warfarin 5mg,BN-202307-6830,2023-07-15,2024-12-16,361193,344835,16358,mL,FAC-006,PL-21,in_production,117433.51,2023-07-17 07:36:03
BAT-001436,PRD-0037,Insulin Glargine 100U,BN-202408-5439,2024-08-15,2026-01-11,16978,16879,99,kg,FAC-019,PL-26,approved,139893.61,2024-08-15 19:48:17
BAT-001437,PRD-0048,Methylprednisolone 16mg,BN-202301-3279,2023-01-07,2024-01-18,182017,181074,943,syringes,FAC-016,PL-05,approved,114129.47,2023-01-08 12:44:22
BAT-001438,PRD-0041,Pembrolizumab 100mg,BN-202412-3388,2024-12-09,2026-01-28,369815,364641,5174,tablets,FAC-002,PL-21,qa_review,99320.72,2024-12-09 21:52:53
BAT-001439,PRD-0036,Allopurinol 300mg,BN-202406-5162,2024-06-11,2027-03-03,259655,199922,59733,ampoules,FAC-018,PL-15,rejected,140921.7,2024-06-11 23:13:02
BAT-001440,PRD-0040,Rituximab 500mg,BN-202406-1732,2024-06-27,2025-09-25,155791,155029,762,syringes,FAC-017,PL-29,approved,138863.06,2024-06-28 21:49:41
BAT-001441,PRD-0002,Ibuprofen 200mg,BN-202308-1261,2023-08-18,2026-05-25,497880,491336,6544,mL,FAC-002,PL-10,approved,83086.5,2023-08-18 12:12:37
BAT-001442,PRD-0012,Azithromycin 500mg,BN-202402-5922,2024-02-12,2025-02-24,220419,214544,5875,kg,FAC-009,PL-15,recalled,143215.59,2024-02-13 07:33:49
BAT-001443,PRD-0045,Infliximab 100mg,BN-202507-1381,2025-07-31,2027-07-15,22840,1565,21275,bottles,FAC-003,PL-21,rejected,75650.13,2025-08-02 21:07:19
BAT-001444,PRD-0038,Insulin Lispro 100U,BN-202502-4346,2025-02-23,2027-01-27,229406,227280,2126,tablets,FAC-004,PL-29,approved,58644.85,2025-02-25 06:58:52
BAT-001445,PRD-0023,Tramadol 50mg,BN-202411-9063,2024-11-01,2026-03-18,116635,114346,2289,kg,FAC-013,PL-12,approved,64122.41,2024-11-02 20:19:24
BAT-001446,PRD-0040,Rituximab 500mg,BN-202401-7827,2024-01-05,2025-03-20,109005,108791,214,vials,FAC-005,PL-27,approved,88940.94,2024-01-05 10:25:13
BAT-001447,PRD-0007,Amlodipine 5mg,BN-202310-8896,2023-10-28,2026-05-19,201377,196799,4578,bottles,FAC-015,PL-29,in_production,132389.96,2023-10-30 04:18:32
BAT-001448,PRD-0040,Rituximab 500mg,BN-202301-6394,2023-01-24,2024-08-30,267830,264434,3396,capsules,FAC-009,PL-28,in_production,149219.32,2023-01-26 13:02:26
BAT-001449,PRD-0049,Rosuvastatin 10mg,BN-202405-5748,2024-05-16,2026-01-22,294663,282896,11767,bottles,FAC-003,PL-19,qa_review,106839.04,2024-05-16 13:20:37
BAT-001450,PRD-0017,Pantoprazole 40mg,BN-202412-4823,2024-12-14,2027-07-13,384294,372443,11851,bottles,FAC-015,PL-05,in_production,84338.74,2024-12-16 13:11:01
BAT-001451,PRD-0023,Tramadol 50mg,BN-202305-1922,2023-05-25,2025-07-16,249634,239155,10479,syringes,FAC-008,PL-05,qa_review,98797.44,2023-05-26 12:23:12
BAT-001452,PRD-0032,Propranolol 40mg,BN-202301-9471,2023-01-13,2025-08-04,135137,130955,4182,mL,FAC-017,PL-24,recalled,115648.3,2023-01-14 01:47:39
BAT-001453,PRD-0025,Paracetamol 500mg,BN-202512-7022,2025-12-05,2028-10-11,79249,78908,341,vials,FAC-006,PL-17,approved,135981.87,2025-12-07 21:04:42
BAT-001454,PRD-0035,Spironolactone 25mg,BN-202301-5021,2023-01-03,2024-04-25,277269,274742,2527,syringes,FAC-007,PL-02,qa_review,65800.04,2023-01-04 21:02:25
BAT-001455,PRD-0033,Warfarin 5mg,BN-202406-7920,2024-06-16,2026-08-27,281587,175304,106283,kg,FAC-014,PL-21,rejected,74533.75,2024-06-16 16:18:06
BAT-001456,PRD-0040,Rituximab 500mg,BN-202409-8858,2024-09-12,2026-06-24,170841,167257,3584,bottles,FAC-009,PL-19,recalled,49155.34,2024-09-13 17:08:13
BAT-001457,PRD-0031,Metoprolol 50mg,BN-202406-4287,2024-06-03,2025-10-31,42601,41138,1463,capsules,FAC-016,PL-11,qa_review,134634.85,2024-06-05 19:22:34
BAT-001458,PRD-0046,Etanercept 50mg,BN-202405-9004,2024-05-27,2027-01-31,330519,314039,16480,bottles,FAC-018,PL-23,qa_review,68874.42,2024-05-28 00:05:02
BAT-001459,PRD-0006,Lisinopril 10mg,BN-202512-9627,2025-12-01,2027-02-04,371018,181280,189738,mL,FAC-006,PL-14,rejected,66842.54,2025-12-01 17:38:29
BAT-001460,PRD-0048,Methylprednisolone 16mg,BN-202510-7953,2025-10-09,2027-02-06,415139,407062,8077,bottles,FAC-011,PL-08,approved,40599.01,2025-10-10 20:06:18
BAT-001461,PRD-0023,Tramadol 50mg,BN-202405-8140,2024-05-09,2025-07-21,403392,397014,6378,bottles,FAC-004,PL-20,approved,60793.73,2024-05-10 20:50:37
BAT-001462,PRD-0039,Adalimumab 40mg,BN-202410-1816,2024-10-24,2026-06-24,491400,438100,53300,ampoules,FAC-012,PL-24,rejected,75895.36,2024-10-25 11:03:41
BAT-001463,PRD-0004,Atorvastatin 20mg,BN-202306-2406,2023-06-21,2025-07-30,412190,410957,1233,syringes,FAC-019,PL-16,qa_review,98005.05,2023-06-21 16:41:21
BAT-001464,PRD-0012,Azithromycin 500mg,BN-202403-9871,2024-03-12,2025-08-07,67192,66617,575,ampoules,FAC-010,PL-25,approved,99591.37,2024-03-12 15:18:23
BAT-001465,PRD-0031,Metoprolol 50mg,BN-202408-9518,2024-08-15,2026-10-09,291087,281786,9301,bottles,FAC-014,PL-21,in_production,104276.6,2024-08-15 23:58:32
BAT-001466,PRD-0041,Pembrolizumab 100mg,BN-202502-4342,2025-02-25,2026-03-31,144966,138465,6501,ampoules,FAC-010,PL-18,in_production,1248.7,2025-02-26 04:40:07
BAT-001467,PRD-0015,Hydrochlorothiazide 25mg,BN-202411-7539,2024-11-12,2026-07-17,197465,188831,8634,mL,FAC-016,PL-04,recalled,139317.31,2024-11-13 06:26:41
BAT-001468,PRD-0017,Pantoprazole 40mg,BN-202402-5014,2024-02-28,2026-04-29,462767,451461,11306,vials,FAC-013,PL-02,in_production,92450.61,2024-02-29 13:58:59
BAT-001469,PRD-0032,Propranolol 40mg,BN-202402-9122,2024-02-20,2026-04-07,332870,227344,105526,vials,FAC-002,PL-21,rejected,50247.31,2024-02-20 20:32:30
BAT-001470,PRD-0026,Aspirin 100mg,BN-202512-2754,2025-12-18,2027-10-20,328182,327667,515,vials,FAC-017,PL-27,approved,147229.52,2025-12-19 12:14:32
BAT-001471,PRD-0029,Doxycycline 100mg,BN-202508-6970,2025-08-31,2028-07-30,81511,79458,2053,tablets,FAC-006,PL-03,recalled,131982.1,2025-09-01 06:00:22
BAT-001472,PRD-0021,Fluoxetine 20mg,BN-202510-1321,2025-10-05,2028-08-07,115036,114029,1007,kg,FAC-015,PL-11,approved,131275.4,2025-10-06 16:46:14
BAT-001473,PRD-0009,Simvastatin 40mg,BN-202305-5256,2023-05-19,2024-10-27,203520,196692,6828,ampoules,FAC-020,PL-12,qa_review,59950.91,2023-05-21 12:52:00
BAT-001474,PRD-0033,Warfarin 5mg,BN-202402-8304,2024-02-19,2025-12-10,393371,393351,20,tablets,FAC-016,PL-27,approved,51837.38,2024-02-21 13:17:33
BAT-001475,PRD-0037,Insulin Glargine 100U,BN-202512-9271,2025-12-18,2028-07-23,492865,472970,19895,capsules,FAC-015,PL-16,in_production,56509.32,2025-12-18 21:49:34
BAT-001476,PRD-0010,Levothyroxine 100mcg,BN-202506-2572,2025-06-08,2028-05-01,361706,359258,2448,bottles,FAC-020,PL-25,approved,25199.1,2025-06-09 01:34:35
BAT-001477,PRD-0044,Nivolumab 240mg,BN-202306-3913,2023-06-05,2025-08-17,482114,473243,8871,ampoules,FAC-017,PL-25,approved,96791.87,2023-06-07 14:50:14
BAT-001478,PRD-0037,Insulin Glargine 100U,BN-202501-6742,2025-01-09,2026-10-14,231673,228115,3558,mL,FAC-011,PL-19,approved,134734.62,2025-01-10 12:40:20
BAT-001479,PRD-0002,Ibuprofen 200mg,BN-202407-4444,2024-07-15,2026-06-13,159855,74842,85013,bottles,FAC-008,PL-25,rejected,65070.45,2024-07-17 02:05:36
BAT-001480,PRD-0043,Bevacizumab 400mg,BN-202502-3862,2025-02-04,2026-05-19,177310,170584,6726,vials,FAC-001,PL-27,recalled,87548.26,2025-02-05 22:32:51
BAT-001481,PRD-0004,Atorvastatin 20mg,BN-202501-5889,2025-01-26,2027-03-16,497295,321218,176077,capsules,FAC-012,PL-07,rejected,54311.33,2025-01-27 14:05:09
BAT-001482,PRD-0030,Clarithromycin 500mg,BN-202307-3016,2023-07-14,2024-09-03,349122,345525,3597,syringes,FAC-009,PL-15,in_production,68500.7,2023-07-14 18:56:28
BAT-001483,PRD-0050,Valsartan 80mg,BN-202403-2175,2024-03-22,2026-12-11,138798,133365,5433,bottles,FAC-018,PL-16,qa_review,20457.04,2024-03-23 22:35:26
BAT-001484,PRD-0024,Diclofenac 50mg,BN-202412-2701,2024-12-28,2027-05-24,177562,176520,1042,ampoules,FAC-011,PL-09,approved,97399.59,2024-12-30 10:25:49
BAT-001485,PRD-0041,Pembrolizumab 100mg,BN-202501-6387,2025-01-27,2026-12-09,50928,50382,546,syringes,FAC-015,PL-07,approved,93126.39,2025-01-28 15:25:38
BAT-001486,PRD-0010,Levothyroxine 100mcg,BN-202401-6726,2024-01-05,2025-06-01,282231,279177,3054,tablets,FAC-019,PL-26,approved,145211.2,2024-01-06 08:21:06
BAT-001487,PRD-0032,Propranolol 40mg,BN-202507-9217,2025-07-17,2027-05-21,437660,431727,5933,capsules,FAC-014,PL-13,approved,7124.54,2025-07-19 01:46:22
BAT-001488,PRD-0050,Valsartan 80mg,BN-202402-7726,2024-02-12,2026-11-16,336688,330351,6337,vials,FAC-008,PL-07,in_production,111378.7,2024-02-14 12:23:21
BAT-001489,PRD-0041,Pembrolizumab 100mg,BN-202404-8618,2024-04-14,2026-07-12,1986,1985,1,capsules,FAC-009,PL-13,approved,121126.13,2024-04-15 06:34:30
BAT-001490,PRD-0041,Pembrolizumab 100mg,BN-202305-9014,2023-05-30,2025-02-13,383485,378001,5484,ampoules,FAC-010,PL-04,approved,83617.67,2023-06-01 01:44:09
BAT-001491,PRD-0021,Fluoxetine 20mg,BN-202506-4551,2025-06-07,2027-05-21,22883,22519,364,kg,FAC-010,PL-12,approved,107225.76,2025-06-08 12:11:14
BAT-001492,PRD-0003,Metformin 850mg,BN-202307-7361,2023-07-10,2025-10-24,14316,13693,623,capsules,FAC-001,PL-03,qa_review,69287.54,2023-07-12 05:08:28
BAT-001493,PRD-0044,Nivolumab 240mg,BN-202302-8181,2023-02-18,2025-12-23,444748,441312,3436,tablets,FAC-013,PL-15,in_production,86130.4,2023-02-20 06:42:12
BAT-001494,PRD-0018,Montelukast 10mg,BN-202506-3917,2025-06-11,2026-07-15,257314,253772,3542,syringes,FAC-011,PL-22,approved,15131.09,2025-06-13 13:32:14
BAT-001495,PRD-0010,Levothyroxine 100mcg,BN-202306-4872,2023-06-20,2025-06-27,304196,291407,12789,mL,FAC-015,PL-13,recalled,101689.96,2023-06-21 14:12:18
BAT-001496,PRD-0013,Prednisone 10mg,BN-202410-9637,2024-10-27,2027-03-09,126909,125451,1458,mL,FAC-002,PL-16,approved,9140.04,2024-10-27 22:15:44
BAT-001497,PRD-0009,Simvastatin 40mg,BN-202504-4500,2025-04-09,2027-10-12,113406,113057,349,ampoules,FAC-012,PL-27,approved,16417.34,2025-04-10 01:09:36
BAT-001498,PRD-0040,Rituximab 500mg,BN-202301-8669,2023-01-12,2024-03-28,143661,143275,386,bottles,FAC-006,PL-16,qa_review,95470.31,2023-01-14 00:12:50
BAT-001499,PRD-0015,Hydrochlorothiazide 25mg,BN-202411-6138,2024-11-02,2026-12-21,447203,284510,162693,kg,FAC-019,PL-14,rejected,66523.6,2024-11-02 15:04:42
BAT-001500,PRD-0045,Infliximab 100mg,BN-202402-1844,2024-02-21,2026-08-06,12716,12705,11,kg,FAC-008,PL-26,qa_review,54948.69,2024-02-23 01:53:14
BAT-001501,PRD-0028,Ranitidine 150mg,BN-202407-1412,2024-07-20,2027-02-14,427644,414870,12774,vials,FAC-011,PL-06,qa_review,142313.24,2024-07-22 10:08:32
BAT-001502,PRD-0027,Cetirizine 10mg,BN-202401-2119,2024-01-04,2026-04-30,425556,421224,4332,vials,FAC-017,PL-28,approved,114656.3,2024-01-05 15:36:37
BAT-001503,PRD-0028,Ranitidine 150mg,BN-202506-3104,2025-06-25,2026-10-09,47378,46861,517,ampoules,FAC-006,PL-03,recalled,39946.19,2025-06-26 21:01:46
BAT-001504,PRD-0011,Ciprofloxacin 250mg,BN-202405-2772,2024-05-15,2025-10-24,423106,421753,1353,kg,FAC-018,PL-19,approved,121001.3,2024-05-16 01:08:45
BAT-001505,PRD-0022,Duloxetine 30mg,BN-202508-8397,2025-08-19,2027-06-28,207734,202517,5217,bottles,FAC-009,PL-13,recalled,137249.68,2025-08-20 23:40:08
BAT-001506,PRD-0014,Gabapentin 300mg,BN-202310-5590,2023-10-08,2025-10-25,360892,350504,10388,bottles,FAC-003,PL-04,recalled,78355.4,2023-10-10 20:04:44
BAT-001507,PRD-0035,Spironolactone 25mg,BN-202510-7259,2025-10-31,2028-10-12,180625,177122,3503,kg,FAC-007,PL-17,in_production,144972.48,2025-11-02 00:18:52
BAT-001508,PRD-0022,Duloxetine 30mg,BN-202308-4545,2023-08-13,2024-10-10,109043,108633,410,kg,FAC-014,PL-17,approved,45485.78,2023-08-13 14:02:37
BAT-001509,PRD-0035,Spironolactone 25mg,BN-202403-7258,2024-03-10,2026-07-31,493358,484833,8525,vials,FAC-006,PL-01,in_production,141944.73,2024-03-10 19:57:41
BAT-001510,PRD-0043,Bevacizumab 400mg,BN-202503-5373,2025-03-22,2026-11-26,104980,102329,2651,tablets,FAC-004,PL-04,qa_review,28095.32,2025-03-22 17:03:15
BAT-001511,PRD-0035,Spironolactone 25mg,BN-202311-9325,2023-11-18,2025-12-20,6986,6986,0,kg,FAC-013,PL-30,qa_review,44016.44,2023-11-19 22:42:44
BAT-001512,PRD-0003,Metformin 850mg,BN-202506-8916,2025-06-09,2026-06-19,222138,25597,196541,mL,FAC-004,PL-18,rejected,35967.13,2025-06-10 09:21:34
BAT-001513,PRD-0025,Paracetamol 500mg,BN-202308-7898,2023-08-13,2026-04-22,196651,188735,7916,kg,FAC-003,PL-21,in_production,62697.38,2023-08-13 13:55:18
BAT-001514,PRD-0032,Propranolol 40mg,BN-202308-9456,2023-08-17,2024-09-27,148817,146673,2144,mL,FAC-018,PL-02,approved,98687.22,2023-08-18 02:03:43
BAT-001515,PRD-0033,Warfarin 5mg,BN-202408-3651,2024-08-28,2027-04-08,117586,115734,1852,mL,FAC-010,PL-21,in_production,49611.72,2024-08-29 19:40:52
BAT-001516,PRD-0017,Pantoprazole 40mg,BN-202508-2365,2025-08-12,2027-10-25,245983,245089,894,mL,FAC-002,PL-11,approved,107829.64,2025-08-14 19:50:59
BAT-001517,PRD-0049,Rosuvastatin 10mg,BN-202312-5098,2023-12-25,2026-09-08,358423,345745,12678,tablets,FAC-019,PL-24,in_production,106593.44,2023-12-26 16:47:00
BAT-001518,PRD-0042,Trastuzumab 150mg,BN-202301-2875,2023-01-25,2024-09-15,157430,154676,2754,kg,FAC-002,PL-04,qa_review,83070.55,2023-01-27 00:36:26
BAT-001519,PRD-0024,Diclofenac 50mg,BN-202505-9926,2025-05-17,2027-12-25,53345,51719,1626,vials,FAC-019,PL-13,qa_review,69949.76,2025-05-17 21:06:09
BAT-001520,PRD-0030,Clarithromycin 500mg,BN-202403-2097,2024-03-06,2025-09-01,62795,62290,505,ampoules,FAC-013,PL-24,approved,21212.81,2024-03-07 15:26:59
BAT-001521,PRD-0011,Ciprofloxacin 250mg,BN-202409-7937,2024-09-15,2025-09-18,74712,74249,463,tablets,FAC-018,PL-23,qa_review,76751.59,2024-09-16 18:05:24
BAT-001522,PRD-0018,Montelukast 10mg,BN-202503-4799,2025-03-10,2026-03-20,75220,71767,3453,ampoules,FAC-012,PL-18,recalled,35003.17,2025-03-11 11:11:12
BAT-001523,PRD-0020,Sertraline 50mg,BN-202310-1069,2023-10-26,2026-09-23,440980,439626,1354,mL,FAC-012,PL-15,approved,36277.31,2023-10-27 07:54:24
BAT-001524,PRD-0006,Lisinopril 10mg,BN-202501-4566,2025-01-15,2026-11-29,178247,176702,1545,syringes,FAC-004,PL-01,approved,131474.23,2025-01-17 16:22:02
BAT-001525,PRD-0006,Lisinopril 10mg,BN-202404-3466,2024-04-17,2025-06-04,476710,473813,2897,ampoules,FAC-007,PL-03,recalled,85917.84,2024-04-18 15:34:03
BAT-001526,PRD-0033,Warfarin 5mg,BN-202509-1195,2025-09-13,2028-05-01,371427,366789,4638,ampoules,FAC-011,PL-26,approved,113875.85,2025-09-14 17:32:13
BAT-001527,PRD-0030,Clarithromycin 500mg,BN-202306-8961,2023-06-05,2025-10-21,488035,486701,1334,tablets,FAC-007,PL-02,approved,52137.25,2023-06-06 16:00:44
BAT-001528,PRD-0029,Doxycycline 100mg,BN-202303-5155,2023-03-30,2025-11-05,160102,159041,1061,mL,FAC-001,PL-11,in_production,14436.79,2023-03-31 14:30:53
BAT-001529,PRD-0017,Pantoprazole 40mg,BN-202504-6255,2025-04-20,2026-12-13,399860,28946,370914,ampoules,FAC-008,PL-15,rejected,58085.14,2025-04-20 22:07:06
BAT-001530,PRD-0008,Losartan 50mg,BN-202505-8495,2025-05-15,2027-08-22,401537,388309,13228,kg,FAC-014,PL-28,recalled,9565.83,2025-05-16 20:36:26
BAT-001531,PRD-0018,Montelukast 10mg,BN-202312-8455,2023-12-15,2025-10-27,171182,154,171028,ampoules,FAC-003,PL-21,rejected,114502.49,2023-12-16 07:45:18
BAT-001532,PRD-0003,Metformin 850mg,BN-202312-7884,2023-12-20,2025-08-07,93823,92635,1188,kg,FAC-011,PL-30,approved,113362.04,2023-12-21 23:16:51
BAT-001533,PRD-0017,Pantoprazole 40mg,BN-202406-9893,2024-06-12,2025-10-09,409672,399770,9902,bottles,FAC-018,PL-28,in_production,6956.78,2024-06-13 10:46:35
BAT-001534,PRD-0045,Infliximab 100mg,BN-202411-2519,2024-11-12,2026-06-22,443340,425600,17740,syringes,FAC-013,PL-01,in_production,128538.64,2024-11-13 10:14:39
BAT-001535,PRD-0011,Ciprofloxacin 250mg,BN-202501-6896,2025-01-21,2026-03-14,239558,234777,4781,bottles,FAC-016,PL-14,approved,124877.29,2025-01-21 14:43:56
BAT-001536,PRD-0007,Amlodipine 5mg,BN-202303-6024,2023-03-21,2025-07-28,303058,299846,3212,kg,FAC-012,PL-10,approved,101204.83,2023-03-22 12:48:21
BAT-001537,PRD-0027,Cetirizine 10mg,BN-202406-8469,2024-06-14,2026-09-29,79568,78411,1157,vials,FAC-006,PL-13,approved,102626.96,2024-06-14 23:04:43
BAT-001538,PRD-0019,Escitalopram 10mg,BN-202502-4329,2025-02-26,2027-02-06,141699,124289,17410,tablets,FAC-020,PL-17,rejected,39044.26,2025-02-28 06:58:18
BAT-001539,PRD-0025,Paracetamol 500mg,BN-202503-8108,2025-03-31,2027-03-23,389834,389741,93,mL,FAC-019,PL-24,approved,89820.14,2025-04-02 15:06:06
BAT-001540,PRD-0046,Etanercept 50mg,BN-202409-7713,2024-09-25,2025-12-03,115548,115007,541,kg,FAC-002,PL-20,approved,115245.7,2024-09-26 14:02:17
BAT-001541,PRD-0029,Doxycycline 100mg,BN-202412-1669,2024-12-09,2027-03-03,313550,309713,3837,ampoules,FAC-019,PL-19,approved,134015.48,2024-12-10 19:56:09
BAT-001542,PRD-0010,Levothyroxine 100mcg,BN-202408-4010,2024-08-07,2026-03-23,261572,256745,4827,kg,FAC-003,PL-22,approved,117906.02,2024-08-07 15:33:41
BAT-001543,PRD-0029,Doxycycline 100mg,BN-202401-7872,2024-01-06,2026-01-06,65593,63325,2268,vials,FAC-006,PL-22,qa_review,119049.58,2024-01-07 09:48:44
BAT-001544,PRD-0035,Spironolactone 25mg,BN-202510-4798,2025-10-11,2027-03-31,151690,150347,1343,ampoules,FAC-008,PL-02,qa_review,118275.13,2025-10-12 05:29:49
BAT-001545,PRD-0040,Rituximab 500mg,BN-202507-1369,2025-07-04,2027-02-24,133241,131689,1552,mL,FAC-001,PL-27,approved,127300.5,2025-07-05 14:55:33
BAT-001546,PRD-0037,Insulin Glargine 100U,BN-202402-7534,2024-02-06,2027-01-30,119785,107505,12280,syringes,FAC-005,PL-07,rejected,51483.02,2024-02-08 03:56:07
BAT-001547,PRD-0026,Aspirin 100mg,BN-202405-3237,2024-05-16,2025-10-06,314936,314196,740,syringes,FAC-008,PL-16,approved,107452.67,2024-05-17 02:44:17
BAT-001548,PRD-0003,Metformin 850mg,BN-202408-6510,2024-08-17,2026-05-15,134068,131792,2276,bottles,FAC-018,PL-16,approved,117090.92,2024-08-18 04:07:52
BAT-001549,PRD-0016,Clopidogrel 75mg,BN-202306-1160,2023-06-15,2024-10-11,304383,1168,303215,bottles,FAC-006,PL-12,rejected,52834.45,2023-06-16 11:35:48
BAT-001550,PRD-0010,Levothyroxine 100mcg,BN-202504-7720,2025-04-02,2026-04-08,170860,163585,7275,bottles,FAC-005,PL-12,qa_review,50286.69,2025-04-02 11:44:02
BAT-001551,PRD-0031,Metoprolol 50mg,BN-202505-8317,2025-05-15,2027-07-23,289698,284476,5222,mL,FAC-001,PL-22,approved,27473.73,2025-05-16 02:20:32
BAT-001552,PRD-0047,Dexamethasone 4mg,BN-202507-2231,2025-07-05,2026-11-15,89491,87451,2040,kg,FAC-002,PL-29,in_production,134950.36,2025-07-07 08:12:51
BAT-001553,PRD-0046,Etanercept 50mg,BN-202405-3158,2024-05-21,2026-12-15,211388,209678,1710,kg,FAC-019,PL-17,approved,116622.07,2024-05-21 22:13:26
BAT-001554,PRD-0034,Furosemide 40mg,BN-202502-5122,2025-02-11,2026-09-06,434253,431754,2499,vials,FAC-010,PL-19,recalled,54662.81,2025-02-12 06:51:10
BAT-001555,PRD-0012,Azithromycin 500mg,BN-202506-7427,2025-06-14,2026-10-07,249454,73138,176316,bottles,FAC-010,PL-04,rejected,64352.99,2025-06-14 21:10:23
BAT-001556,PRD-0013,Prednisone 10mg,BN-202310-8716,2023-10-11,2026-04-17,292875,292821,54,tablets,FAC-001,PL-11,approved,12247.84,2023-10-12 00:27:43
BAT-001557,PRD-0012,Azithromycin 500mg,BN-202503-2299,2025-03-29,2027-08-10,164692,161888,2804,vials,FAC-001,PL-05,approved,102325.29,2025-03-31 17:37:58
BAT-001558,PRD-0046,Etanercept 50mg,BN-202510-6912,2025-10-16,2026-10-19,44132,7666,36466,bottles,FAC-012,PL-09,rejected,10490.07,2025-10-16 22:34:06
BAT-001559,PRD-0034,Furosemide 40mg,BN-202502-1910,2025-02-13,2027-11-09,73083,56843,16240,bottles,FAC-013,PL-14,rejected,20175.4,2025-02-14 07:34:06
BAT-001560,PRD-0021,Fluoxetine 20mg,BN-202510-3803,2025-10-07,2026-10-25,409902,398253,11649,mL,FAC-019,PL-15,in_production,38302.92,2025-10-07 13:28:43
BAT-001561,PRD-0004,Atorvastatin 20mg,BN-202312-6597,2023-12-24,2026-02-03,30046,29499,547,bottles,FAC-018,PL-30,approved,140858.26,2023-12-24 13:00:16
BAT-001562,PRD-0013,Prednisone 10mg,BN-202301-9084,2023-01-21,2025-08-29,196277,192377,3900,vials,FAC-008,PL-23,approved,83530.91,2023-01-22 21:28:11
BAT-001563,PRD-0035,Spironolactone 25mg,BN-202509-5253,2025-09-27,2026-10-07,224474,223034,1440,syringes,FAC-015,PL-20,in_production,23452.61,2025-09-28 04:54:28
BAT-001564,PRD-0026,Aspirin 100mg,BN-202501-9708,2025-01-24,2026-04-11,141452,40320,101132,syringes,FAC-017,PL-23,rejected,15408.59,2025-01-25 19:00:50
BAT-001565,PRD-0030,Clarithromycin 500mg,BN-202301-8082,2023-01-11,2024-04-17,192355,190605,1750,kg,FAC-020,PL-28,in_production,146326.97,2023-01-13 14:45:38
BAT-001566,PRD-0009,Simvastatin 40mg,BN-202302-3141,2023-02-13,2025-11-06,68699,68549,150,tablets,FAC-004,PL-28,approved,84571.49,2023-02-14 13:03:30
BAT-001567,PRD-0047,Dexamethasone 4mg,BN-202407-3447,2024-07-02,2025-11-08,125924,120149,5775,kg,FAC-001,PL-27,qa_review,40663.55,2024-07-03 20:30:59
BAT-001568,PRD-0013,Prednisone 10mg,BN-202501-2689,2025-01-10,2027-09-01,179502,178841,661,syringes,FAC-018,PL-21,approved,136328.87,2025-01-11 06:34:40
BAT-001569,PRD-0008,Losartan 50mg,BN-202305-8268,2023-05-01,2025-07-13,442617,422814,19803,capsules,FAC-010,PL-20,qa_review,25148.62,2023-05-01 04:53:50
BAT-001570,PRD-0030,Clarithromycin 500mg,BN-202406-6075,2024-06-03,2026-09-16,159704,114715,44989,vials,FAC-010,PL-18,rejected,121700.05,2024-06-03 21:37:33
BAT-001571,PRD-0038,Insulin Lispro 100U,BN-202410-2306,2024-10-02,2026-03-13,203101,197435,5666,ampoules,FAC-003,PL-06,qa_review,45406.68,2024-10-03 15:09:59
BAT-001572,PRD-0031,Metoprolol 50mg,BN-202411-8554,2024-11-29,2026-07-28,399314,131715,267599,kg,FAC-006,PL-29,rejected,112848.68,2024-11-30 03:45:30
BAT-001573,PRD-0013,Prednisone 10mg,BN-202509-5985,2025-09-13,2027-07-23,104574,49211,55363,kg,FAC-017,PL-16,rejected,25136.24,2025-09-15 00:48:10
BAT-001574,PRD-0024,Diclofenac 50mg,BN-202501-6036,2025-01-10,2026-05-02,177977,174895,3082,ampoules,FAC-017,PL-28,approved,101614.17,2025-01-10 10:10:51
BAT-001575,PRD-0011,Ciprofloxacin 250mg,BN-202508-5427,2025-08-10,2028-03-17,25576,25113,463,tablets,FAC-010,PL-05,recalled,44305.22,2025-08-12 10:35:17
