outlet_id,outlet_name,outlet_type,address,city,state,country,zip_code,phone,license_number,owner_name,chain_name,opened_date,status,tier
OUT-0266,Rivera-Thomas Distributors,distributor,03401 Harris Track Apt. 466,South Marcshire,North Carolina,United States,80089,+1-444-694-6672x010,RPH-844462,Michelle Patrick,Walgreens,2014-05-13,active,bronze
OUT-0267,"Carrillo, Kent and Barker Pharmacy",pharmacy,38794 Edward Lock,North Alyssa,Kentucky,United States,66141,874-652-7353,RPH-260440,Timothy Cooper,Shoppers Drug Mart,2011-11-30,closed,gold
OUT-0268,Smith-Phillips Hospital,hospital,182 Rodriguez Crescent,Maysburgh,South Carolina,United States,83279,659-804-6100x79230,RPH-259160,Anthony Anderson,Kroger Pharmacy,2008-01-14,closed,silver
OUT-0269,Boyd Group Pharmacy,pharmacy,12329 Jones Corners,North Diana,Utah,United States,35168,+1-650-876-6534,RPH-350469,Tracy Torres,Apollo Pharmacy,2021-04-04,active,silver
OUT-0270,English Group Pharmacy,pharmacy,46019 Mason Avenue Suite 734,Bruceview,Illinois,United States,31286,(986)417-6822x512,RPH-504286,William Hicks,Costco Pharmacy,2005-10-30,active,bronze
OUT-0271,Padilla-Hughes Hospital,hospital,622 Terrell Road Suite 687,Kristyport,Michigan,United States,62538,612.990.3500x618,RPH-143366,Valerie Martinez MD,Independent,2012-10-20,active,gold
OUT-0272,Cain-Parker Pharmacy,pharmacy,668 Stacey Drive Apt. 564,Frankview,New Jersey,United States,75845,(906)544-1119,RPH-461664,Angela Thomas,Pharmasave,2016-05-04,active,gold
OUT-0273,Smith Ltd Distributors,distributor,43594 Jennifer Pines Suite 968,South Richardtown,Massachusetts,United States,46024,610-321-2543,RPH-279066,Charlotte Roy,Independent,2012-04-20,active,bronze
OUT-0274,Erickson Inc Pharmacy,pharmacy,860 Tyler Courts Suite 003,North Yvonne,South Carolina,United States,26930,397-689-9901,RPH-564199,Adam Evans,Rite Aid,2005-06-28,active,silver
OUT-0275,Li-Allen Hospital,hospital,197 Williams Summit Apt. 625,Lake Williamville,Oregon,United States,76763,+1-747-485-5011x3753,RPH-226177,Alison Livingston,None,2015-01-31,suspended,bronze
OUT-0276,"Rice, Camacho and Wallace Pharmacy",pharmacy,2790 Taylor Mall,South Anthonyhaven,Indiana,United States,15058,001-597-922-3996x47718,RPH-528943,Darrell West,Walmart Pharmacy,2019-06-14,active,platinum
OUT-0277,Castro-Rodriguez Pharmacy,pharmacy,48085 Owens Parkway,North Geoffreyview,Arizona,United States,88205,832-736-2216x9069,RPH-198792,Debbie Estrada,Walmart Pharmacy,2023-12-14,active,bronze
OUT-0278,Price Group Pharmacy,pharmacy,69139 Terry Wells Apt. 150,Port Richardport,Utah,United States,19531,(510)370-3350x8424,RPH-439704,Sharon Lane,Rite Aid,2023-08-01,active,gold
OUT-0279,Weaver-Carter Distributors,distributor,00416 Lisa Island,North Dylan,Massachusetts,United States,48774,567-758-6463,RPH-975135,Joshua Davis,Boots Pharmacy,2006-01-26,closed,silver
OUT-0280,Smith-Wilson Hospital,hospital,6427 Foley Crossing Suite 738,Manuelville,Texas,United States,18433,+1-717-975-1239,RPH-845334,Gloria Green,Walmart Pharmacy,2021-12-06,closed,silver
OUT-0281,Dickerson-Fowler Pharmacy,pharmacy,36024 Graham Street Suite 467,Thomasstad,Georgia,United States,08975,910.573.0871x564,RPH-915196,Dr. Daniel Tucker,Kroger Pharmacy,2021-04-09,active,silver
OUT-0282,Irwin-Moreno Pharmacy,pharmacy,4148 Thornton Skyway,South Brendan,Alabama,United States,74245,(654)268-6272,RPH-415986,Jeffrey Taylor,MedPlus,2016-12-15,closed,silver
OUT-0283,Delgado-Bennett Distributors,distributor,71353 Alvarez Square,West Cassandra,Ohio,United States,29060,468.279.0604x88693,RPH-317102,Penny Waters,Walmart Pharmacy,2007-04-14,active,bronze
OUT-0284,Smith-Kramer Hospital,hospital,3961 Carlson Mission,Lynntown,California,United States,41693,956.770.7897,RPH-918163,Christopher Jefferson,Walmart Pharmacy,2010-12-05,closed,platinum
OUT-0285,"Bush, Johnson and Guerra Hospital",hospital,27362 Chandler Falls Apt. 222,Garcialand,Pennsylvania,United States,61421,(776)391-7162x042,RPH-620933,Ryan Powell,None,2006-12-22,active,platinum
OUT-0286,"Hall, Brooks and Case Distributors",distributor,039 Jacob Falls Suite 980,West Jackfurt,Washington,United States,35711,510.968.0177x0316,RPH-586104,Amanda Peterson,Independent,2015-07-04,active,bronze
OUT-0287,Pugh LLC Distributors,distributor,26724 Bennett Fork,Port Lindseyburgh,South Carolina,United States,74320,676-238-0839x065,RPH-862783,Gregory Chandler,Kroger Pharmacy,2022-08-11,suspended,gold
OUT-0288,"Nguyen, Hale and Robinson Hospital",hospital,72728 Ernest Ports,Port Paulstad,Maryland,United States,85988,8497602667,RPH-463898,Jody Martin,Walgreens,2008-08-20,closed,gold
OUT-0289,"Torres, Rowland and Chapman Pharmacy",pharmacy,950 Sharp Parkways Suite 406,Chaneychester,Washington,United States,03345,(408)401-9290,RPH-662585,Sue Frank,LloydsPharmacy,2009-04-03,active,platinum
OUT-0290,Macias-Allen Hospital,hospital,4890 Glenn Estate,Susanbury,Maryland,United States,27539,(702)735-1025,RPH-964163,Amy Montgomery,Walmart Pharmacy,2006-08-08,active,silver
OUT-0291,"Perez, Morgan and Murphy Pharmacy",pharmacy,69888 Neal Fords,Port Kimberly,New York,United States,25764,(243)762-9620,RPH-525504,Natalie Cooke,Rite Aid,2022-05-29,suspended,silver
OUT-0292,Martinez LLC Clinic,clinic,29075 Edwards Well Apt. 012,South Richard,Tennessee,United States,10364,374.595.4210x6294,RPH-388694,Gloria Odom,Kroger Pharmacy,2023-04-01,closed,silver
OUT-0293,Willis and Sons Pharmacy,pharmacy,1317 Hall Locks Apt. 647,Edwardhaven,Oklahoma,United States,83018,(446)612-0961x7300,RPH-868446,Chad Brown,MedPlus,2017-01-01,closed,silver
OUT-0294,Thornton Inc Distributors,distributor,355 Louis Groves Apt. 219,West Johnton,Kentucky,United States,68320,479.372.4792x542,RPH-830179,Cynthia Cardenas,Kroger Pharmacy,2022-02-04,active,gold
OUT-0295,"Yates, Morris and Huynh Pharmacy",pharmacy,204 Vasquez Meadows,Waltersshire,New York,United States,26489,732.299.8651,RPH-350826,John Daniels,Apollo Pharmacy,2020-11-11,active,silver
OUT-0296,Choi-Hill Pharmacy,pharmacy,858 Maria Plains Apt. 567,South Kristina,Virginia,United States,02858,001-384-867-2925x4355,RPH-231037,Christopher White,Shoppers Drug Mart,2016-02-08,suspended,bronze
OUT-0297,Smith-Rodriguez Pharmacy,pharmacy,6247 Andrea Field,Nicoletown,South Carolina,United States,12381,(223)241-4992,RPH-729820,Mary Foster,LloydsPharmacy,2020-02-02,suspended,bronze
OUT-0298,"Ramos, Taylor and Ross Pharmacy",pharmacy,0956 Jacob Neck Suite 003,North Joland,Minnesota,United States,75857,635.938.9222,RPH-262287,Travis Walker,Walmart Pharmacy,2016-01-30,suspended,gold
OUT-0299,Neal Group Hospital,hospital,277 Luke Harbors,Rodriguezchester,Minnesota,United States,07695,962.464.3850x0953,RPH-148031,Jeff Wallace,Guardian Pharmacy,2010-07-03,closed,bronze
OUT-0300,Hopkins-Mathews Hospital,hospital,36109 Campbell Course,Evansborough,Florida,United States,94272,965-944-1372,RPH-178626,Jasmine Cox,Shoppers Drug Mart,2009-09-08,active,silver
OUT-0301,Shannon-Goodwin Hospital,hospital,349 White Cape Suite 617,Micheleville,Ohio,United States,67557,+1-470-617-9993,RPH-196325,Amanda Jackson,Costco Pharmacy,2020-10-15,closed,platinum
OUT-0302,"Robinson, Parker and Ingram Pharmacy",pharmacy,2345 Norman Underpass,New Madison,Louisiana,United States,75552,879-202-5485x362,RPH-344538,John Gonzalez,None,2005-08-05,active,silver
OUT-0303,Gross-Adams Clinic,clinic,95385 Olson Grove,North Peter,Alabama,United States,37008,359.690.0937,RPH-368765,Amber Burns,Costco Pharmacy,2019-09-20,active,bronze
OUT-0304,"Reid, Mclaughlin and Carter Hospital",hospital,844 Stephen Locks Suite 187,Natalieview,Michigan,United States,54777,226.236.8154x185,RPH-514754,John Dominguez,Kroger Pharmacy,2005-05-23,active,platinum
OUT-0305,"Cameron, Smith and Holmes Pharmacy",pharmacy,78604 Michael Terrace Suite 050,Lake John,Massachusetts,United States,35498,(498)433-0677x30671,RPH-973436,Jennifer Barron,Shoppers Drug Mart,2010-12-20,active,bronze
OUT-0306,Pruitt-Day Clinic,clinic,087 Murphy Parkway,Ericaton,Ohio,United States,51253,739.763.4289x8760,RPH-707484,Sarah Walsh,MedPlus,2016-09-05,suspended,silver
OUT-0307,"Taylor, Poole and Benson Pharmacy",pharmacy,8618 Vega Mills,South Peterburgh,Illinois,United States,08521,001-416-929-0739x92891,RPH-819421,Christian Park,Pharmasave,2007-02-10,active,silver
OUT-0308,Barton and Sons Clinic,clinic,70864 Jackson Radial Suite 203,North Emily,Wisconsin,United States,31618,449-301-4599x67069,RPH-142619,Sabrina Gonzales,Apollo Pharmacy,2014-12-07,active,silver
OUT-0309,Richardson PLC Distributors,distributor,3884 Lisa Square,Port Monica,Colorado,United States,89406,001-317-781-6780x6643,RPH-604567,Kelsey Shields,MedPlus,2012-01-29,active,silver
OUT-0310,Garcia Ltd Hospital,hospital,281 Smith Mission Apt. 170,South Crystal,Kentucky,United States,06075,403.408.8081x726,RPH-753262,Jennifer Thompson,Walgreens,2010-12-16,active,gold
OUT-0311,Whitaker-Kirby Pharmacy,pharmacy,07288 Bean Ferry Suite 411,Fernandezchester,California,United States,78139,+1-419-261-2766x20808,RPH-711582,Bryan Brown,None,2009-01-21,active,gold
OUT-0312,Gamble Group Clinic,clinic,444 Mark Ranch,Mccoyburgh,South Carolina,United States,84639,758-570-1204x242,RPH-777515,Albert Davis,Boots Pharmacy,2023-05-12,active,silver
OUT-0313,Frye Group Clinic,clinic,02849 Sullivan Via Apt. 396,Smithport,North Carolina,United States,32257,(952)740-5536x4818,RPH-868492,Diana Smith,Shoppers Drug Mart,2010-08-31,active,gold
OUT-0314,Russo Ltd Pharmacy,pharmacy,821 Sawyer Port Suite 738,Joshuafurt,California,United States,54386,(832)636-0667,RPH-772479,Beverly Perkins,Apollo Pharmacy,2013-12-14,active,gold
OUT-0315,"Velasquez, Faulkner and Wyatt Clinic",clinic,04298 Lopez Loop,North Patrick,Missouri,United States,52687,479-596-2356,RPH-828913,Paul Navarro,None,2019-07-07,active,silver
OUT-0316,Hawkins-Marshall Clinic,clinic,9256 Kevin Gateway Suite 820,Paulabury,Connecticut,United States,13037,639-683-9122x60001,RPH-372937,William Hale,Pharmasave,2017-12-19,active,bronze
OUT-0317,Thomas-Jensen Pharmacy,pharmacy,3049 Jeff Crest,East Zacharyshire,Oregon,United States,65474,428-672-0998x65642,RPH-696193,Erin Montes,Walgreens,2015-12-11,active,silver
OUT-0318,"Hernandez, Stone and Hall Distributors",distributor,97669 Cindy Green,Martinezshire,Tennessee,United States,71961,5562820175,RPH-240736,Jason Garcia,Shoppers Drug Mart,2023-01-23,suspended,gold
OUT-0319,"Jordan, Cook and Castillo Hospital",hospital,43474 Jennifer Island Apt. 137,Melissaville,Minnesota,United States,02169,2775732175,RPH-549772,Peter Gill,MedPlus,2012-09-12,closed,bronze
OUT-0320,Church and Sons Hospital,hospital,991 Zachary Fields Apt. 703,Jessicaport,Alabama,United States,41200,874-489-0476x078,RPH-895928,Emily Jones,Independent,2020-07-07,suspended,silver
OUT-0321,Holt Group Clinic,clinic,1917 Tiffany Spurs Suite 173,Port Amanda,South Carolina,United States,45997,745-263-4091,RPH-448123,Joshua Miller,CVS Health,2022-01-21,suspended,gold
OUT-0322,"Morton, Morris and Conley Hospital",hospital,9653 Sandra Causeway Suite 700,Alexbury,Washington,United States,02152,001-445-341-8403x982,RPH-296205,Allison Clark,Walgreens,2019-10-09,active,bronze
OUT-0323,Long-Martin Pharmacy,pharmacy,85886 Fuller Square,Lake Seanside,Texas,United States,02132,(865)529-5164,RPH-762592,Miranda Cooper,Apollo Pharmacy,2012-02-06,active,gold
OUT-0324,Anderson-Brown Distributors,distributor,744 Wesley Parkways,Port Kaylachester,Alabama,United States,64383,3893870920,RPH-340087,Miranda Schwartz,Rite Aid,2021-02-20,active,gold
OUT-0325,Glenn-Miller Pharmacy,pharmacy,266 Cole Plain,Angelaside,Connecticut,United States,06667,226-732-1196x04722,RPH-173530,Taylor Gregory,Shoppers Drug Mart,2021-01-18,active,silver
OUT-0326,Woods-Nelson Pharmacy,pharmacy,7082 Christopher Terrace Apt. 461,Jessicashire,Georgia,United States,36191,(276)462-6235x96053,RPH-396145,Angela Nichols,Apollo Pharmacy,2010-10-29,active,bronze
OUT-0327,Anderson Group Clinic,clinic,36860 Reilly Center Suite 306,Allentown,Minnesota,United States,49124,3282164098,RPH-555512,Laurie Vargas,LloydsPharmacy,2015-03-01,active,bronze
OUT-0328,Brown Ltd Pharmacy,pharmacy,025 Andrew Greens,Ericborough,Tennessee,United States,60803,001-859-279-5319x26009,RPH-981812,Walter Bailey,CVS Health,2019-07-20,active,bronze
OUT-0329,Michael-Stanley Clinic,clinic,9205 Burgess Rapids Suite 453,North Angelaside,North Carolina,United States,16331,001-889-465-5834x456,RPH-109169,Linda Jennings,MedPlus,2022-01-13,active,silver
OUT-0330,Martinez PLC Clinic,clinic,56603 Garcia Manor Apt. 486,South Alexmouth,Connecticut,United States,84432,(766)202-3515,RPH-518073,Troy Becker,MedPlus,2007-03-04,active,silver
OUT-0331,Alexander Ltd Pharmacy,pharmacy,7156 Michael Mill,West Davidview,Wisconsin,United States,40113,233-895-4794,RPH-974223,Monique Diaz,Costco Pharmacy,2006-07-01,active,bronze
OUT-0332,Frazier LLC Hospital,hospital,057 Ashley Street Apt. 898,Grahamport,Minnesota,United States,94676,(693)965-6183x3597,RPH-180197,Troy Brooks,None,2023-05-29,active,gold
OUT-0333,Williams-Lopez Pharmacy,pharmacy,771 Sanchez Avenue,New Jacobtown,Missouri,United States,79599,(867)633-3297x323,RPH-725161,Cody Castro,Independent,2019-07-21,closed,bronze
OUT-0334,Morris and Sons Pharmacy,pharmacy,6992 Martin Mountains Apt. 923,Deniseton,Virginia,United States,18413,520.591.4016,RPH-728986,Casey Ramirez,LloydsPharmacy,2010-10-04,active,bronze
OUT-0335,Lewis LLC Hospital,hospital,199 Pamela Branch Suite 551,Meganmouth,Illinois,United States,17125,(207)256-9991x3831,RPH-304426,Jennifer Mitchell,Boots Pharmacy,2010-06-10,active,platinum
OUT-0336,Lewis and Sons Distributors,distributor,2277 Owens Ford,South Oliviahaven,New York,United States,92230,7662470703,RPH-778661,Robert Rogers,Shoppers Drug Mart,2008-12-10,active,bronze
OUT-0337,Jackson-Gordon Distributors,distributor,41074 David Park Suite 067,Williamchester,California,United States,59934,(825)690-6200x36385,RPH-743302,Monica Campbell,Independent,2015-07-24,closed,bronze
OUT-0338,Adams-Larson Pharmacy,pharmacy,83997 Wilkinson Rapid,West Carolhaven,Utah,United States,56501,4998550493,RPH-878543,Jessica Robinson,None,2013-03-28,suspended,silver
OUT-0339,Mcgee PLC Pharmacy,pharmacy,1212 Donna Cove Suite 948,Jeremytown,Pennsylvania,United States,01036,001-612-476-2239x847,RPH-303422,Tanya Martin,Kroger Pharmacy,2020-05-18,closed,gold
OUT-0340,Espinoza-Francis Clinic,clinic,88822 Shannon Row Suite 058,Carloshaven,Connecticut,United States,06985,(813)249-5647x9984,RPH-698937,Erika Patterson,CVS Health,2022-05-17,closed,silver
OUT-0341,Hanson-Bradley Hospital,hospital,83097 James Unions Apt. 080,South Christopher,Minnesota,United States,53031,(801)665-5578,RPH-926752,Max Mills,MedPlus,2006-05-28,suspended,platinum
OUT-0342,Morris-Walton Hospital,hospital,5124 Jordan Avenue Apt. 068,Morganchester,Kentucky,United States,70094,(740)351-6654,RPH-291735,Steven Hensley,Guardian Pharmacy,2023-05-18,active,platinum
OUT-0343,Jones-Hunt Pharmacy,pharmacy,0233 Barr Meadow Apt. 835,Camacholand,Texas,United States,59828,5368309442,RPH-977658,Andrew Steele,Walmart Pharmacy,2013-10-31,suspended,silver
OUT-0344,"Williams, Carr and Nichols Hospital",hospital,413 Contreras Bridge,Littlefort,Illinois,United States,78669,697.224.5284x1356,RPH-358268,Thomas Marshall,Shoppers Drug Mart,2012-03-11,active,silver
OUT-0345,Molina-Gray Clinic,clinic,8095 Bowman Fork Suite 059,East Dianechester,Indiana,United States,00643,(494)742-0315,RPH-865968,Lisa Pitts,Rite Aid,2009-03-14,closed,gold
OUT-0346,Lee-Collins Pharmacy,pharmacy,19777 Patel Mount,Chelseaville,Connecticut,United States,86524,718-864-8230x8829,RPH-951751,Renee Hill,Rite Aid,2012-01-08,active,platinum
OUT-0347,"Fisher, Sanchez and Miranda Pharmacy",pharmacy,0586 Martin Manor,Carterhaven,Minnesota,United States,27998,373-706-6293,RPH-671409,Robert Mclean,None,2005-03-27,suspended,bronze
OUT-0348,Harrison PLC Distributors,distributor,2655 Perry Plaza,South Sarahbury,Florida,United States,18001,523.971.7989x022,RPH-737989,Laura Johnson,Walmart Pharmacy,2019-05-13,active,gold
OUT-0349,Stewart-Nelson Pharmacy,pharmacy,84779 Warner Cliffs Suite 675,Jameshaven,Louisiana,United States,10645,+1-789-307-3781,RPH-301882,Lance Grant,Shoppers Drug Mart,2017-12-15,active,platinum
OUT-0350,Wood-Huerta Pharmacy,pharmacy,68384 Jenkins Pine Apt. 207,Millerbury,Illinois,United States,78315,(812)319-0518x8129,RPH-163432,Brandi Stokes,Apollo Pharmacy,2010-05-02,active,bronze
OUT-0351,"Carey, Smith and Morales Distributors",distributor,07923 Maxwell Radial,South Angela,Florida,United States,30774,748.264.9703,RPH-146528,Garrett Dixon,CVS Health,2010-07-16,active,gold
OUT-0352,Atkins-Logan Pharmacy,pharmacy,55707 Young Courts,Port Linda,Kentucky,United States,29077,455-350-5705,RPH-990087,Lisa Lowe,None,2008-01-03,active,bronze
OUT-0353,"Walker, Hill and Short Clinic",clinic,45883 Teresa Inlet Apt. 470,Port Elijahbury,Kentucky,United States,85458,903-968-7156x89109,RPH-832791,Kimberly Russo,LloydsPharmacy,2016-02-04,closed,silver
OUT-0354,Hall LLC Clinic,clinic,6844 Cherry Ports Suite 036,Mckaytown,Pennsylvania,United States,09203,(732)995-7378x31597,RPH-423091,Caitlin Kent,Apollo Pharmacy,2019-12-20,suspended,silver
OUT-0355,"Thomas, Gonzales and Garcia Distributors",distributor,302 Mark Land Suite 233,West Christopher,Virginia,United States,97020,(518)654-8396x607,RPH-515365,James Ruiz,Walgreens,2010-06-02,suspended,bronze
OUT-0356,Price-Acosta Hospital,hospital,958 Santos Road Suite 491,Browntown,Maryland,United States,44629,3226181698,RPH-736447,Annette French,Walgreens,2021-01-08,active,platinum
OUT-0357,Monroe-Contreras Clinic,clinic,094 Heather Valleys Suite 402,New Richard,Arizona,United States,87590,+1-533-802-6509x9621,RPH-299471,Joe Greene,Costco Pharmacy,2017-02-04,active,gold
OUT-0358,Fritz-Gutierrez Pharmacy,pharmacy,25634 Lisa Bypass,Port Melinda,Louisiana,United States,17278,(934)899-8013,RPH-205579,Stephanie Freeman,Walgreens,2021-02-04,closed,silver
OUT-0359,"Yang, Davis and Lin Distributors",distributor,2446 Joshua Burg,East John,Wisconsin,United States,46436,274-365-6426,RPH-737141,Danielle Walton,Rite Aid,2008-02-05,active,bronze
OUT-0360,Robinson-Bradley Pharmacy,pharmacy,695 Aguilar Estate Apt. 776,Lisaport,Florida,United States,80173,3035850255,RPH-711544,Rachael Nelson,Walgreens,2022-05-27,active,gold
OUT-0361,Schaefer-Scott Pharmacy,pharmacy,2288 Ashley Hills Suite 331,Saraview,Michigan,United States,50042,001-915-974-9325x1149,RPH-275914,Emily Brown,LloydsPharmacy,2012-09-24,active,silver
OUT-0362,"Smith, Smith and Morris Pharmacy",pharmacy,7661 Brett Pines,Wayneton,Texas,United States,13595,001-587-831-4391x5114,RPH-550466,Mr. Mark Landry,Walgreens,2005-01-29,suspended,silver
OUT-0363,Tucker PLC Pharmacy,pharmacy,710 Mccoy Island,Turnermouth,Louisiana,United States,60026,3687026933,RPH-972857,Cassidy Paul,Rite Aid,2013-04-27,closed,gold
OUT-0364,Powell Inc Pharmacy,pharmacy,02865 Kent Brook,Ruthberg,Texas,United States,22547,611-742-0667x0151,RPH-182771,Lacey Smith,Kroger Pharmacy,2022-12-22,active,silver
OUT-0365,Coleman-Wright Hospital,hospital,22400 Hall Radial,East Elizabeth,Michigan,United States,06686,(662)501-9011x348,RPH-396025,Brian Perez,LloydsPharmacy,2018-01-18,active,silver
OUT-0366,Cox PLC Distributors,distributor,32394 Collier Loop Suite 523,Jacobfurt,Massachusetts,United States,39613,001-449-276-0249x86634,RPH-797294,Lauren Kelly,Kroger Pharmacy,2005-07-27,active,silver
OUT-0367,Christensen-Fields Pharmacy,pharmacy,349 Thompson Mountains Apt. 561,Haleyfurt,Tennessee,United States,53491,(859)814-7625x380,RPH-765225,Derek Patton,Walgreens,2015-01-29,closed,silver
OUT-0368,Robinson-Powell Hospital,hospital,47466 Estrada Junction Apt. 896,Port Cynthia,Washington,United States,76075,+1-453-624-3679,RPH-256769,John Moore,Apollo Pharmacy,2010-07-25,active,gold
OUT-0369,Boyer-Wolfe Hospital,hospital,83543 Jenkins Isle Suite 390,Gloverfurt,Oregon,United States,96279,+1-324-897-9399,RPH-387119,Scott Nunez,CVS Health,2013-03-10,active,bronze
OUT-0370,"Miller, Long and Harrington Pharmacy",pharmacy,710 Andrew Valley,South David,Texas,United States,08225,820.614.8967x8082,RPH-879399,Autumn Krause,Walgreens,2014-08-28,closed,silver
OUT-0371,Sanders-Gonzalez Pharmacy,pharmacy,6254 Kaitlyn Village Apt. 645,Harrisborough,Washington,United States,78862,672-399-4036,RPH-375380,Ashley May DDS,Guardian Pharmacy,2023-04-27,closed,bronze
OUT-0372,Higgins-Bradley Clinic,clinic,670 Fleming Plaza,East Mark,Massachusetts,United States,79154,301-861-2590,RPH-378991,Danielle Guzman,Independent,2022-05-21,active,bronze
OUT-0373,"Richards, Juarez and Miller Distributors",distributor,44376 Douglas Ford,Amandaville,Wisconsin,United States,37390,5982410167,RPH-152932,David Stephens,Independent,2009-06-16,active,gold
OUT-0374,Morales LLC Hospital,hospital,04202 Castaneda Crest,Moonton,Virginia,United States,98541,699-703-4213,RPH-729846,Dean Moore,Walmart Pharmacy,2005-12-11,suspended,gold
OUT-0375,Clark and Sons Distributors,distributor,0791 Hood Ramp,East Samanthafurt,Utah,United States,08202,357-611-7132,RPH-396609,Ruth Davies,None,2023-03-10,suspended,gold
OUT-0376,Escobar-Caldwell Hospital,hospital,88141 David Place,Rosalesport,Pennsylvania,United States,42065,(971)893-6785,RPH-168922,Jeffrey Jacobs,Walgreens,2005-10-10,active,platinum
OUT-0377,Spencer Inc Pharmacy,pharmacy,749 Diane Light,Port Beckyport,Missouri,United States,22694,721.554.0131,RPH-648045,Jason Alvarado,Walmart Pharmacy,2019-02-28,active,silver
OUT-0378,"Lopez, Jones and Kelley Clinic",clinic,2527 Barry Alley Apt. 547,Lake Stevenside,Connecticut,United States,78778,001-594-288-5669x489,RPH-308147,Brian Mooney,Walmart Pharmacy,2017-10-14,active,silver
OUT-0379,"Cross, Reynolds and Bailey Hospital",hospital,55842 Shane Stream Apt. 726,Andersonstad,Wisconsin,United States,53597,(504)260-7001x441,RPH-921076,Mrs. Mariah Woodward,Costco Pharmacy,2005-08-12,suspended,gold
OUT-0380,Green Ltd Hospital,hospital,00668 Emily Unions Apt. 728,North Thomas,Ohio,United States,22586,481.415.2232,RPH-206258,Christopher Smith,Kroger Pharmacy,2023-03-20,active,bronze
OUT-0381,Ruiz-Cline Hospital,hospital,9994 Aaron Course,Lake Karenview,New Jersey,United States,59794,+1-913-451-1350x535,RPH-757048,Marvin Vargas,Pharmasave,2007-12-07,closed,bronze
OUT-0382,Moody Group Pharmacy,pharmacy,57809 Warren Burgs Apt. 801,West Curtisport,Virginia,United States,93862,934-619-5281x44786,RPH-169233,Lori Pierce,CVS Health,2013-12-01,active,gold
OUT-0383,Miller PLC Pharmacy,pharmacy,63578 Emily Forks,Grantville,Massachusetts,United States,88009,(213)797-4369,RPH-596686,Kristen Rosario,Kroger Pharmacy,2008-03-28,active,silver
OUT-0384,Mueller-Vargas Pharmacy,pharmacy,084 Barbara Street Apt. 696,Lake Kennethberg,Oregon,United States,68635,+1-586-906-1065x673,RPH-272068,Jacqueline English,Rite Aid,2008-12-18,active,platinum
OUT-0385,Ross and Sons Distributors,distributor,1368 Kent Plaza Apt. 253,New Juanfort,New York,United States,95251,(299)629-6444x7725,RPH-224170,Cynthia Taylor,Walgreens,2009-07-24,closed,gold
OUT-0386,Thompson-Turner Hospital,hospital,41724 Jennifer Junctions,Port Raymond,Pennsylvania,United States,14658,485-657-4906x27960,RPH-133623,Jesse Allen,CVS Health,2005-06-25,suspended,gold
OUT-0387,Walker and Sons Distributors,distributor,945 Sarah Vista Apt. 582,Perezview,Arizona,United States,03155,(496)362-9917,RPH-463053,Dr. Kyle Calderon,Boots Pharmacy,2019-06-03,closed,silver
OUT-0388,Turner Group Hospital,hospital,215 Brittany Lodge Suite 937,South Jeffreyberg,Oregon,United States,47025,001-403-213-9280x48502,RPH-497528,Michael Williams,Shoppers Drug Mart,2022-12-25,active,silver
OUT-0389,"Allen, Sanchez and Brooks Hospital",hospital,9719 Aaron Rue,East Jeannemouth,Oklahoma,United States,56899,762-725-6471,RPH-595273,Ellen Acosta,Apollo Pharmacy,2021-01-19,active,gold
OUT-0390,"Bright, Cain and Thomas Clinic",clinic,5323 Suzanne Run,Owensside,Oklahoma,United States,10392,556-347-4370x1945,RPH-561807,Meagan Dickson,Pharmasave,2018-07-06,active,gold
OUT-0391,Costa-Dawson Clinic,clinic,52761 Anthony Ports Apt. 815,Kelleychester,Florida,United States,87294,990-922-3116,RPH-842227,Mark Woods,CVS Health,2019-06-24,active,silver
OUT-0392,Harris-Sanchez Pharmacy,pharmacy,71859 Charles Dam,Cardenashaven,Massachusetts,United States,94933,285-263-7114x2943,RPH-533989,Paul Chavez,Apollo Pharmacy,2011-05-31,active,gold
OUT-0393,Mejia-Sanchez Clinic,clinic,13246 Greene Road,Jamesborough,Indiana,United States,17122,584.417.8376x5915,RPH-629713,Brett Hill,Kroger Pharmacy,2018-09-19,active,gold
OUT-0394,Olsen LLC Pharmacy,pharmacy,664 Ryan Way,Port Paige,Tennessee,United States,08838,(772)845-5337,RPH-772025,Paul Austin,Independent,2012-01-15,closed,bronze
OUT-0395,Green-Alexander Clinic,clinic,622 Olsen Ports Suite 510,Richardberg,North Carolina,United States,41775,7693296568,RPH-434776,Michael Cline,Kroger Pharmacy,2009-12-30,closed,platinum
OUT-0396,Christensen Group Distributors,distributor,93509 Silva Forge Suite 421,New Daniel,Maryland,United States,57790,+1-950-422-3477x80457,RPH-796084,Sean Carter,None,2021-02-26,active,silver
OUT-0397,"Williams, Johnson and Hall Clinic",clinic,47823 Sean Street,Lake Brian,Alabama,United States,74869,001-545-416-7670x636,RPH-431609,Rachel Morton,Apollo Pharmacy,2020-05-29,suspended,silver
OUT-0398,Gonzalez-Rodriguez Clinic,clinic,00848 Martinez Viaduct,Kerriside,Massachusetts,United States,27179,836.979.6082,RPH-659502,Margaret Terry,Independent,2008-06-27,active,silver
OUT-0399,Smith-Rogers Pharmacy,pharmacy,469 Andrew Land Suite 490,Port Jacobview,Missouri,United States,81979,(319)935-0011x546,RPH-761864,Steven Baldwin,LloydsPharmacy,2010-05-15,active,silver
