inventory_id,outlet_id,product_id,product_name,batch_number,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,unit_price,expiry_date,last_restock_date,status,storage_condition,created_at
INV-002162,OUT-0116,PRD-0020,Sertraline 50mg,BN-202478-5787,1054,94,31,225,304.58,2027-10-21,2023-08-16,in_stock,Frozen -20C,2024-06-01 14:40:49
INV-002163,OUT-0112,PRD-0047,Dexamethasone 4mg,BN-202459-4000,1825,80,44,238,393.49,2025-01-22,2024-04-24,in_stock,Controlled Room Temp,2025-08-12 01:02:03
INV-002164,OUT-0020,PRD-0043,Bevacizumab 400mg,BN-202431-4082,432,13,41,122,352.99,2026-01-08,2023-09-18,in_stock,Refrigerated 2-8C,2023-02-17 18:20:39
INV-002165,OUT-0290,PRD-0040,Rituximab 500mg,BN-202338-5210,912,22,108,468,223.28,2024-03-18,2025-05-26,in_stock,Room Temperature,2025-06-17 09:00:13
INV-002166,OUT-0055,PRD-0009,Simvastatin 40mg,BN-202394-6513,1362,83,92,500,447.48,2027-08-05,2025-09-11,in_stock,Refrigerated 2-8C,2025-03-27 11:07:02
INV-002167,OUT-0164,PRD-0050,Valsartan 80mg,BN-202393-6701,1958,61,36,500,400.66,2027-09-01,2023-01-09,in_stock,Frozen -20C,2025-09-09 18:53:42
INV-002168,OUT-0261,PRD-0012,Azithromycin 500mg,BN-202400-3329,1111,8,25,210,86.7,2026-01-09,2025-02-10,expired,Refrigerated 2-8C,2025-03-12 09:31:07
INV-002169,OUT-0397,PRD-0024,Diclofenac 50mg,BN-202470-5341,147,5,49,82,381.35,2026-06-11,2025-11-25,in_stock,Controlled Room Temp,2024-09-29 03:50:52
INV-002170,OUT-0425,PRD-0029,Doxycycline 100mg,BN-202378-4751,160,34,84,486,91.45,2027-08-01,2024-10-03,in_stock,Room Temperature,2023-04-09 00:46:42
INV-002171,OUT-0065,PRD-0042,Trastuzumab 150mg,BN-202448-7179,1790,74,98,363,229.97,2027-04-02,2023-04-13,in_stock,Refrigerated 2-8C,2024-01-10 02:35:15
INV-002172,OUT-0248,PRD-0012,Azithromycin 500mg,BN-202362-2502,1305,85,173,78,14.82,2027-05-14,2025-02-21,in_stock,Frozen -20C,2025-08-15 01:02:32
INV-002173,OUT-0203,PRD-0017,Pantoprazole 40mg,BN-202435-9413,1757,97,25,161,386.44,2024-06-14,2023-12-09,in_stock,Frozen -20C,2024-01-24 08:56:25
INV-002174,OUT-0416,PRD-0033,Warfarin 5mg,BN-202362-3563,1139,3,149,213,354.04,2026-02-04,2023-08-01,in_stock,Frozen -20C,2025-02-24 02:53:13
INV-002175,OUT-0094,PRD-0022,Duloxetine 30mg,BN-202410-8675,1463,73,155,107,120.12,2027-03-08,2025-08-21,in_stock,Controlled Room Temp,2024-10-12 00:27:52
INV-002176,OUT-0227,PRD-0020,Sertraline 50mg,BN-202326-2962,1181,56,135,232,63.93,2025-06-03,2023-09-16,in_stock,Refrigerated 2-8C,2023-09-06 12:38:33
INV-002177,OUT-0458,PRD-0001,Amoxicillin 500mg,BN-202418-6577,621,52,32,482,400.28,2025-05-07,2025-08-21,expired,Room Temperature,2025-04-02 10:58:04
INV-002178,OUT-0126,PRD-0039,Adalimumab 40mg,BN-202327-3705,580,71,122,239,13.74,2025-10-21,2024-08-29,in_stock,Refrigerated 2-8C,2024-02-16 14:10:25
INV-002179,OUT-0473,PRD-0014,Gabapentin 300mg,BN-202463-9905,1092,91,47,487,426.79,2024-10-03,2023-10-08,in_stock,Controlled Room Temp,2023-11-22 07:29:52
INV-002180,OUT-0220,PRD-0011,Ciprofloxacin 250mg,BN-202405-7009,1977,35,175,348,420.19,2027-01-05,2024-02-23,in_stock,Controlled Room Temp,2024-01-29 15:15:56
INV-002181,OUT-0112,PRD-0019,Escitalopram 10mg,BN-202378-6512,1346,38,148,468,10.4,2024-10-19,2023-06-09,in_stock,Refrigerated 2-8C,2023-07-19 21:02:53
INV-002182,OUT-0256,PRD-0004,Atorvastatin 20mg,BN-202400-3782,1163,24,78,144,32.04,2024-04-16,2023-03-27,expired,Frozen -20C,2025-04-13 16:53:27
INV-002183,OUT-0495,PRD-0003,Metformin 850mg,BN-202393-9062,1012,84,90,498,489.16,2026-03-05,2025-08-13,expired,Frozen -20C,2024-11-07 15:57:27
INV-002184,OUT-0172,PRD-0047,Dexamethasone 4mg,BN-202336-1592,1931,0,24,195,199.75,2027-02-16,2024-12-22,in_stock,Frozen -20C,2024-11-02 19:42:42
INV-002185,OUT-0402,PRD-0025,Paracetamol 500mg,BN-202506-5536,1044,21,92,391,174.15,2026-04-09,2023-05-12,in_stock,Refrigerated 2-8C,2023-06-27 06:41:25
INV-002186,OUT-0470,PRD-0016,Clopidogrel 75mg,BN-202470-5401,235,13,139,414,409.01,2027-09-06,2025-04-24,in_stock,Refrigerated 2-8C,2023-11-30 01:11:26
INV-002187,OUT-0216,PRD-0045,Infliximab 100mg,BN-202488-2996,1691,10,122,224,154.95,2024-01-27,2023-07-24,in_stock,Refrigerated 2-8C,2023-07-08 04:23:31
INV-002188,OUT-0042,PRD-0036,Allopurinol 300mg,BN-202378-9587,440,46,187,204,385.86,2026-04-15,2023-01-21,in_stock,Room Temperature,2023-09-11 11:45:49
INV-002189,OUT-0287,PRD-0035,Spironolactone 25mg,BN-202413-9390,1553,61,74,283,168.85,2027-06-01,2023-05-18,in_stock,Refrigerated 2-8C,2025-05-09 17:10:09
INV-002190,OUT-0108,PRD-0008,Losartan 50mg,BN-202475-8658,141,57,66,97,434.44,2026-02-15,2024-02-08,in_stock,Room Temperature,2023-04-11 09:16:36
INV-002191,OUT-0079,PRD-0042,Trastuzumab 150mg,BN-202399-8428,60,41,99,293,371.1,2026-08-09,2025-07-19,low_stock,Room Temperature,2025-11-22 19:16:06
INV-002192,OUT-0321,PRD-0012,Azithromycin 500mg,BN-202488-7830,864,91,65,443,88.58,2026-11-30,2023-12-04,in_stock,Controlled Room Temp,2023-10-02 16:05:12
INV-002193,OUT-0358,PRD-0030,Clarithromycin 500mg,BN-202372-2978,844,19,130,407,107.98,2027-10-22,2025-06-12,in_stock,Frozen -20C,2025-05-21 16:38:42
INV-002194,OUT-0305,PRD-0016,Clopidogrel 75mg,BN-202432-8583,1973,53,51,62,459.76,2026-12-07,2023-03-28,in_stock,Refrigerated 2-8C,2024-11-21 19:53:45
INV-002195,OUT-0141,PRD-0021,Fluoxetine 20mg,BN-202404-8950,734,23,158,483,483.03,2026-12-13,2024-09-24,in_stock,Frozen -20C,2024-12-19 13:31:24
INV-002196,OUT-0169,PRD-0003,Metformin 850mg,BN-202425-1522,1476,100,153,303,128.79,2027-08-05,2025-05-11,in_stock,Room Temperature,2025-01-09 10:51:15
INV-002197,OUT-0186,PRD-0031,Metoprolol 50mg,BN-202347-5575,326,11,158,312,312.01,2025-06-29,2024-08-17,in_stock,Controlled Room Temp,2025-02-17 13:56:10
INV-002198,OUT-0277,PRD-0045,Infliximab 100mg,BN-202327-8183,590,36,34,159,328.11,2027-12-17,2024-01-25,in_stock,Refrigerated 2-8C,2024-01-16 01:16:44
INV-002199,OUT-0150,PRD-0041,Pembrolizumab 100mg,BN-202394-4376,1179,18,88,183,462.5,2027-09-20,2025-04-13,in_stock,Frozen -20C,2023-04-25 17:06:54
INV-002200,OUT-0086,PRD-0040,Rituximab 500mg,BN-202440-9579,1804,16,107,232,427.3,2024-02-03,2025-06-18,in_stock,Room Temperature,2023-06-04 19:09:53
INV-002201,OUT-0421,PRD-0045,Infliximab 100mg,BN-202490-2189,92,92,121,497,341.56,2027-09-16,2025-12-02,low_stock,Frozen -20C,2023-03-23 11:13:10
INV-002202,OUT-0446,PRD-0041,Pembrolizumab 100mg,BN-202353-5853,1857,0,67,408,73.87,2025-09-11,2025-10-18,in_stock,Controlled Room Temp,2023-07-24 02:43:19
INV-002203,OUT-0187,PRD-0005,Omeprazole 40mg,BN-202478-6632,996,19,165,224,93.6,2027-08-16,2023-09-21,in_stock,Room Temperature,2025-02-27 13:39:39
INV-002204,OUT-0099,PRD-0009,Simvastatin 40mg,BN-202490-7271,1047,71,53,407,333.15,2024-01-29,2023-08-19,expired,Frozen -20C,2025-07-11 16:12:07
INV-002205,OUT-0117,PRD-0023,Tramadol 50mg,BN-202403-6986,182,7,190,158,240.1,2025-01-11,2025-07-05,in_stock,Room Temperature,2024-11-24 04:45:37
INV-002206,OUT-0090,PRD-0046,Etanercept 50mg,BN-202350-9775,1401,45,121,265,441.16,2026-03-04,2024-01-13,in_stock,Refrigerated 2-8C,2025-09-26 23:30:06
INV-002207,OUT-0018,PRD-0023,Tramadol 50mg,BN-202436-9653,62,6,41,242,359.73,2025-03-11,2023-09-09,expired,Room Temperature,2025-07-22 13:04:49
INV-002208,OUT-0128,PRD-0031,Metoprolol 50mg,BN-202462-9425,152,31,145,318,345.7,2026-08-09,2025-05-23,in_stock,Refrigerated 2-8C,2024-12-04 13:20:18
INV-002209,OUT-0098,PRD-0018,Montelukast 10mg,BN-202486-4179,471,99,68,395,451.61,2026-09-03,2024-12-24,in_stock,Room Temperature,2023-01-03 04:47:50
INV-002210,OUT-0231,PRD-0022,Duloxetine 30mg,BN-202420-3616,379,15,21,273,383.07,2025-01-30,2024-01-16,in_stock,Room Temperature,2023-01-17 19:12:15
INV-002211,OUT-0431,PRD-0010,Levothyroxine 100mcg,BN-202476-9579,1045,50,101,464,372.99,2026-01-21,2024-03-15,expired,Refrigerated 2-8C,2023-06-01 00:37:15
INV-002212,OUT-0002,PRD-0046,Etanercept 50mg,BN-202485-4355,1450,53,74,174,434.25,2026-05-23,2025-02-14,in_stock,Refrigerated 2-8C,2023-12-15 04:33:18
INV-002213,OUT-0286,PRD-0007,Amlodipine 5mg,BN-202429-7329,425,80,57,388,113.47,2026-12-25,2023-08-03,in_stock,Frozen -20C,2025-04-18 08:52:13
INV-002214,OUT-0228,PRD-0005,Omeprazole 40mg,BN-202448-3701,666,93,50,235,498.44,2025-05-01,2025-01-08,in_stock,Frozen -20C,2024-04-19 07:32:33
INV-002215,OUT-0331,PRD-0038,Insulin Lispro 100U,BN-202454-5036,154,74,96,54,462.83,2026-06-30,2023-08-31,in_stock,Room Temperature,2024-08-11 12:35:12
INV-002216,OUT-0209,PRD-0004,Atorvastatin 20mg,BN-202462-5551,207,82,12,338,467.36,2027-01-27,2024-05-20,in_stock,Controlled Room Temp,2024-08-20 18:08:09
INV-002217,OUT-0326,PRD-0038,Insulin Lispro 100U,BN-202403-2258,1285,78,59,279,298.84,2025-10-21,2025-10-28,expired,Room Temperature,2025-02-15 22:46:10
INV-002218,OUT-0034,PRD-0014,Gabapentin 300mg,BN-202470-7853,1715,0,179,314,152.59,2025-11-12,2023-03-03,expired,Refrigerated 2-8C,2024-02-01 21:28:06
INV-002219,OUT-0272,PRD-0023,Tramadol 50mg,BN-202406-6720,1252,91,163,258,376.48,2026-04-04,2024-04-10,in_stock,Controlled Room Temp,2025-05-31 01:24:07
INV-002220,OUT-0469,PRD-0037,Insulin Glargine 100U,BN-202306-6975,698,76,145,285,452.95,2024-10-25,2024-12-25,in_stock,Room Temperature,2023-08-16 19:59:32
INV-002221,OUT-0157,PRD-0004,Atorvastatin 20mg,BN-202486-7771,1227,98,47,445,279.11,2024-12-28,2023-07-17,expired,Frozen -20C,2023-09-19 14:44:41
INV-002222,OUT-0480,PRD-0002,Ibuprofen 200mg,BN-202509-6260,802,56,178,50,409.13,2026-07-26,2023-05-05,in_stock,Room Temperature,2025-09-30 18:25:23
INV-002223,OUT-0210,PRD-0048,Methylprednisolone 16mg,BN-202505-6255,1529,89,38,479,359.22,2027-09-09,2023-03-04,in_stock,Frozen -20C,2024-03-11 11:57:17
INV-002224,OUT-0475,PRD-0023,Tramadol 50mg,BN-202478-9293,795,10,71,271,99.28,2027-07-11,2025-11-16,in_stock,Frozen -20C,2025-09-20 10:04:16
INV-002225,OUT-0040,PRD-0014,Gabapentin 300mg,BN-202452-9253,326,67,98,179,449.64,2025-08-17,2025-08-01,in_stock,Room Temperature,2023-08-20 13:27:08
INV-002226,OUT-0175,PRD-0045,Infliximab 100mg,BN-202444-6022,28,11,136,253,82.26,2025-11-07,2023-07-11,in_stock,Frozen -20C,2024-03-28 02:49:23
INV-002227,OUT-0193,PRD-0043,Bevacizumab 400mg,BN-202455-3136,1071,62,38,64,354.23,2026-08-23,2025-09-17,in_stock,Frozen -20C,2024-09-10 01:18:12
INV-002228,OUT-0252,PRD-0028,Ranitidine 150mg,BN-202484-2080,1912,21,175,301,208.89,2026-07-04,2024-08-06,in_stock,Controlled Room Temp,2025-11-07 06:03:00
INV-002229,OUT-0372,PRD-0046,Etanercept 50mg,BN-202422-8696,251,56,167,369,492.05,2024-06-25,2024-10-06,in_stock,Room Temperature,2024-11-18 09:49:59
INV-002230,OUT-0497,PRD-0035,Spironolactone 25mg,BN-202392-8955,172,22,87,379,102.21,2024-05-14,2025-06-29,expired,Frozen -20C,2023-08-23 14:42:19
INV-002231,OUT-0473,PRD-0022,Duloxetine 30mg,BN-202315-8949,1699,18,144,182,245.32,2025-12-08,2025-05-09,in_stock,Frozen -20C,2025-07-01 01:13:24
INV-002232,OUT-0022,PRD-0013,Prednisone 10mg,BN-202492-8570,1058,56,65,444,107.62,2026-03-09,2023-06-21,expired,Room Temperature,2024-03-07 09:49:33
INV-002233,OUT-0380,PRD-0037,Insulin Glargine 100U,BN-202466-1740,780,77,10,159,497.04,2025-08-26,2025-06-05,in_stock,Controlled Room Temp,2023-03-31 23:42:36
INV-002234,OUT-0297,PRD-0004,Atorvastatin 20mg,BN-202337-8371,1385,27,41,160,188.07,2025-03-26,2025-10-10,in_stock,Frozen -20C,2024-10-10 07:33:30
INV-002235,OUT-0480,PRD-0015,Hydrochlorothiazide 25mg,BN-202402-2043,1599,35,59,104,299.71,2024-12-08,2024-01-19,expired,Frozen -20C,2024-12-31 18:22:23
INV-002236,OUT-0067,PRD-0008,Losartan 50mg,BN-202450-4528,787,95,21,366,187.45,2027-04-26,2023-11-12,in_stock,Refrigerated 2-8C,2023-10-14 18:23:33
INV-002237,OUT-0350,PRD-0022,Duloxetine 30mg,BN-202503-5041,252,53,122,235,371.7,2024-10-24,2024-02-19,expired,Controlled Room Temp,2023-03-20 09:16:51
INV-002238,OUT-0021,PRD-0039,Adalimumab 40mg,BN-202411-9417,60,39,97,497,90.02,2027-12-13,2024-08-15,low_stock,Controlled Room Temp,2024-10-24 04:00:54
INV-002239,OUT-0398,PRD-0047,Dexamethasone 4mg,BN-202325-6396,1963,11,37,414,71.37,2026-07-20,2023-06-06,in_stock,Room Temperature,2023-01-17 07:07:56
INV-002240,OUT-0076,PRD-0043,Bevacizumab 400mg,BN-202483-1988,1929,7,16,463,71.71,2026-03-10,2025-08-22,in_stock,Frozen -20C,2025-12-26 11:24:35
INV-002241,OUT-0205,PRD-0015,Hydrochlorothiazide 25mg,BN-202398-5359,452,48,40,62,315.77,2027-09-21,2024-06-30,in_stock,Controlled Room Temp,2023-06-05 12:12:09
INV-002242,OUT-0185,PRD-0047,Dexamethasone 4mg,BN-202498-5654,1042,69,76,168,365.95,2026-06-24,2024-07-01,in_stock,Refrigerated 2-8C,2024-10-27 23:47:36
INV-002243,OUT-0343,PRD-0038,Insulin Lispro 100U,BN-202506-6211,34,23,54,184,361.72,2024-12-21,2023-05-30,in_stock,Refrigerated 2-8C,2024-08-12 00:09:17
INV-002244,OUT-0213,PRD-0003,Metformin 850mg,BN-202476-6452,492,84,22,353,121.32,2025-12-14,2025-08-04,expired,Room Temperature,2025-02-19 01:03:45
INV-002245,OUT-0423,PRD-0019,Escitalopram 10mg,BN-202341-5587,389,99,176,432,313.77,2025-03-31,2023-08-27,in_stock,Room Temperature,2024-08-03 12:50:06
INV-002246,OUT-0274,PRD-0015,Hydrochlorothiazide 25mg,BN-202382-5040,1856,19,184,440,220.89,2025-01-17,2024-07-25,expired,Frozen -20C,2024-08-02 16:15:46
INV-002247,OUT-0332,PRD-0021,Fluoxetine 20mg,BN-202499-7058,1154,67,29,298,222.1,2026-04-28,2023-12-09,in_stock,Frozen -20C,2023-03-18 13:58:32
INV-002248,OUT-0107,PRD-0004,Atorvastatin 20mg,BN-202509-9929,1286,76,192,226,151.22,2024-05-06,2025-09-11,expired,Frozen -20C,2025-03-08 11:46:39
INV-002249,OUT-0201,PRD-0048,Methylprednisolone 16mg,BN-202394-5534,1112,43,67,385,211.28,2027-06-26,2025-06-08,in_stock,Frozen -20C,2024-05-30 18:38:50
INV-002250,OUT-0068,PRD-0032,Propranolol 40mg,BN-202503-5214,985,95,115,481,297.53,2025-05-05,2023-12-15,in_stock,Controlled Room Temp,2024-10-16 07:06:46
INV-002251,OUT-0155,PRD-0032,Propranolol 40mg,BN-202320-1532,1273,97,156,168,400.47,2025-11-12,2025-03-29,expired,Frozen -20C,2024-12-24 22:20:00
INV-002252,OUT-0362,PRD-0044,Nivolumab 240mg,BN-202345-6179,1645,56,39,451,81.9,2027-04-14,2024-03-30,in_stock,Frozen -20C,2024-10-29 03:59:52
INV-002253,OUT-0439,PRD-0005,Omeprazole 40mg,BN-202485-9316,626,8,86,186,237.49,2026-02-12,2024-11-23,expired,Refrigerated 2-8C,2024-05-25 11:59:05
INV-002254,OUT-0316,PRD-0039,Adalimumab 40mg,BN-202374-5022,1563,18,89,491,96.74,2027-08-09,2025-04-10,in_stock,Room Temperature,2025-03-25 08:22:51
INV-002255,OUT-0169,PRD-0023,Tramadol 50mg,BN-202509-9099,910,91,46,188,251.84,2027-07-04,2023-08-29,in_stock,Refrigerated 2-8C,2025-02-18 16:32:09
INV-002256,OUT-0194,PRD-0012,Azithromycin 500mg,BN-202474-9679,148,90,145,126,71.68,2026-09-28,2023-12-05,in_stock,Room Temperature,2023-08-14 13:20:08
INV-002257,OUT-0060,PRD-0046,Etanercept 50mg,BN-202464-6573,1898,88,80,327,96.32,2024-08-15,2025-04-05,expired,Room Temperature,2024-06-02 20:57:44
INV-002258,OUT-0403,PRD-0015,Hydrochlorothiazide 25mg,BN-202380-7884,1194,51,58,85,331.95,2027-06-15,2024-01-20,in_stock,Room Temperature,2025-08-10 12:33:32
INV-002259,OUT-0444,PRD-0018,Montelukast 10mg,BN-202430-6511,967,9,93,155,463.87,2026-01-16,2023-04-17,in_stock,Refrigerated 2-8C,2025-06-18 02:12:30
INV-002260,OUT-0360,PRD-0045,Infliximab 100mg,BN-202501-2965,1051,9,88,340,407.01,2024-01-29,2025-01-01,in_stock,Frozen -20C,2023-06-09 04:35:15
INV-002261,OUT-0345,PRD-0025,Paracetamol 500mg,BN-202380-3441,1129,14,24,121,12.86,2024-02-11,2023-07-15,in_stock,Controlled Room Temp,2025-12-23 19:46:41
INV-002262,OUT-0023,PRD-0003,Metformin 850mg,BN-202318-7183,751,41,99,265,325.56,2024-02-15,2023-09-18,in_stock,Frozen -20C,2023-03-21 10:12:42
INV-002263,OUT-0053,PRD-0024,Diclofenac 50mg,BN-202384-6505,1545,39,191,374,279.93,2026-03-11,2025-03-29,in_stock,Refrigerated 2-8C,2025-06-05 19:42:26
INV-002264,OUT-0482,PRD-0038,Insulin Lispro 100U,BN-202391-7537,1390,75,60,437,276.16,2024-10-03,2023-01-18,in_stock,Controlled Room Temp,2023-02-12 03:03:09
INV-002265,OUT-0477,PRD-0018,Montelukast 10mg,BN-202375-5953,839,89,161,169,159.62,2027-12-07,2025-11-21,in_stock,Frozen -20C,2023-11-16 03:56:40
INV-002266,OUT-0200,PRD-0044,Nivolumab 240mg,BN-202407-2729,1286,49,91,336,287.25,2027-06-27,2024-08-18,in_stock,Frozen -20C,2025-01-26 02:45:03
INV-002267,OUT-0268,PRD-0002,Ibuprofen 200mg,BN-202336-4499,1060,1,44,213,16.17,2026-04-06,2024-11-10,in_stock,Refrigerated 2-8C,2024-09-03 19:23:43
INV-002268,OUT-0182,PRD-0047,Dexamethasone 4mg,BN-202482-9228,1507,53,21,212,215.55,2027-05-13,2023-08-12,in_stock,Frozen -20C,2024-08-16 07:08:06
INV-002269,OUT-0006,PRD-0031,Metoprolol 50mg,BN-202430-3044,1810,41,197,132,353.26,2027-06-17,2025-11-02,in_stock,Room Temperature,2023-04-17 07:44:39
INV-002270,OUT-0066,PRD-0021,Fluoxetine 20mg,BN-202376-8217,1985,39,13,223,29.16,2026-02-15,2024-03-20,expired,Controlled Room Temp,2023-07-21 17:17:46
INV-002271,OUT-0093,PRD-0041,Pembrolizumab 100mg,BN-202452-1436,1672,26,107,160,405.53,2025-05-12,2023-07-25,expired,Frozen -20C,2025-04-08 05:47:08
INV-002272,OUT-0192,PRD-0044,Nivolumab 240mg,BN-202444-5468,725,79,127,277,444.02,2027-07-22,2024-02-26,in_stock,Controlled Room Temp,2024-02-21 21:22:45
INV-002273,OUT-0169,PRD-0001,Amoxicillin 500mg,BN-202498-3998,1454,79,72,212,273.78,2027-08-09,2025-07-15,in_stock,Frozen -20C,2025-01-14 16:16:25
INV-002274,OUT-0013,PRD-0018,Montelukast 10mg,BN-202504-7026,1940,26,198,146,460.37,2025-06-04,2023-07-02,in_stock,Refrigerated 2-8C,2025-05-09 21:10:56
INV-002275,OUT-0294,PRD-0024,Diclofenac 50mg,BN-202382-9868,1323,52,172,306,288.28,2026-12-04,2024-08-05,in_stock,Controlled Room Temp,2025-01-26 13:27:33
INV-002276,OUT-0295,PRD-0011,Ciprofloxacin 250mg,BN-202493-7304,1895,89,63,422,243.13,2024-02-27,2024-10-01,expired,Frozen -20C,2025-08-19 22:42:48
INV-002277,OUT-0156,PRD-0008,Losartan 50mg,BN-202305-7313,121,45,49,446,17.38,2026-01-10,2023-12-05,in_stock,Refrigerated 2-8C,2023-11-08 08:10:50
INV-002278,OUT-0476,PRD-0032,Propranolol 40mg,BN-202352-2497,707,31,27,295,382.13,2025-03-16,2024-04-20,in_stock,Controlled Room Temp,2023-10-18 12:43:01
INV-002279,OUT-0238,PRD-0026,Aspirin 100mg,BN-202430-7693,1073,70,74,91,74.62,2024-01-09,2024-08-27,expired,Controlled Room Temp,2025-05-25 16:26:31
INV-002280,OUT-0126,PRD-0002,Ibuprofen 200mg,BN-202317-9090,1657,43,110,120,433.46,2025-09-30,2025-11-08,expired,Controlled Room Temp,2023-09-06 08:51:51
INV-002281,OUT-0123,PRD-0031,Metoprolol 50mg,BN-202355-8817,990,72,127,123,74.96,2026-12-06,2023-07-15,in_stock,Controlled Room Temp,2023-05-07 11:42:35
INV-002282,OUT-0444,PRD-0050,Valsartan 80mg,BN-202395-6727,336,21,146,87,262.05,2025-07-22,2025-07-11,in_stock,Refrigerated 2-8C,2025-12-29 01:23:41
INV-002283,OUT-0031,PRD-0030,Clarithromycin 500mg,BN-202427-3074,363,26,34,98,499.85,2026-09-21,2025-08-15,in_stock,Controlled Room Temp,2025-08-21 22:02:43
INV-002284,OUT-0221,PRD-0019,Escitalopram 10mg,BN-202449-1015,1860,77,159,371,120.04,2027-05-20,2023-01-20,in_stock,Refrigerated 2-8C,2023-10-05 17:53:58
INV-002285,OUT-0025,PRD-0045,Infliximab 100mg,BN-202490-8995,1465,76,192,185,289.04,2026-08-06,2023-03-03,in_stock,Room Temperature,2023-02-02 18:26:32
INV-002286,OUT-0292,PRD-0032,Propranolol 40mg,BN-202486-4901,566,39,164,200,123.82,2024-11-08,2024-01-15,expired,Frozen -20C,2023-10-29 10:04:45
INV-002287,OUT-0168,PRD-0011,Ciprofloxacin 250mg,BN-202485-9411,491,13,84,111,238.39,2026-11-04,2025-05-08,in_stock,Room Temperature,2023-11-26 19:51:11
INV-002288,OUT-0172,PRD-0049,Rosuvastatin 10mg,BN-202415-2803,1515,69,49,243,57.63,2026-03-15,2025-06-26,expired,Frozen -20C,2023-10-30 05:45:27
INV-002289,OUT-0448,PRD-0019,Escitalopram 10mg,BN-202436-7006,355,11,180,447,211.9,2027-08-27,2023-05-15,in_stock,Refrigerated 2-8C,2024-08-23 13:44:50
INV-002290,OUT-0299,PRD-0039,Adalimumab 40mg,BN-202496-8795,1190,30,153,143,428.2,2026-10-07,2024-12-10,in_stock,Frozen -20C,2025-06-08 07:47:38
INV-002291,OUT-0435,PRD-0026,Aspirin 100mg,BN-202459-6584,1424,92,66,148,145.36,2024-10-30,2024-08-13,in_stock,Frozen -20C,2025-05-05 13:12:26
INV-002292,OUT-0378,PRD-0008,Losartan 50mg,BN-202373-9638,785,15,75,304,120.41,2026-05-23,2024-07-25,in_stock,Controlled Room Temp,2023-07-19 02:02:11
INV-002293,OUT-0246,PRD-0022,Duloxetine 30mg,BN-202475-6952,336,88,18,360,96.24,2026-05-14,2025-06-26,in_stock,Room Temperature,2023-03-19 05:07:44
INV-002294,OUT-0420,PRD-0010,Levothyroxine 100mcg,BN-202457-2049,1418,17,171,100,395.45,2027-04-05,2023-10-28,in_stock,Frozen -20C,2025-08-27 05:48:47
INV-002295,OUT-0151,PRD-0024,Diclofenac 50mg,BN-202428-9107,1934,20,14,444,312.0,2026-09-04,2023-04-20,in_stock,Room Temperature,2025-06-21 05:37:03
INV-002296,OUT-0246,PRD-0024,Diclofenac 50mg,BN-202310-3635,1238,25,118,400,305.41,2025-07-07,2024-11-14,in_stock,Controlled Room Temp,2024-04-20 09:27:10
INV-002297,OUT-0206,PRD-0026,Aspirin 100mg,BN-202347-5719,277,34,37,323,118.76,2027-03-09,2025-06-29,in_stock,Room Temperature,2024-04-07 16:03:26
INV-002298,OUT-0142,PRD-0044,Nivolumab 240mg,BN-202380-6034,1953,68,21,370,28.11,2027-01-29,2023-11-24,in_stock,Refrigerated 2-8C,2025-07-23 03:23:00
INV-002299,OUT-0102,PRD-0025,Paracetamol 500mg,BN-202501-1844,1232,1,189,222,378.71,2025-03-01,2025-10-11,expired,Frozen -20C,2025-02-28 01:04:49
INV-002300,OUT-0207,PRD-0032,Propranolol 40mg,BN-202321-5902,960,74,125,395,296.11,2027-12-12,2023-04-12,in_stock,Frozen -20C,2024-05-11 06:47:25
INV-002301,OUT-0161,PRD-0005,Omeprazole 40mg,BN-202472-6229,849,45,59,489,119.61,2024-04-10,2025-06-07,expired,Controlled Room Temp,2024-08-18 13:37:06
INV-002302,OUT-0017,PRD-0049,Rosuvastatin 10mg,BN-202472-1830,1151,34,25,119,127.97,2024-03-31,2025-12-20,in_stock,Room Temperature,2025-10-18 05:10:16
INV-002303,OUT-0422,PRD-0010,Levothyroxine 100mcg,BN-202422-9623,111,51,15,230,160.85,2027-07-30,2023-11-14,in_stock,Controlled Room Temp,2024-04-07 20:43:57
INV-002304,OUT-0188,PRD-0021,Fluoxetine 20mg,BN-202391-2341,400,98,112,261,205.21,2027-09-08,2024-06-05,in_stock,Frozen -20C,2023-08-16 15:40:02
INV-002305,OUT-0230,PRD-0022,Duloxetine 30mg,BN-202415-7820,199,20,99,251,429.32,2025-06-29,2025-03-02,in_stock,Controlled Room Temp,2025-11-27 11:46:02
INV-002306,OUT-0401,PRD-0017,Pantoprazole 40mg,BN-202442-2040,37,17,95,135,313.48,2026-02-19,2024-04-02,in_stock,Frozen -20C,2025-12-06 15:57:18
INV-002307,OUT-0493,PRD-0021,Fluoxetine 20mg,BN-202489-1609,254,87,38,298,232.76,2027-05-05,2023-07-25,in_stock,Controlled Room Temp,2023-03-27 04:37:57
INV-002308,OUT-0348,PRD-0049,Rosuvastatin 10mg,BN-202478-5975,1727,43,173,480,290.42,2027-09-10,2025-04-22,in_stock,Frozen -20C,2025-09-21 19:43:14
INV-002309,OUT-0320,PRD-0045,Infliximab 100mg,BN-202318-2476,505,33,101,382,337.6,2027-07-04,2023-01-19,in_stock,Room Temperature,2023-04-01 13:46:56
