policy_id,customer_id,policy_type,policy_number,start_date,end_date,premium_amount,coverage_amount,deductible,status,agent_id,created_at
POL-201701,100106,home,INS-48830545,2025-05-15,2026-05-15,1305.96,683202.8,500,expired,AGT-0067,2025-05-02 00:00:00
POL-201702,101042,health,INS-08275986,2024-05-15,2025-05-15,569.51,81219.91,500,active,AGT-0095,2024-04-30 00:00:00
POL-201703,101392,health,INS-85819748,2023-07-01,2025-06-30,3584.62,745356.77,250,active,AGT-0057,2023-06-04 00:00:00
POL-201704,100255,health,INS-84674822,2024-09-09,2026-09-09,4338.62,466374.24,1500,active,AGT-0106,2024-08-11 00:00:00
POL-201705,100279,health,INS-32864250,2024-05-16,2026-05-16,2250.26,320030.1,250,expired,AGT-0142,2024-04-16 00:00:00
POL-201706,101816,health,INS-46471742,2025-10-12,2027-10-12,3928.61,966526.6,5000,active,AGT-0070,2025-09-20 00:00:00
POL-201707,100588,home,INS-65884066,2024-08-07,2027-08-07,3578.67,146953.95,1000,cancelled,AGT-0115,2024-07-14 00:00:00
POL-201708,100942,life,INS-12450116,2023-02-26,2024-02-26,2407.18,471073.64,2000,active,AGT-0007,2023-02-17 00:00:00
POL-201709,101787,home,INS-01241811,2023-02-16,2025-02-15,2135.19,361144.57,1000,expired,AGT-0090,2023-02-09 00:00:00
POL-201710,100611,auto,INS-60762109,2023-06-05,2025-06-04,3784.19,768865.42,2500,cancelled,AGT-0016,2023-05-16 00:00:00
POL-201711,101205,auto,INS-69262168,2023-03-08,2026-03-07,3602.25,575265.62,1000,expired,AGT-0105,2023-02-24 00:00:00
POL-201712,100816,life,INS-47202063,2025-11-02,2026-11-02,1248.73,297599.69,1000,active,AGT-0135,2025-10-07 00:00:00
POL-201713,100684,health,INS-14109244,2025-01-18,2026-01-18,1742.68,188490.45,500,cancelled,AGT-0034,2025-01-04 00:00:00
POL-201714,100881,auto,INS-32954056,2023-01-28,2024-01-28,1338.13,38614.12,2000,expired,AGT-0018,2023-01-26 00:00:00
POL-201715,101507,home,INS-86429617,2024-09-22,2027-09-22,4948.52,669018.1,5000,active,AGT-0021,2024-09-02 00:00:00
POL-201716,101412,health,INS-24727318,2024-10-05,2025-10-05,479.48,110784.29,1000,expired,AGT-0192,2024-09-20 00:00:00
POL-201717,101613,life,INS-89706044,2025-04-02,2027-04-02,428.68,732864.57,1500,active,AGT-0024,2025-03-16 00:00:00
POL-201718,101317,health,INS-62037445,2025-11-12,2027-11-12,3361.2,287857.5,1500,expired,AGT-0106,2025-10-30 00:00:00
POL-201719,101375,health,INS-71991673,2023-10-29,2026-10-28,3089.84,742970.34,2500,active,AGT-0104,2023-10-18 00:00:00
POL-201720,101230,life,INS-42142114,2023-02-04,2026-02-03,3227.42,77121.41,2500,active,AGT-0060,2023-01-12 00:00:00
POL-201721,100475,auto,INS-07813664,2024-01-05,2027-01-04,3536.64,501415.8,1000,cancelled,AGT-0081,2023-12-27 00:00:00
POL-201722,101717,health,INS-92907038,2024-05-10,2027-05-10,2698.4,182987.83,500,active,AGT-0015,2024-04-28 00:00:00
POL-201723,100138,home,INS-39427134,2023-06-30,2026-06-29,1973.32,41909.2,1500,active,AGT-0063,2023-06-23 00:00:00
POL-201724,101131,auto,INS-24706492,2024-06-02,2026-06-02,3679.5,505339.29,500,active,AGT-0077,2024-05-05 00:00:00
POL-201725,100620,home,INS-22571640,2023-01-06,2024-01-06,1670.21,269831.07,250,active,AGT-0192,2022-12-09 00:00:00
POL-201726,101377,home,INS-04895241,2024-04-07,2027-04-07,2430.21,233403.72,1000,pending,AGT-0138,2024-03-08 00:00:00
POL-201727,101532,health,INS-43456466,2025-04-27,2027-04-27,4632.07,865882.27,1500,active,AGT-0053,2025-04-24 00:00:00
POL-201728,101986,home,INS-39718012,2025-01-20,2026-01-20,2552.14,196019.51,500,active,AGT-0096,2025-01-13 00:00:00
POL-201729,100548,health,INS-06335759,2024-10-13,2027-10-13,4082.84,355769.17,2000,pending,AGT-0199,2024-09-25 00:00:00
POL-201730,100747,home,INS-97949756,2023-09-01,2025-08-31,2774.37,334589.67,2000,cancelled,AGT-0015,2023-08-06 00:00:00
POL-201731,101183,life,INS-75646676,2023-06-05,2024-06-04,4857.07,558460.56,1500,active,AGT-0133,2023-05-09 00:00:00
POL-201732,101817,auto,INS-67491348,2025-02-10,2027-02-10,1758.55,624625.32,500,expired,AGT-0025,2025-01-22 00:00:00
POL-201733,100452,life,INS-16940324,2025-12-26,2028-12-25,503.91,892613.32,5000,active,AGT-0015,2025-12-19 00:00:00
POL-201734,101968,auto,INS-22164532,2024-06-12,2026-06-12,985.94,135863.92,2000,pending,AGT-0045,2024-06-02 00:00:00
POL-201735,101874,home,INS-44214610,2023-07-30,2026-07-29,3060.92,376275.68,1500,expired,AGT-0062,2023-07-05 00:00:00
POL-201736,101735,auto,INS-04983590,2023-07-28,2024-07-27,363.41,321250.85,1500,pending,AGT-0076,2023-07-25 00:00:00
POL-201737,100179,life,INS-05819836,2025-04-02,2026-04-02,1023.38,93008.98,2500,active,AGT-0051,2025-03-05 00:00:00
POL-201738,100111,auto,INS-51469059,2024-10-18,2025-10-18,243.01,68297.2,1000,active,AGT-0116,2024-10-03 00:00:00
POL-201739,101092,auto,INS-18376539,2023-07-24,2024-07-23,3102.36,889119.38,1500,active,AGT-0141,2023-07-14 00:00:00
POL-201740,101360,life,INS-79005783,2024-10-16,2026-10-16,2063.55,841016.1,1500,active,AGT-0079,2024-10-05 00:00:00
POL-201741,101816,life,INS-41080750,2023-09-03,2026-09-02,3722.81,191924.44,2000,active,AGT-0105,2023-08-14 00:00:00
POL-201742,101757,life,INS-95035451,2024-11-29,2025-11-29,322.63,313718.17,250,pending,AGT-0188,2024-11-03 00:00:00
POL-201743,100211,auto,INS-36402942,2025-05-08,2026-05-08,4592.7,750730.92,2500,active,AGT-0158,2025-05-05 00:00:00
POL-201744,100036,auto,INS-20859503,2025-12-14,2028-12-13,705.45,667512.26,500,cancelled,AGT-0032,2025-12-01 00:00:00
POL-201745,101097,home,INS-12155959,2025-05-04,2028-05-03,4629.02,160425.51,250,expired,AGT-0128,2025-04-22 00:00:00
POL-201746,101901,health,INS-95924197,2023-12-16,2026-12-15,3921.71,837301.54,2000,cancelled,AGT-0038,2023-12-15 00:00:00
POL-201747,101084,home,INS-16655360,2024-07-08,2026-07-08,2886.03,933074.72,250,expired,AGT-0003,2024-06-26 00:00:00
POL-201748,101165,home,INS-18117032,2023-10-12,2026-10-11,4008.28,637018.88,2500,active,AGT-0034,2023-09-17 00:00:00
POL-201749,100272,health,INS-80325383,2023-04-11,2026-04-10,1046.12,154309.58,250,pending,AGT-0170,2023-03-27 00:00:00
POL-201750,101870,life,INS-61449179,2024-11-26,2027-11-26,2492.06,137529.7,5000,active,AGT-0119,2024-11-22 00:00:00
POL-201751,100297,life,INS-21651481,2023-06-30,2025-06-29,1706.65,901957.9,5000,active,AGT-0174,2023-06-13 00:00:00
POL-201752,101812,auto,INS-11468726,2023-10-29,2026-10-28,4741.24,405439.32,5000,active,AGT-0074,2023-10-11 00:00:00
POL-201753,100059,home,INS-11737021,2024-01-08,2026-01-07,113.33,785343.9,5000,active,AGT-0123,2023-12-30 00:00:00
POL-201754,100924,health,INS-53845035,2024-11-29,2025-11-29,3604.18,33060.84,5000,active,AGT-0129,2024-11-05 00:00:00
POL-201755,101197,life,INS-59967313,2025-06-11,2027-06-11,4816.54,266989.43,250,active,AGT-0100,2025-05-31 00:00:00
POL-201756,101285,life,INS-12131243,2025-06-02,2026-06-02,1141.76,563275.36,2000,expired,AGT-0131,2025-05-18 00:00:00
POL-201757,101491,health,INS-46662913,2024-12-12,2026-12-12,3501.42,912209.37,2000,expired,AGT-0061,2024-12-09 00:00:00
POL-201758,100422,health,INS-62153944,2023-04-18,2025-04-17,3253.41,886198.59,500,cancelled,AGT-0006,2023-03-20 00:00:00
POL-201759,100181,auto,INS-06014612,2024-02-01,2027-01-31,1941.84,922883.86,1500,cancelled,AGT-0071,2024-01-10 00:00:00
POL-201760,101543,health,INS-05849844,2023-06-13,2026-06-12,3096.22,222175.86,250,active,AGT-0032,2023-05-19 00:00:00
POL-201761,101477,life,INS-75393600,2025-12-03,2028-12-02,3998.31,767643.67,2500,active,AGT-0044,2025-11-10 00:00:00
POL-201762,101167,life,INS-74813353,2024-09-22,2025-09-22,2966.15,755950.75,1000,active,AGT-0145,2024-08-29 00:00:00
POL-201763,100098,life,INS-33694175,2024-04-22,2026-04-22,2230.47,565186.31,2000,active,AGT-0024,2024-03-29 00:00:00
POL-201764,100838,health,INS-18007565,2024-03-16,2027-03-16,328.66,568755.44,2500,active,AGT-0169,2024-02-21 00:00:00
POL-201765,100807,health,INS-82554838,2023-01-17,2026-01-16,1316.45,515427.57,2000,active,AGT-0161,2022-12-31 00:00:00
POL-201766,101533,health,INS-68612358,2024-11-10,2026-11-10,3459.39,157757.22,500,active,AGT-0170,2024-10-19 00:00:00
POL-201767,101096,home,INS-79050730,2023-11-22,2026-11-21,4535.85,719735.1,250,cancelled,AGT-0029,2023-11-05 00:00:00
POL-201768,100448,home,INS-90729485,2024-05-17,2026-05-17,1087.86,442421.7,2000,expired,AGT-0110,2024-04-29 00:00:00
POL-201769,101490,life,INS-63666731,2025-05-15,2027-05-15,4537.91,642747.22,2000,active,AGT-0103,2025-05-06 00:00:00
POL-201770,100664,home,INS-39628633,2025-09-09,2027-09-09,3683.63,578786.8,5000,expired,AGT-0086,2025-09-04 00:00:00
POL-201771,100163,home,INS-89754701,2025-01-01,2028-01-01,1043.3,938252.0,1000,cancelled,AGT-0176,2024-12-06 00:00:00
POL-201772,101453,life,INS-12143593,2023-11-21,2026-11-20,3515.1,493659.26,2000,expired,AGT-0071,2023-11-18 00:00:00
POL-201773,101981,auto,INS-93942728,2024-08-19,2027-08-19,1959.57,888449.36,500,active,AGT-0083,2024-07-25 00:00:00
POL-201774,100247,auto,INS-28815659,2025-10-06,2027-10-06,1323.0,231779.55,2000,active,AGT-0082,2025-10-03 00:00:00
POL-201775,101572,life,INS-60402874,2025-06-11,2027-06-11,4439.27,615263.57,1500,expired,AGT-0110,2025-06-03 00:00:00
POL-201776,101916,auto,INS-47706481,2023-04-13,2026-04-12,4779.3,357452.79,2000,cancelled,AGT-0016,2023-03-17 00:00:00
POL-201777,100226,health,INS-33578299,2024-01-28,2025-01-27,475.01,739044.07,2000,active,AGT-0164,2024-01-23 00:00:00
POL-201778,100354,life,INS-24423506,2023-10-24,2024-10-23,2645.41,761731.3,5000,expired,AGT-0079,2023-09-29 00:00:00
POL-201779,101358,home,INS-88439393,2025-09-09,2027-09-09,2080.54,58331.68,2500,expired,AGT-0066,2025-08-26 00:00:00
POL-201780,101342,auto,INS-96062638,2023-06-19,2026-06-18,4377.51,971120.01,1000,active,AGT-0053,2023-06-12 00:00:00
POL-201781,101864,life,INS-23919294,2023-01-11,2024-01-11,4200.6,340307.45,500,active,AGT-0062,2022-12-30 00:00:00
POL-201782,101628,health,INS-78745456,2025-03-30,2028-03-29,2455.55,929258.44,1000,active,AGT-0107,2025-03-01 00:00:00
POL-201783,100033,life,INS-03186865,2024-05-16,2027-05-16,813.49,399021.43,2000,cancelled,AGT-0125,2024-04-18 00:00:00
POL-201784,100548,health,INS-92799481,2023-10-10,2025-10-09,723.36,632835.14,2500,active,AGT-0179,2023-09-12 00:00:00
POL-201785,101625,life,INS-29645482,2023-05-09,2024-05-08,3016.54,161625.44,2000,cancelled,AGT-0090,2023-04-25 00:00:00
POL-201786,100911,home,INS-77195911,2025-10-23,2027-10-23,3702.42,179005.37,250,cancelled,AGT-0092,2025-10-12 00:00:00
POL-201787,101480,home,INS-99413644,2024-05-18,2025-05-18,3384.21,459448.85,5000,active,AGT-0036,2024-05-15 00:00:00
POL-201788,101873,home,INS-77291188,2025-03-02,2026-03-02,2113.09,225368.68,2000,active,AGT-0123,2025-02-09 00:00:00
POL-201789,101049,life,INS-44014708,2024-08-13,2027-08-13,2007.35,451352.92,2000,cancelled,AGT-0006,2024-07-17 00:00:00
POL-201790,100985,life,INS-23196172,2023-06-18,2026-06-17,3917.32,566950.78,2000,pending,AGT-0156,2023-06-01 00:00:00
POL-201791,100133,health,INS-58828442,2025-09-16,2027-09-16,1883.11,161644.97,2500,expired,AGT-0077,2025-09-12 00:00:00
POL-201792,101626,life,INS-71804559,2023-12-05,2025-12-04,1069.74,109307.15,1000,expired,AGT-0046,2023-11-18 00:00:00
POL-201793,101556,home,INS-12899512,2025-11-25,2028-11-24,1714.9,574660.87,1000,active,AGT-0112,2025-11-13 00:00:00
POL-201794,100777,life,INS-17447563,2023-03-17,2025-03-16,142.77,332882.2,2500,expired,AGT-0167,2023-02-19 00:00:00
POL-201795,101451,home,INS-65183704,2024-09-18,2025-09-18,4920.75,437590.29,1500,expired,AGT-0027,2024-09-07 00:00:00
POL-201796,101761,health,INS-70237125,2023-12-24,2024-12-23,3643.32,831767.74,1000,cancelled,AGT-0014,2023-12-08 00:00:00
POL-201797,100830,home,INS-06821203,2024-09-03,2025-09-03,1761.58,366342.59,1500,active,AGT-0014,2024-08-12 00:00:00
POL-201798,100098,auto,INS-58139795,2023-09-10,2025-09-09,3235.07,467720.22,5000,active,AGT-0074,2023-08-21 00:00:00
POL-201799,101969,life,INS-19624524,2024-05-07,2027-05-07,405.19,895486.74,1000,expired,AGT-0124,2024-05-02 00:00:00
POL-201800,100355,life,INS-05589723,2025-01-18,2027-01-18,4811.53,343398.8,1000,active,AGT-0088,2025-01-09 00:00:00
POL-201801,101328,health,INS-59199885,2024-09-24,2025-09-24,1997.86,335511.02,2500,active,AGT-0055,2024-09-04 00:00:00
POL-201802,101363,life,INS-52292977,2023-11-07,2024-11-06,4310.48,541042.61,1000,active,AGT-0005,2023-10-11 00:00:00
POL-201803,101588,life,INS-02598458,2025-09-22,2028-09-21,3009.13,834535.73,1000,pending,AGT-0026,2025-09-01 00:00:00
POL-201804,100838,health,INS-55422054,2023-04-01,2024-03-31,3947.7,910849.06,5000,pending,AGT-0161,2023-03-11 00:00:00
POL-201805,100241,home,INS-87291298,2025-04-20,2026-04-20,1229.76,744246.89,2500,cancelled,AGT-0164,2025-04-10 00:00:00
POL-201806,100910,auto,INS-96733537,2024-09-07,2025-09-07,2351.82,259106.45,5000,expired,AGT-0114,2024-08-17 00:00:00
POL-201807,101468,auto,INS-06323001,2024-06-05,2027-06-05,4896.41,672746.56,1500,expired,AGT-0178,2024-05-28 00:00:00
POL-201808,101996,life,INS-71955763,2023-09-12,2026-09-11,1779.03,326148.31,1000,pending,AGT-0133,2023-08-20 00:00:00
POL-201809,100444,health,INS-29516621,2024-08-03,2026-08-03,3583.73,408397.74,250,active,AGT-0049,2024-07-14 00:00:00
POL-201810,101689,health,INS-56748637,2023-07-26,2024-07-25,435.27,354455.26,2500,active,AGT-0011,2023-07-01 00:00:00
POL-201811,100215,health,INS-47030366,2023-03-14,2025-03-13,2327.06,792671.85,1000,expired,AGT-0126,2023-02-24 00:00:00
POL-201812,100886,home,INS-38602687,2025-12-19,2027-12-19,1603.39,106888.12,2500,active,AGT-0192,2025-11-23 00:00:00
POL-201813,100748,home,INS-17584053,2025-05-18,2027-05-18,2038.93,257486.81,500,cancelled,AGT-0125,2025-05-10 00:00:00
POL-201814,100754,life,INS-18865852,2025-12-15,2028-12-14,2067.22,494159.27,1500,active,AGT-0137,2025-11-27 00:00:00
POL-201815,100440,life,INS-28876172,2023-06-24,2024-06-23,1190.9,351951.9,250,cancelled,AGT-0157,2023-06-23 00:00:00
POL-201816,100153,life,INS-74600341,2024-01-24,2025-01-23,3037.83,911667.82,1000,active,AGT-0163,2024-01-14 00:00:00
POL-201817,101998,home,INS-05882870,2025-06-04,2027-06-04,4262.78,923655.24,1000,active,AGT-0198,2025-05-11 00:00:00
POL-201818,101163,health,INS-35171994,2025-06-23,2026-06-23,4755.94,275349.82,250,active,AGT-0197,2025-05-26 00:00:00
POL-201819,101994,auto,INS-97450097,2023-04-16,2025-04-15,3384.04,236044.04,1000,cancelled,AGT-0112,2023-03-20 00:00:00
POL-201820,100748,home,INS-06440712,2025-03-09,2026-03-09,2592.65,974566.33,1000,active,AGT-0172,2025-02-23 00:00:00
POL-201821,100486,health,INS-53461155,2024-06-25,2027-06-25,3903.1,77626.44,2000,cancelled,AGT-0134,2024-06-12 00:00:00
POL-201822,100879,auto,INS-52402782,2023-07-01,2024-06-30,3377.48,957344.93,5000,cancelled,AGT-0020,2023-06-22 00:00:00
POL-201823,101284,home,INS-01581130,2024-10-22,2025-10-22,4035.26,91782.29,250,expired,AGT-0165,2024-10-04 00:00:00
POL-201824,101163,home,INS-83953116,2024-11-13,2027-11-13,4332.48,400371.29,5000,cancelled,AGT-0116,2024-11-04 00:00:00
POL-201825,101289,life,INS-95152234,2025-02-12,2027-02-12,3515.33,189054.84,2500,cancelled,AGT-0072,2025-02-02 00:00:00
POL-201826,101894,auto,INS-50896071,2023-08-13,2026-08-12,532.9,774740.74,2000,expired,AGT-0196,2023-07-15 00:00:00
POL-201827,101426,life,INS-37667080,2023-06-24,2024-06-23,1941.13,455644.0,2000,pending,AGT-0176,2023-06-13 00:00:00
POL-201828,100296,auto,INS-60605064,2024-02-27,2027-02-26,4136.37,647033.56,250,expired,AGT-0056,2024-02-12 00:00:00
POL-201829,101716,health,INS-05118328,2025-11-16,2027-11-16,3912.6,541687.26,1000,cancelled,AGT-0021,2025-11-07 00:00:00
POL-201830,100783,home,INS-40144079,2023-12-06,2024-12-05,4733.29,268425.12,2000,active,AGT-0063,2023-11-25 00:00:00
POL-201831,100547,auto,INS-04389353,2023-07-19,2024-07-18,963.69,177294.12,500,pending,AGT-0003,2023-07-12 00:00:00
POL-201832,100004,health,INS-17324615,2025-03-19,2027-03-19,2370.13,488075.55,2500,expired,AGT-0108,2025-02-25 00:00:00
POL-201833,101362,health,INS-52241134,2025-06-10,2026-06-10,4858.05,244865.95,1500,active,AGT-0190,2025-05-21 00:00:00
POL-201834,100765,auto,INS-14812689,2025-09-16,2027-09-16,3288.32,692152.45,250,expired,AGT-0048,2025-09-12 00:00:00
POL-201835,101022,home,INS-26583527,2023-03-27,2025-03-26,2750.72,847099.91,1500,expired,AGT-0169,2023-03-17 00:00:00
POL-201836,100211,health,INS-38396885,2024-03-31,2025-03-31,1169.63,828839.07,500,active,AGT-0077,2024-03-10 00:00:00
POL-201837,100673,health,INS-60694568,2024-06-09,2027-06-09,2175.53,305525.51,2000,expired,AGT-0103,2024-06-07 00:00:00
POL-201838,100662,home,INS-47093195,2023-02-11,2025-02-10,3933.91,257670.92,5000,expired,AGT-0145,2023-01-18 00:00:00
POL-201839,101454,health,INS-79965912,2023-02-01,2024-02-01,1526.92,342930.15,2500,pending,AGT-0181,2023-01-12 00:00:00
POL-201840,100923,auto,INS-39449493,2023-09-10,2026-09-09,392.3,864742.6,2000,expired,AGT-0049,2023-08-28 00:00:00
POL-201841,101116,home,INS-07845784,2025-03-12,2027-03-12,4774.7,467747.82,500,active,AGT-0086,2025-02-10 00:00:00
POL-201842,100506,auto,INS-49023077,2024-05-24,2027-05-24,4511.57,731339.23,5000,cancelled,AGT-0044,2024-05-11 00:00:00
POL-201843,101630,auto,INS-14650286,2023-10-15,2024-10-14,609.75,575672.91,5000,active,AGT-0182,2023-09-28 00:00:00
POL-201844,100933,life,INS-01183769,2024-07-19,2027-07-19,101.8,866191.08,2000,active,AGT-0198,2024-07-07 00:00:00
POL-201845,101117,home,INS-10818981,2025-10-28,2027-10-28,1001.01,840804.13,2500,active,AGT-0105,2025-10-16 00:00:00
POL-201846,100919,home,INS-37801104,2024-10-30,2025-10-30,2426.09,344691.21,1000,active,AGT-0056,2024-10-05 00:00:00
POL-201847,101414,life,INS-70844445,2023-09-08,2024-09-07,4386.6,737060.59,1000,active,AGT-0196,2023-09-05 00:00:00
POL-201848,100309,home,INS-32567211,2024-01-23,2025-01-22,2878.22,373966.9,2500,expired,AGT-0124,2024-01-04 00:00:00
POL-201849,101185,auto,INS-95110945,2024-03-27,2026-03-27,4049.73,863699.64,1500,active,AGT-0127,2024-03-24 00:00:00
POL-201850,101756,health,INS-26582165,2023-02-24,2024-02-24,211.66,416697.46,1500,pending,AGT-0147,2023-02-14 00:00:00
POL-201851,100151,home,INS-51462000,2024-06-03,2027-06-03,1940.83,336660.01,1500,active,AGT-0060,2024-05-09 00:00:00
POL-201852,101300,life,INS-88887641,2024-03-03,2025-03-03,2268.68,563029.41,250,cancelled,AGT-0117,2024-02-07 00:00:00
POL-201853,101706,health,INS-43772228,2025-07-25,2027-07-25,4335.06,441227.36,250,active,AGT-0072,2025-07-17 00:00:00
POL-201854,100636,life,INS-55693149,2025-07-20,2028-07-19,3193.36,843614.76,5000,active,AGT-0196,2025-07-04 00:00:00
POL-201855,101558,home,INS-35488107,2023-04-02,2024-04-01,1167.7,271554.69,5000,active,AGT-0185,2023-03-09 00:00:00
POL-201856,100925,life,INS-32761990,2025-10-20,2027-10-20,4973.0,346883.0,5000,active,AGT-0139,2025-10-11 00:00:00
POL-201857,101837,auto,INS-37773110,2024-09-13,2027-09-13,4372.57,444401.24,5000,active,AGT-0030,2024-08-26 00:00:00
POL-201858,100190,life,INS-25375933,2025-03-03,2026-03-03,4289.41,846674.26,500,active,AGT-0117,2025-02-11 00:00:00
POL-201859,101597,life,INS-58515149,2024-09-04,2026-09-04,2097.1,126193.34,250,active,AGT-0148,2024-08-19 00:00:00
POL-201860,100804,life,INS-40074672,2025-07-09,2027-07-09,1485.15,745747.93,1500,active,AGT-0039,2025-06-22 00:00:00
POL-201861,101158,health,INS-39798811,2023-11-07,2024-11-06,1967.64,580849.06,1000,expired,AGT-0069,2023-10-16 00:00:00
POL-201862,100051,home,INS-88210760,2023-01-22,2026-01-21,2561.98,957071.88,1500,expired,AGT-0090,2022-12-29 00:00:00
POL-201863,100854,auto,INS-59558704,2025-06-07,2027-06-07,3631.65,731624.74,500,pending,AGT-0167,2025-05-15 00:00:00
POL-201864,101768,health,INS-25377696,2023-05-19,2024-05-18,2621.04,932173.12,5000,expired,AGT-0009,2023-04-29 00:00:00
POL-201865,101572,health,INS-73254966,2025-06-21,2027-06-21,2223.21,380839.38,250,cancelled,AGT-0053,2025-06-02 00:00:00
POL-201866,101158,health,INS-07028737,2023-10-23,2025-10-22,1152.96,473751.5,500,cancelled,AGT-0195,2023-09-23 00:00:00
POL-201867,100910,auto,INS-23805712,2023-06-24,2024-06-23,4734.44,761696.49,1000,active,AGT-0142,2023-06-04 00:00:00
POL-201868,100860,home,INS-16629668,2024-01-19,2027-01-18,3975.22,412797.96,2500,pending,AGT-0074,2024-01-12 00:00:00
POL-201869,100336,home,INS-27342890,2024-01-30,2027-01-29,4711.12,249437.82,5000,active,AGT-0158,2024-01-11 00:00:00
POL-201870,101903,home,INS-42685446,2024-05-31,2026-05-31,1926.47,789623.12,5000,expired,AGT-0008,2024-05-04 00:00:00
POL-201871,101738,health,INS-06889589,2024-06-13,2027-06-13,1171.5,917958.94,1500,expired,AGT-0168,2024-06-08 00:00:00
POL-201872,100391,life,INS-93219133,2025-06-15,2028-06-14,4405.78,329887.51,500,expired,AGT-0024,2025-06-10 00:00:00
POL-201873,101036,life,INS-04421795,2024-05-11,2026-05-11,3591.24,58074.55,5000,active,AGT-0068,2024-05-02 00:00:00
POL-201874,101088,life,INS-34856450,2024-08-11,2027-08-11,2420.44,947611.03,500,active,AGT-0149,2024-07-21 00:00:00
POL-201875,101544,auto,INS-44624044,2024-06-08,2025-06-08,1842.44,963454.69,500,expired,AGT-0002,2024-05-28 00:00:00
POL-201876,100508,health,INS-16316641,2025-04-20,2027-04-20,4854.58,371511.89,5000,active,AGT-0143,2025-03-23 00:00:00
POL-201877,101989,health,INS-70003379,2025-12-21,2028-12-20,4804.9,548912.89,250,expired,AGT-0011,2025-12-13 00:00:00
POL-201878,101479,home,INS-04742120,2023-12-12,2024-12-11,1283.08,84409.14,1500,active,AGT-0024,2023-11-22 00:00:00
POL-201879,101985,life,INS-66058085,2025-04-01,2027-04-01,4616.39,951906.31,5000,expired,AGT-0034,2025-03-14 00:00:00
POL-201880,101662,health,INS-69028917,2025-12-10,2027-12-10,839.42,886692.51,1500,active,AGT-0180,2025-12-07 00:00:00
POL-201881,100516,home,INS-08880724,2024-09-26,2027-09-26,1843.35,414604.91,2000,cancelled,AGT-0122,2024-08-27 00:00:00
POL-201882,101366,health,INS-20753087,2024-09-26,2026-09-26,618.53,18258.55,500,cancelled,AGT-0139,2024-09-08 00:00:00
POL-201883,101038,auto,INS-72269667,2025-08-22,2026-08-22,145.96,87795.08,250,active,AGT-0125,2025-08-12 00:00:00
POL-201884,100694,auto,INS-34958601,2023-11-04,2024-11-03,778.34,167618.79,2500,expired,AGT-0001,2023-11-01 00:00:00
POL-201885,101482,health,INS-50085854,2025-01-09,2027-01-09,1864.54,278875.08,1500,active,AGT-0128,2024-12-20 00:00:00
POL-201886,100282,auto,INS-91465167,2023-04-24,2025-04-23,2058.66,140291.96,1500,active,AGT-0190,2023-04-23 00:00:00
POL-201887,101598,auto,INS-92127195,2024-12-29,2025-12-29,2058.48,683740.48,1500,active,AGT-0044,2024-12-02 00:00:00
POL-201888,100105,home,INS-26171867,2025-03-26,2026-03-26,2432.34,909462.17,1000,active,AGT-0139,2025-02-24 00:00:00
POL-201889,101923,home,INS-09683720,2024-02-18,2025-02-17,2885.68,378738.47,1500,active,AGT-0061,2024-01-26 00:00:00
POL-201890,101138,home,INS-16485471,2025-03-25,2028-03-24,3550.73,20361.04,250,cancelled,AGT-0067,2025-03-14 00:00:00
POL-201891,100913,home,INS-33258196,2024-04-14,2025-04-14,2036.61,84722.53,2500,expired,AGT-0088,2024-03-28 00:00:00
POL-201892,101442,auto,INS-34813004,2025-07-31,2026-07-31,523.49,53841.96,250,expired,AGT-0128,2025-07-11 00:00:00
POL-201893,101735,health,INS-36256915,2023-09-28,2024-09-27,3106.25,356893.58,2000,active,AGT-0031,2023-08-31 00:00:00
POL-201894,101152,home,INS-39305818,2024-12-23,2025-12-23,1229.46,707981.65,2000,active,AGT-0001,2024-11-26 00:00:00
POL-201895,100551,home,INS-76240466,2025-09-03,2028-09-02,1735.31,169910.08,250,active,AGT-0162,2025-08-04 00:00:00
POL-201896,100762,life,INS-10106195,2023-09-13,2024-09-12,2175.31,218902.47,2000,expired,AGT-0022,2023-09-03 00:00:00
POL-201897,101232,home,INS-81618932,2023-02-09,2025-02-08,1704.52,936956.95,1000,expired,AGT-0029,2023-01-14 00:00:00
POL-201898,101973,life,INS-98653661,2024-01-11,2026-01-10,2828.38,473066.56,500,expired,AGT-0041,2023-12-29 00:00:00
POL-201899,100267,life,INS-45018187,2023-06-13,2026-06-12,4632.1,245357.26,250,active,AGT-0168,2023-05-25 00:00:00
POL-201900,101951,health,INS-85037436,2025-07-09,2026-07-09,3810.64,649306.42,2500,cancelled,AGT-0123,2025-07-03 00:00:00
POL-201901,101807,life,INS-12514261,2024-08-31,2025-08-31,3195.01,205577.44,1000,cancelled,AGT-0160,2024-08-02 00:00:00
POL-201902,100948,health,INS-89124152,2023-12-04,2026-12-03,4873.71,382627.83,1500,active,AGT-0104,2023-11-09 00:00:00
POL-201903,101457,life,INS-12193387,2024-04-01,2027-04-01,4339.42,651113.55,5000,active,AGT-0147,2024-03-30 00:00:00
POL-201904,101563,home,INS-30060328,2024-07-07,2027-07-07,3254.01,644300.34,500,active,AGT-0149,2024-06-09 00:00:00
POL-201905,100858,auto,INS-97957377,2023-03-04,2026-03-03,296.7,294209.66,2000,active,AGT-0179,2023-02-20 00:00:00
POL-201906,100990,home,INS-56410894,2025-09-05,2027-09-05,680.85,880191.32,1500,active,AGT-0200,2025-08-13 00:00:00
