test_id,batch_id,test_type,test_date,result_value,unit,specification_min,specification_max,pass_fail,analyst_id,equipment_id,lab_id,deviation_id,notes,created_at
TST-002009,BAT-002049,dissolution,2023-02-13,89.63,%,80.0,100.0,pass,ANL-023,EQP-0090,LAB-003,,,2023-02-13 15:14:34
TST-002010,BAT-000177,dissolution,2024-01-17,87.74,%,80.0,100.0,pass,ANL-003,EQP-0073,LAB-002,,,2024-01-17 14:28:44
TST-002011,BAT-002050,identity,2023-07-02,1.0065,ratio,0.98,1.02,pass,ANL-043,EQP-0054,LAB-007,,Minor deviation noted,2023-07-03 04:14:50
TST-002012,BAT-002102,purity,2023-02-10,100.25,%,98.0,100.0,fail,ANL-032,EQP-0022,LAB-010,DEV-4157,OOS investigation initiated,2023-02-10 14:32:30
TST-002013,BAT-000206,microbial,2025-08-04,5.0,CFU/g,0,100,pass,ANL-023,EQP-0011,LAB-004,,,2025-08-05 00:06:11
TST-002014,BAT-001704,identity,2025-04-11,1.0073,ratio,0.98,1.02,pass,ANL-020,EQP-0095,LAB-011,,,2025-04-11 05:38:46
TST-002015,BAT-002921,microbial,2024-08-14,14.0,CFU/g,0,100,pass,ANL-036,EQP-0038,LAB-014,,,2024-08-14 19:03:26
TST-002016,BAT-000280,microbial,2023-08-27,0.0,CFU/g,0,100,pass,ANL-040,EQP-0096,LAB-007,,Retest performed,2023-08-27 11:49:22
TST-002017,BAT-001023,microbial,2024-06-05,2.0,CFU/g,0,100,pass,ANL-003,EQP-0048,LAB-015,,Retest performed,2024-06-06 05:09:03
TST-002018,BAT-002211,dissolution,2025-11-27,88.71,%,80.0,100.0,pass,ANL-041,EQP-0075,LAB-014,,Sample re-prepared,2025-11-27 18:43:12
TST-002019,BAT-002843,dissolution,2023-03-26,92.1,%,80.0,100.0,pass,ANL-024,EQP-0023,LAB-009,,,2023-03-27 00:10:28
TST-002020,BAT-002900,microbial,2025-08-16,13.0,CFU/g,0,100,pass,ANL-022,EQP-0061,LAB-013,,,2025-08-17 00:43:11
TST-002021,BAT-000194,purity,2023-09-29,99.36,%,98.0,100.0,pass,ANL-040,EQP-0032,LAB-015,,Sample re-prepared,2023-09-29 11:20:33
TST-002022,BAT-002712,purity,2023-10-14,99.97,%,98.0,100.0,pass,ANL-019,EQP-0087,LAB-013,,Retest performed,2023-10-15 02:15:15
TST-002023,BAT-001290,identity,2023-01-19,0.9984,ratio,0.98,1.02,pass,ANL-044,EQP-0002,LAB-008,,Within spec,2023-01-19 17:09:36
TST-002024,BAT-002236,purity,2024-05-28,99.49,%,98.0,100.0,pass,ANL-010,EQP-0031,LAB-010,,,2024-05-28 09:07:15
TST-002025,BAT-001810,identity,2025-01-23,1.0106,ratio,0.98,1.02,pass,ANL-037,EQP-0002,LAB-008,,Within spec,2025-01-23 14:04:34
TST-002026,BAT-000330,stability,2023-11-10,96.1,%,90.0,110.0,pass,ANL-026,EQP-0097,LAB-008,,,2023-11-10 07:45:02
TST-002027,BAT-000054,microbial,2025-12-14,17.0,CFU/g,0,100,pass,ANL-030,EQP-0027,LAB-008,,,2025-12-15 01:02:51
TST-002028,BAT-000696,microbial,2023-06-22,14.0,CFU/g,0,100,pass,ANL-035,EQP-0002,LAB-004,,Retest performed,2023-06-23 06:55:37
TST-002029,BAT-000283,dissolution,2025-09-12,88.64,%,80.0,100.0,pass,ANL-020,EQP-0033,LAB-001,,Sample re-prepared,2025-09-12 15:49:35
TST-002030,BAT-002438,potency,2025-08-07,98.54,%,95.0,105.0,pass,ANL-048,EQP-0067,LAB-005,,Sample re-prepared,2025-08-08 01:25:32
TST-002031,BAT-000291,identity,2024-02-26,1.0069,ratio,0.98,1.02,pass,ANL-009,EQP-0069,LAB-004,,,2024-02-26 16:21:43
TST-002032,BAT-002921,stability,2023-02-22,99.45,%,90.0,110.0,pass,ANL-023,EQP-0009,LAB-002,,Within spec,2023-02-23 01:34:54
TST-002033,BAT-001230,microbial,2025-09-13,10.0,CFU/g,0,100,pass,ANL-040,EQP-0032,LAB-015,,Minor deviation noted,2025-09-13 01:53:12
TST-002034,BAT-001435,microbial,2024-01-29,10.0,CFU/g,0,100,pass,ANL-031,EQP-0001,LAB-011,,,2024-01-29 12:27:28
TST-002035,BAT-000938,dissolution,2025-11-07,87.4,%,80.0,100.0,pass,ANL-032,EQP-0048,LAB-010,,,2025-11-07 20:33:18
TST-002036,BAT-000330,stability,2023-09-07,92.87,%,90.0,110.0,pass,ANL-035,EQP-0087,LAB-014,,,2023-09-07 12:52:11
TST-002037,BAT-001338,stability,2023-11-09,103.8,%,90.0,110.0,pass,ANL-049,EQP-0033,LAB-008,,,2023-11-09 12:08:44
TST-002038,BAT-000426,purity,2024-10-17,99.0,%,98.0,100.0,pass,ANL-024,EQP-0043,LAB-009,,,2024-10-17 13:09:33
TST-002039,BAT-000797,stability,2025-07-06,104.2,%,90.0,110.0,pass,ANL-035,EQP-0066,LAB-014,,,2025-07-06 07:24:52
TST-002040,BAT-001745,identity,2024-10-13,0.997,ratio,0.98,1.02,pass,ANL-022,EQP-0010,LAB-002,,Minor deviation noted,2024-10-13 14:48:27
TST-002041,BAT-001171,identity,2024-04-15,0.9997,ratio,0.98,1.02,pass,ANL-013,EQP-0024,LAB-002,,,2024-04-15 15:10:06
TST-002042,BAT-002624,stability,2025-03-01,100.31,%,90.0,110.0,pass,ANL-019,EQP-0062,LAB-015,,,2025-03-01 19:43:57
TST-002043,BAT-000096,stability,2023-03-03,96.68,%,90.0,110.0,pass,ANL-048,EQP-0044,LAB-009,,Sample re-prepared,2023-03-03 18:33:30
TST-002044,BAT-001279,microbial,2024-08-02,40.0,CFU/g,0,100,pass,ANL-049,EQP-0093,LAB-004,,Retest performed,2024-08-02 22:45:09
TST-002045,BAT-001911,identity,2024-07-21,0.9903,ratio,0.98,1.02,pass,ANL-047,EQP-0042,LAB-007,,,2024-07-21 12:38:17
TST-002046,BAT-000616,stability,2024-12-06,110.1,%,90.0,110.0,fail,ANL-042,EQP-0045,LAB-014,DEV-1839,OOS investigation initiated,2024-12-06 11:13:05
TST-002047,BAT-000663,stability,2024-09-14,104.26,%,90.0,110.0,pass,ANL-035,EQP-0008,LAB-014,,,2024-09-15 02:36:30
TST-002048,BAT-000516,stability,2025-07-02,96.37,%,90.0,110.0,pass,ANL-002,EQP-0006,LAB-009,,,2025-07-02 11:59:38
TST-002049,BAT-001044,stability,2024-01-05,101.7,%,90.0,110.0,pass,ANL-046,EQP-0053,LAB-001,,Retest performed,2024-01-06 06:16:02
TST-002050,BAT-002811,stability,2025-09-12,96.17,%,90.0,110.0,pass,ANL-037,EQP-0100,LAB-004,,Retest performed,2025-09-12 22:10:21
TST-002051,BAT-000978,stability,2024-06-03,96.47,%,90.0,110.0,pass,ANL-033,EQP-0067,LAB-004,,Within spec,2024-06-04 03:40:44
TST-002052,BAT-000929,identity,2023-05-19,1.0163,ratio,0.98,1.02,pass,ANL-038,EQP-0032,LAB-011,,Retest performed,2023-05-19 05:21:00
TST-002053,BAT-001465,dissolution,2025-03-05,87.03,%,80.0,100.0,pass,ANL-033,EQP-0081,LAB-003,,,2025-03-05 04:30:33
TST-002054,BAT-001614,stability,2024-11-06,104.69,%,90.0,110.0,pass,ANL-014,EQP-0034,LAB-008,,Sample re-prepared,2024-11-06 17:28:45
TST-002055,BAT-002859,potency,2023-02-24,99.53,%,95.0,105.0,pass,ANL-001,EQP-0006,LAB-001,,,2023-02-24 11:34:37
TST-002056,BAT-000688,identity,2024-10-11,0.9991,ratio,0.98,1.02,pass,ANL-027,EQP-0012,LAB-008,,Minor deviation noted,2024-10-11 14:10:11
TST-002057,BAT-002082,identity,2025-03-05,1.0081,ratio,0.98,1.02,pass,ANL-045,EQP-0080,LAB-015,,Retest performed,2025-03-05 13:43:02
TST-002058,BAT-001604,purity,2025-02-06,98.23,%,98.0,100.0,pass,ANL-050,EQP-0053,LAB-006,,,2025-02-06 17:25:23
TST-002059,BAT-000606,identity,2025-08-03,1.0019,ratio,0.98,1.02,pass,ANL-023,EQP-0008,LAB-013,,,2025-08-03 23:56:59
TST-002060,BAT-000632,purity,2025-06-10,97.64,%,98.0,100.0,fail,ANL-013,EQP-0048,LAB-004,DEV-2907,Deviation logged,2025-06-10 20:26:36
TST-002061,BAT-001343,microbial,2023-08-31,75.0,CFU/g,0,100,pass,ANL-038,EQP-0060,LAB-014,,,2023-09-01 01:15:07
TST-002062,BAT-001616,potency,2024-08-07,100.67,%,95.0,105.0,pass,ANL-014,EQP-0068,LAB-001,,Within spec,2024-08-07 02:55:24
TST-002063,BAT-002741,potency,2025-01-06,101.17,%,95.0,105.0,pass,ANL-008,EQP-0057,LAB-008,,,2025-01-07 04:13:05
TST-002064,BAT-001264,stability,2023-01-31,96.75,%,90.0,110.0,pass,ANL-017,EQP-0074,LAB-002,,Minor deviation noted,2023-01-31 23:32:31
TST-002065,BAT-001325,potency,2024-12-09,99.49,%,95.0,105.0,pass,ANL-007,EQP-0017,LAB-004,,Within spec,2024-12-09 04:16:16
TST-002066,BAT-000473,dissolution,2025-11-26,91.0,%,80.0,100.0,pass,ANL-012,EQP-0014,LAB-014,,Minor deviation noted,2025-11-26 16:42:13
TST-002067,BAT-001175,potency,2025-09-18,103.34,%,95.0,105.0,pass,ANL-049,EQP-0082,LAB-004,,,2025-09-19 02:11:47
TST-002068,BAT-001428,potency,2024-04-08,101.59,%,95.0,105.0,pass,ANL-045,EQP-0050,LAB-009,,Minor deviation noted,2024-04-08 07:34:05
TST-002069,BAT-000777,microbial,2024-12-06,22.0,CFU/g,0,100,pass,ANL-042,EQP-0017,LAB-008,,Within spec,2024-12-06 09:07:59
TST-002070,BAT-000132,purity,2025-03-27,99.9,%,98.0,100.0,pass,ANL-045,EQP-0080,LAB-014,,Retest performed,2025-03-28 00:31:41
TST-002071,BAT-000883,dissolution,2024-07-23,96.43,%,80.0,100.0,pass,ANL-005,EQP-0019,LAB-002,,,2024-07-23 05:20:41
TST-002072,BAT-001076,identity,2025-07-08,0.9931,ratio,0.98,1.02,pass,ANL-009,EQP-0042,LAB-004,,Sample re-prepared,2025-07-09 00:28:42
TST-002073,BAT-002363,dissolution,2024-01-03,91.96,%,80.0,100.0,pass,ANL-024,EQP-0035,LAB-010,,Minor deviation noted,2024-01-03 22:05:05
TST-002074,BAT-000238,dissolution,2025-08-26,89.28,%,80.0,100.0,pass,ANL-017,EQP-0047,LAB-011,,Retest performed,2025-08-26 17:43:09
TST-002075,BAT-001065,dissolution,2023-08-18,90.25,%,80.0,100.0,pass,ANL-003,EQP-0082,LAB-013,,,2023-08-18 18:55:57
TST-002076,BAT-002066,microbial,2025-10-31,13.0,CFU/g,0,100,pass,ANL-005,EQP-0032,LAB-014,,,2025-11-01 05:36:33
TST-002077,BAT-000091,dissolution,2023-07-24,88.11,%,80.0,100.0,pass,ANL-010,EQP-0013,LAB-013,,,2023-07-24 04:42:46
TST-002078,BAT-000139,dissolution,2024-09-24,83.38,%,80.0,100.0,pass,ANL-010,EQP-0011,LAB-001,,Sample re-prepared,2024-09-24 16:20:50
TST-002079,BAT-002156,dissolution,2025-05-06,88.24,%,80.0,100.0,pass,ANL-021,EQP-0039,LAB-003,,Minor deviation noted,2025-05-06 13:23:09
TST-002080,BAT-002776,dissolution,2024-11-04,95.62,%,80.0,100.0,pass,ANL-012,EQP-0022,LAB-010,,,2024-11-04 09:24:45
TST-002081,BAT-002636,dissolution,2024-02-18,87.81,%,80.0,100.0,pass,ANL-007,EQP-0059,LAB-002,,Retest performed,2024-02-18 16:30:30
TST-002082,BAT-001423,stability,2025-02-12,101.42,%,90.0,110.0,pass,ANL-045,EQP-0083,LAB-007,,Within spec,2025-02-12 11:13:26
TST-002083,BAT-001908,potency,2024-08-13,103.96,%,95.0,105.0,pass,ANL-044,EQP-0067,LAB-011,,Retest performed,2024-08-13 11:19:51
TST-002084,BAT-000581,identity,2024-01-09,0.9938,ratio,0.98,1.02,pass,ANL-036,EQP-0081,LAB-015,,Within spec,2024-01-09 14:26:05
TST-002085,BAT-000339,stability,2024-07-19,104.21,%,90.0,110.0,pass,ANL-004,EQP-0039,LAB-008,,,2024-07-20 07:55:02
TST-002086,BAT-000096,potency,2024-04-20,96.17,%,95.0,105.0,pass,ANL-026,EQP-0017,LAB-008,,,2024-04-20 18:47:46
TST-002087,BAT-000697,dissolution,2024-06-16,88.98,%,80.0,100.0,pass,ANL-035,EQP-0021,LAB-008,,Within spec,2024-06-16 19:46:51
TST-002088,BAT-000885,microbial,2023-12-30,3.0,CFU/g,0,100,pass,ANL-049,EQP-0021,LAB-014,,Minor deviation noted,2023-12-30 23:42:24
TST-002089,BAT-001382,potency,2024-10-23,101.19,%,95.0,105.0,pass,ANL-030,EQP-0031,LAB-015,,Within spec,2024-10-23 07:32:41
TST-002090,BAT-000950,potency,2023-04-21,98.77,%,95.0,105.0,pass,ANL-027,EQP-0033,LAB-007,,Retest performed,2023-04-22 02:36:21
TST-002091,BAT-001489,potency,2024-01-22,95.64,%,95.0,105.0,pass,ANL-048,EQP-0038,LAB-015,,Sample re-prepared,2024-01-22 20:07:06
TST-002092,BAT-002218,dissolution,2025-12-15,88.32,%,80.0,100.0,pass,ANL-004,EQP-0028,LAB-010,,,2025-12-16 04:18:30
TST-002093,BAT-000431,potency,2023-07-07,99.82,%,95.0,105.0,pass,ANL-014,EQP-0028,LAB-001,,Retest performed,2023-07-08 02:17:31
TST-002094,BAT-000178,microbial,2025-04-17,1.0,CFU/g,0,100,pass,ANL-017,EQP-0006,LAB-011,,Within spec,2025-04-18 05:25:19
TST-002095,BAT-002855,potency,2023-03-27,99.53,%,95.0,105.0,pass,ANL-026,EQP-0065,LAB-005,,,2023-03-27 11:42:45
TST-002096,BAT-001531,dissolution,2025-03-20,88.61,%,80.0,100.0,pass,ANL-012,EQP-0060,LAB-008,,Sample re-prepared,2025-03-21 06:52:44
TST-002097,BAT-002141,dissolution,2024-12-27,87.45,%,80.0,100.0,pass,ANL-024,EQP-0089,LAB-007,,Sample re-prepared,2024-12-27 12:55:51
TST-002098,BAT-001277,purity,2025-06-22,99.92,%,98.0,100.0,pass,ANL-006,EQP-0078,LAB-004,,,2025-06-22 04:02:45
TST-002099,BAT-001473,purity,2024-09-25,100.33,%,98.0,100.0,fail,ANL-040,EQP-0036,LAB-003,DEV-8229,Deviation logged,2024-09-25 15:32:24
TST-002100,BAT-000709,potency,2024-10-21,97.41,%,95.0,105.0,pass,ANL-012,EQP-0025,LAB-009,,Sample re-prepared,2024-10-21 07:33:08
TST-002101,BAT-001125,microbial,2025-04-30,12.0,CFU/g,0,100,pass,ANL-012,EQP-0096,LAB-001,,Retest performed,2025-04-30 16:34:37
TST-002102,BAT-002722,dissolution,2024-12-10,94.54,%,80.0,100.0,pass,ANL-029,EQP-0080,LAB-004,,,2024-12-10 07:05:53
TST-002103,BAT-000725,dissolution,2023-03-20,89.07,%,80.0,100.0,pass,ANL-046,EQP-0028,LAB-007,,Minor deviation noted,2023-03-20 22:05:41
TST-002104,BAT-000939,potency,2025-01-31,101.82,%,95.0,105.0,pass,ANL-041,EQP-0045,LAB-004,,Sample re-prepared,2025-01-31 22:38:52
TST-002105,BAT-002996,stability,2023-11-07,94.02,%,90.0,110.0,pass,ANL-042,EQP-0056,LAB-004,,,2023-11-07 21:20:13
TST-002106,BAT-002938,stability,2024-05-12,93.49,%,90.0,110.0,pass,ANL-033,EQP-0019,LAB-008,,Sample re-prepared,2024-05-12 19:56:22
TST-002107,BAT-001459,dissolution,2025-09-04,92.75,%,80.0,100.0,pass,ANL-023,EQP-0087,LAB-011,,,2025-09-05 03:19:58
TST-002108,BAT-000898,identity,2023-02-14,0.9811,ratio,0.98,1.02,pass,ANL-046,EQP-0063,LAB-013,,Within spec,2023-02-14 13:46:32
TST-002109,BAT-002161,potency,2024-02-21,98.18,%,95.0,105.0,pass,ANL-041,EQP-0017,LAB-010,,Retest performed,2024-02-22 00:12:57
TST-002110,BAT-001673,microbial,2024-12-27,11.0,CFU/g,0,100,pass,ANL-030,EQP-0041,LAB-001,,,2024-12-27 10:14:16
TST-002111,BAT-001622,potency,2023-06-04,96.72,%,95.0,105.0,pass,ANL-050,EQP-0046,LAB-006,,Sample re-prepared,2023-06-04 02:21:30
TST-002112,BAT-000178,stability,2024-04-09,101.95,%,90.0,110.0,pass,ANL-036,EQP-0067,LAB-007,,,2024-04-09 19:01:28
TST-002113,BAT-000428,potency,2024-08-01,96.71,%,95.0,105.0,pass,ANL-005,EQP-0063,LAB-002,,,2024-08-01 13:40:37
TST-002114,BAT-000517,microbial,2024-12-09,47.0,CFU/g,0,100,pass,ANL-047,EQP-0024,LAB-015,,,2024-12-10 00:31:45
TST-002115,BAT-002077,purity,2025-09-23,100.5,%,98.0,100.0,fail,ANL-012,EQP-0008,LAB-007,DEV-3763,Deviation logged,2025-09-23 22:40:58
TST-002116,BAT-001534,identity,2023-04-18,1.0113,ratio,0.98,1.02,pass,ANL-026,EQP-0080,LAB-013,,,2023-04-18 18:25:00
TST-002117,BAT-001710,microbial,2023-01-17,8.0,CFU/g,0,100,pass,ANL-022,EQP-0098,LAB-003,,Within spec,2023-01-17 14:36:40
TST-002118,BAT-002260,purity,2023-04-15,98.18,%,98.0,100.0,pass,ANL-006,EQP-0075,LAB-012,,,2023-04-15 10:10:43
TST-002119,BAT-002837,purity,2025-10-31,98.48,%,98.0,100.0,pass,ANL-012,EQP-0064,LAB-012,,Within spec,2025-10-31 21:16:43
TST-002120,BAT-000132,identity,2025-01-06,1.001,ratio,0.98,1.02,pass,ANL-024,EQP-0080,LAB-014,,,2025-01-06 05:13:49
TST-002121,BAT-000494,purity,2024-01-08,99.09,%,98.0,100.0,pass,ANL-013,EQP-0039,LAB-009,,,2024-01-09 00:19:33
TST-002122,BAT-001330,stability,2024-01-26,102.6,%,90.0,110.0,pass,ANL-029,EQP-0018,LAB-013,,,2024-01-26 10:05:17
TST-002123,BAT-000236,identity,2025-10-13,0.9981,ratio,0.98,1.02,pass,ANL-026,EQP-0027,LAB-013,,Retest performed,2025-10-13 02:21:49
TST-002124,BAT-000292,microbial,2025-12-10,10.0,CFU/g,0,100,pass,ANL-002,EQP-0084,LAB-002,,,2025-12-11 03:49:50
TST-002125,BAT-002190,purity,2024-06-27,100.2,%,98.0,100.0,fail,ANL-040,EQP-0025,LAB-002,DEV-5836,Deviation logged,2024-06-27 11:55:33
TST-002126,BAT-000911,potency,2023-08-19,100.27,%,95.0,105.0,pass,ANL-019,EQP-0057,LAB-001,,Sample re-prepared,2023-08-20 05:09:48
TST-002127,BAT-000791,dissolution,2023-06-10,90.64,%,80.0,100.0,pass,ANL-022,EQP-0036,LAB-012,,,2023-06-10 13:25:16
TST-002128,BAT-001842,stability,2024-01-30,105.78,%,90.0,110.0,pass,ANL-008,EQP-0084,LAB-009,,,2024-01-31 02:31:07
TST-002129,BAT-002834,purity,2025-09-05,99.05,%,98.0,100.0,pass,ANL-013,EQP-0012,LAB-005,,,2025-09-05 19:46:16
TST-002130,BAT-000959,microbial,2024-03-13,16.0,CFU/g,0,100,pass,ANL-050,EQP-0060,LAB-014,,,2024-03-13 08:20:28
TST-002131,BAT-000093,stability,2025-04-06,98.64,%,90.0,110.0,pass,ANL-047,EQP-0045,LAB-011,,Retest performed,2025-04-06 14:29:29
TST-002132,BAT-001349,microbial,2024-04-13,1.0,CFU/g,0,100,pass,ANL-011,EQP-0057,LAB-012,,,2024-04-13 10:00:40
TST-002133,BAT-001552,identity,2023-01-09,1.0087,ratio,0.98,1.02,pass,ANL-028,EQP-0097,LAB-007,,,2023-01-10 07:54:28
TST-002134,BAT-000519,dissolution,2023-10-02,94.62,%,80.0,100.0,pass,ANL-038,EQP-0025,LAB-013,,,2023-10-02 22:02:43
TST-002135,BAT-001043,dissolution,2024-06-29,91.96,%,80.0,100.0,pass,ANL-026,EQP-0057,LAB-008,,,2024-06-29 06:44:26
TST-002136,BAT-002625,purity,2023-04-12,99.24,%,98.0,100.0,pass,ANL-049,EQP-0072,LAB-004,,,2023-04-12 13:00:27
TST-002137,BAT-001704,purity,2024-03-05,99.07,%,98.0,100.0,pass,ANL-007,EQP-0003,LAB-011,,,2024-03-06 00:36:32
TST-002138,BAT-000685,dissolution,2024-11-21,99.1,%,80.0,100.0,pass,ANL-018,EQP-0024,LAB-013,,Sample re-prepared,2024-11-21 11:01:20
TST-002139,BAT-001885,purity,2024-06-08,99.65,%,98.0,100.0,pass,ANL-009,EQP-0040,LAB-009,,,2024-06-08 18:05:52
TST-002140,BAT-002131,microbial,2025-03-02,37.0,CFU/g,0,100,pass,ANL-011,EQP-0021,LAB-015,,Within spec,2025-03-03 00:51:47
TST-002141,BAT-000906,dissolution,2023-02-10,93.75,%,80.0,100.0,pass,ANL-012,EQP-0058,LAB-015,,,2023-02-11 03:14:37
TST-002142,BAT-001072,identity,2024-09-06,0.9992,ratio,0.98,1.02,pass,ANL-034,EQP-0033,LAB-008,,Within spec,2024-09-06 12:54:26
TST-002143,BAT-000900,stability,2023-01-15,99.63,%,90.0,110.0,pass,ANL-034,EQP-0064,LAB-015,,Sample re-prepared,2023-01-16 02:28:03
TST-002144,BAT-002984,dissolution,2023-08-07,94.6,%,80.0,100.0,pass,ANL-047,EQP-0006,LAB-001,,,2023-08-07 06:54:29
TST-002145,BAT-000051,identity,2023-08-22,1.015,ratio,0.98,1.02,pass,ANL-043,EQP-0036,LAB-003,,Within spec,2023-08-22 12:45:31
TST-002146,BAT-000769,purity,2025-11-19,99.93,%,98.0,100.0,pass,ANL-036,EQP-0039,LAB-006,,Within spec,2025-11-19 05:46:33
TST-002147,BAT-001471,potency,2023-03-26,97.48,%,95.0,105.0,pass,ANL-007,EQP-0041,LAB-011,,,2023-03-26 16:39:37
TST-002148,BAT-000983,microbial,2023-11-04,10.0,CFU/g,0,100,pass,ANL-037,EQP-0036,LAB-011,,Minor deviation noted,2023-11-05 03:54:07
TST-002149,BAT-001668,dissolution,2025-02-27,85.05,%,80.0,100.0,pass,ANL-040,EQP-0010,LAB-010,,Retest performed,2025-02-28 02:24:41
TST-002150,BAT-002221,identity,2024-05-13,1.0099,ratio,0.98,1.02,pass,ANL-015,EQP-0091,LAB-011,,,2024-05-14 00:02:29
TST-002151,BAT-001204,dissolution,2024-05-13,90.04,%,80.0,100.0,pass,ANL-032,EQP-0064,LAB-004,,Minor deviation noted,2024-05-13 14:03:28
TST-002152,BAT-001292,microbial,2024-04-29,41.0,CFU/g,0,100,pass,ANL-035,EQP-0027,LAB-002,,,2024-04-29 08:46:45
TST-002153,BAT-000446,stability,2024-10-12,102.37,%,90.0,110.0,pass,ANL-015,EQP-0032,LAB-014,,Minor deviation noted,2024-10-12 18:23:13
TST-002154,BAT-000757,microbial,2023-02-23,18.0,CFU/g,0,100,pass,ANL-022,EQP-0034,LAB-012,,,2023-02-23 23:15:00
TST-002155,BAT-001553,microbial,2023-09-25,7.0,CFU/g,0,100,pass,ANL-030,EQP-0001,LAB-013,,,2023-09-25 19:23:28
TST-002156,BAT-002775,dissolution,2025-11-01,88.29,%,80.0,100.0,pass,ANL-003,EQP-0055,LAB-006,,Retest performed,2025-11-02 03:41:41
TST-002157,BAT-002024,stability,2024-07-02,99.31,%,90.0,110.0,pass,ANL-012,EQP-0055,LAB-008,,,2024-07-03 03:27:44
TST-002158,BAT-002446,potency,2024-12-12,98.89,%,95.0,105.0,pass,ANL-013,EQP-0066,LAB-004,,,2024-12-12 17:20:45
TST-002159,BAT-001498,stability,2023-09-13,102.24,%,90.0,110.0,pass,ANL-015,EQP-0039,LAB-011,,Within spec,2023-09-13 10:16:11
TST-002160,BAT-001729,dissolution,2023-06-18,86.88,%,80.0,100.0,pass,ANL-046,EQP-0028,LAB-014,,,2023-06-18 17:41:19
TST-002161,BAT-002433,dissolution,2025-01-26,95.31,%,80.0,100.0,pass,ANL-003,EQP-0044,LAB-010,,Minor deviation noted,2025-01-26 17:23:00
TST-002162,BAT-001833,stability,2024-07-19,97.95,%,90.0,110.0,pass,ANL-018,EQP-0073,LAB-015,,,2024-07-19 16:04:34
TST-002163,BAT-000943,dissolution,2024-02-06,85.33,%,80.0,100.0,pass,ANL-020,EQP-0049,LAB-008,,,2024-02-06 10:56:16
TST-002164,BAT-002382,identity,2023-11-14,0.9943,ratio,0.98,1.02,pass,ANL-040,EQP-0013,LAB-013,,,2023-11-15 04:22:05
TST-002165,BAT-002633,microbial,2023-12-14,52.0,CFU/g,0,100,pass,ANL-049,EQP-0044,LAB-011,,Within spec,2023-12-14 16:06:13
TST-002166,BAT-002512,potency,2025-03-17,99.92,%,95.0,105.0,pass,ANL-006,EQP-0098,LAB-012,,Within spec,2025-03-17 16:56:25
TST-002167,BAT-002875,stability,2025-12-05,97.74,%,90.0,110.0,pass,ANL-017,EQP-0100,LAB-014,,Retest performed,2025-12-05 17:29:01
TST-002168,BAT-002148,stability,2025-03-27,96.47,%,90.0,110.0,pass,ANL-013,EQP-0017,LAB-001,,,2025-03-28 01:33:25
TST-002169,BAT-000260,microbial,2023-05-15,74.0,CFU/g,0,100,pass,ANL-040,EQP-0033,LAB-005,,Minor deviation noted,2023-05-15 16:55:08
TST-002170,BAT-002717,microbial,2023-08-11,10.0,CFU/g,0,100,pass,ANL-043,EQP-0011,LAB-009,,,2023-08-11 14:28:10
TST-002171,BAT-002812,potency,2023-06-26,97.8,%,95.0,105.0,pass,ANL-018,EQP-0003,LAB-006,,,2023-06-27 03:35:48
TST-002172,BAT-000317,microbial,2023-04-11,17.0,CFU/g,0,100,pass,ANL-046,EQP-0090,LAB-010,,Retest performed,2023-04-11 13:58:21
TST-002173,BAT-002690,potency,2023-07-09,103.33,%,95.0,105.0,pass,ANL-019,EQP-0022,LAB-007,,,2023-07-09 20:15:43
TST-002174,BAT-001276,purity,2023-08-09,100.04,%,98.0,100.0,fail,ANL-006,EQP-0022,LAB-014,DEV-5860,Deviation logged,2023-08-09 11:56:02
TST-002175,BAT-002146,identity,2024-05-26,0.9947,ratio,0.98,1.02,pass,ANL-042,EQP-0059,LAB-001,,Within spec,2024-05-26 06:30:57
TST-002176,BAT-000203,identity,2024-01-02,0.9914,ratio,0.98,1.02,pass,ANL-006,EQP-0072,LAB-010,,Within spec,2024-01-02 12:57:02
TST-002177,BAT-000152,potency,2024-04-28,103.13,%,95.0,105.0,pass,ANL-017,EQP-0052,LAB-001,,,2024-04-28 19:24:01
TST-002178,BAT-000618,microbial,2025-08-31,9.0,CFU/g,0,100,pass,ANL-012,EQP-0052,LAB-013,,,2025-08-31 16:46:37
TST-002179,BAT-000411,identity,2024-06-04,1.0036,ratio,0.98,1.02,pass,ANL-028,EQP-0057,LAB-014,,Minor deviation noted,2024-06-04 08:42:57
TST-002180,BAT-001100,identity,2023-07-20,1.0012,ratio,0.98,1.02,pass,ANL-044,EQP-0058,LAB-010,,Sample re-prepared,2023-07-20 21:44:36
TST-002181,BAT-000873,dissolution,2024-03-08,85.5,%,80.0,100.0,pass,ANL-018,EQP-0020,LAB-012,,Minor deviation noted,2024-03-09 01:39:45
TST-002182,BAT-000911,dissolution,2025-06-02,81.73,%,80.0,100.0,pass,ANL-035,EQP-0065,LAB-015,,Retest performed,2025-06-02 10:49:45
TST-002183,BAT-001632,microbial,2025-10-26,2.0,CFU/g,0,100,pass,ANL-019,EQP-0098,LAB-009,,Minor deviation noted,2025-10-26 21:05:36
TST-002184,BAT-000311,purity,2023-05-06,99.89,%,98.0,100.0,pass,ANL-003,EQP-0045,LAB-010,,Minor deviation noted,2023-05-06 04:28:18
TST-002185,BAT-002047,potency,2024-08-31,101.63,%,95.0,105.0,pass,ANL-030,EQP-0019,LAB-004,,,2024-09-01 00:11:41
